Unnamed: 0.1,proposalID.id,voters.id,support,single_vote,name
663,16,0xdcc3949e1741c7f4acff402db68f2c64c1ee8f02,1,20000000000000000,
746,16,0xfb37cd65f1fec10489a6725a44c03f3042aeff57,1,20000000000000000,
745,16,0xfa8118fec97722451e36e84be84c37dd960a1ef2,1,20000000000000000,rocut.eth
742,16,0xf7b1eb8292d7ffecd8ed04eb07890216491aa67d,1,14400000000000000,
739,16,0xf6124badcbccd0a6512ae9cc5ca6dba3a7cdefbb,1,20000000000000000,
608,16,0xc5c23df5e5d70aa181e7a00733eea041b9623903,1,9994000000000000,
610,16,0xc68f835106b588ad7946729d7ab2712c0cd2ffed,1,19930000000000000,
499,16,0x8efac00816e675e5b4b418c7c718cd463cbb6a59,1,15300000000000000,
700,16,0xee0579b4c36fd52ec0a2b542fb801f136838b7f1,1,2807617624240367907639,sirlupinwatson.eth
671,16,0xe37122b502dc52b8baa11c9c041939cead722031,1,12900000000000000,
676,16,0xe46b1c63fb77ae9edb98e9eae87347fb61119aee,1,20000000000000000,
678,16,0xe4deac4c2b075ee64814483d9038daaf83542f71,1,20000000000000000,
680,16,0xe66e4b4f43b6c7e7df71c0e325ad6797f3e66b3f,1,20000000000000000,
556,16,0xaca7a415f073fed0808749e048f85016c39188fd,1,20000000000000000,
681,16,0xe7481ee7af22f443303572cccf28a4a73a21bbe7,1,18000000000000000,
690,16,0xe96d806c830bb3f108eb51479a66edb31a3c1ab4,1,20000000000000000,
695,16,0xeb0ad1099f5e12968d41c04f8a22e6dbb0f65702,1,20000000000000000,
699,16,0xeda63e40351544fba32c910e0a90ab1e30e376d4,1,20000000000000000,
709,16,0xee36a6023fb60606982673f208344793dea4574a,1,11400000000000000,
665,16,0xde1678747ba2d5e61dac8f09c3a6a5315cc663f5,1,16400000000000000,
713,16,0xef39c8919373de11e888e9faf9fc5f71e4d015b8,1,11100000000000000,
714,16,0xef3eb5dc534e6c1f690b2fdecc8c1594f133eecd,1,13600000000000000,
737,16,0xf51075362e48552f241c6e5a87b3bc98e8701234,1,20000000000000000,
689,16,0xe95a51277b86b34c654ccb1dd61a5d39d40b45c5,1,20000000000000000,
185,16,0x36d48ebd2dac635f30b3ca76f970346e27519766,1,10000000000000000,
585,16,0xbb498ce39dfbe7038eb6fc4064998fe0b8e533db,1,12100000000000000,
753,16,0xffd3f0393f7bb8daa930668a51b885d48476abec,1,20000000000000000,
168,16,0x307c997be2ee5f5d11bc92cd9915f93111146af0,1,20000000000000000,
167,16,0x300d76a6764a3d58f3ad330aa2277e2d31d54708,1,11300000000000000,
166,16,0x2faad2f292522ae6c85abf4f5048f3e32e6570ef,1,12700000000000000,
162,16,0x2c0f9eb60ee7fdb702d47d2cc9f7c6ae88b20999,1,20000000000000000,
121,16,0x22aaf8a798b34a0b24527f838acf9f65e0d720dc,1,17500000000000000,
111,16,0x1fd8d513b0a485365066ac95bfd25ff37ddf84c2,1,20000000000000000,
109,16,0x1ed2c3edaf1d4ce024cd6ec27b922d52294c49cb,1,16300000000000000,
104,16,0x1da76d5b2dae08818047e20f10767a49685a4432,1,14900000000000000,
227,16,0x446c70bf2f50f432f549775ded255e7bf9fa27f6,1,20000000000000000,
226,16,0x42f09c50cb4b7deea5d51f5539dab08f65aa299a,1,15100000000000000,
59,16,0x0f87452a7eac3bcfe90fe4187d2f922d1d6699ae,1,10800000000000000,
248,16,0x4b93340bde2b254f21b1591ca8dab7b58945ad39,1,20000000000000000,
223,16,0x4169c8819a3105bcb766e5fdbf12c97aee09bdb6,1,16500000000000000,
60,16,0x10d6d2e343281d388291a3e02f3293aaeda67178,1,1063025933784445131117735,helloshreyas.eth
221,16,0x4139fe019502af177eb3060460887be9aa2fa5e0,1,20000000000000000,
169,16,0x308d97b4a3e893baaf56bb28fc6cbc7f764184dd,1,15200000000000000,
71,16,0x115b463d167cf26acdb68a7d062d2c1188f44ff6,1,11700000000000000,
173,16,0x32e9c9397e6257bce4d9e47cf7e697059f22661c,1,40000000000000000,
175,16,0x34aa3f359a9d614239015126635ce7732c18fdf3,1,1645487110858659104348583,austingriffith.eth
196,16,0x3cbecafdb1ba14e85cc401a1d99f6b87dd40ebd7,1,18500000000000000,
195,16,0x3cabc8cf68fde5b84bb21b5db1a7c1b43a3a5922,1,15500000000000000,
132,16,0x243ee1364d3023075dd3bacd9ef31d7f57f8a788,1,19910000000000000,
133,16,0x244201f97d6f67d77ff7389dc14c8155a8fd7921,1,17000000000000000,
194,16,0x3c9b541d0317276a05b9512266b8eae233c8e7f0,1,18100000000000000,
193,16,0x3c672e679e47b5cc69c93eb3df5b5bf733cf8d4c,1,12600000000000000,
189,16,0x39ac673d8661f671fa0a67660ad02c782fc3105d,1,17600000000000000,
135,16,0x24dc4ed3dc259de95925a13081c0ecf37ffbd683,1,19920000000000000,
187,16,0x37e324299c5c0011c36713e85029a3cd7810fe30,1,20000000000000000,
186,16,0x3747d4e3ef8daa960f1fe6e59fe463dbd9b0bdae,1,20000000000000000,
136,16,0x24e84cf44ffba84185900d83566a37611a670e0c,1,12800000000000000,
229,16,0x483034ddc7f555a48c939df1d0f3bdd7c9af043c,1,20000000000000000,
183,16,0x351a7ff8d9d4b5c237cc806bf173a9e0e450f2c6,1,20000000000000000,
137,16,0x2684091777c5b34415de038afbbe5d995bcc4fd4,1,11800000000000000,
144,16,0x2ac6d067926e4e6070cb0ec211f553e5ab1c9612,1,20000000000000000,
174,16,0x33678ca7d8dd7ef76202459f91fe6bd852280063,1,20000000000000000,
217,16,0x3fbb9f73c664638e3197f9cfd44a17468962cff4,1,11900000000000000,
225,16,0x427bd8e086a204e4085c4554cfc48b2ed44e602d,1,20000000000000000,
216,16,0x3f9860ec9361b1d3a9587e9950632aa976b2beb4,1,20000000000000000,
142,16,0x29b183fe5d4210f0ddf4301fd8c404e772d6ba12,1,13800000000000000,
102,16,0x1c750cbacea0d97dfa830014b927cc3d64b41b5c,1,20000000000000000,
203,16,0x3cebae03e29ef29b515eac65c696c2f344932704,1,20000000000000000,
101,16,0x1b9f2c45d8d62e00d12c34ce1f9ba0232fa12b20,1,20000000000000000,
204,16,0x3d0cc91049c386cb60f81d181d9b6890a2586f8f,1,17800000000000000,
100,16,0x1b0a44958b9d970947a5c8fbbc6ddbe53325df76,1,14300000000000000,
87,16,0x17ea86b6baa237c01cc0af7595c931d6d5442cf9,1,20000000000000000,
209,16,0x3dcb29343695c2472b2e34299d348894bc230290,1,20000000000000000,
85,16,0x1644621b1337676a1d2b0878c8d87148d960570b,1,13400000000000000,
212,16,0x3f40ea90d8a23cc95b98a01b3295fb9059fa6c8c,1,20000000000000000,
84,16,0x16195ab399c18d608000011dc1b639b409a30b21,1,15000000000000000,
83,16,0x16151dacfa22e483412af76e6f9484c0161c9549,1,20000000000000000,
79,16,0x144ac9e3c06205220a7d40e88cc81912a34cc86d,0,20000000000000000,
73,16,0x13022056cfacee5b94a8226293fa4530447d5d64,1,13100000000000000,
397,16,0x729d418146e2abbe73e7fc480f358bce454cd2c7,1,13700000000000000,
23,17,0x06c4865ab16c9c760622f19a313a2e637e2e66a2,0,2000000000000000000,aevolve.eth
314,17,0x5681ff2150b6e39e00d972598fdb8a19d761f506,1,0,level6.eth
363,17,0x67149c6a2aa490636948b084d88dde8a958ca269,1,0,cxsyt.eth
413,17,0x78b3367b0f547cd16bac453f788956afce92447b,1,320966599999999967232,firebirdcoin.eth
618,17,0xc896e7c0ad9a8f9c787b5bbedceeba259c912d72,1,0,bhbtc.eth
124,17,0x23c4111d6f85de542dd8ad911c7c3cc66e98faa7,0,25000000000000000000,fateswing.eth
577,17,0xb698419e8887a24f2db0e271833a051fc5caa814,1,0,
24,18,0x06c4865ab16c9c760622f19a313a2e637e2e66a2,0,2000000000000000000,aevolve.eth
125,19,0x23c4111d6f85de542dd8ad911c7c3cc66e98faa7,0,25000000000000000000,fateswing.eth
25,19,0x06c4865ab16c9c760622f19a313a2e637e2e66a2,0,2000000000000000000,aevolve.eth
546,20,0xab06e86d240a5f515ea6d16c3530c6596f8bb774,1,101000000000000000000,95zhizun.eth
479,20,0x8d07d225a769b7af3a923481e1fdf49180e6a265,1,162130211634672206241592,monetsupply.eth
734,20,0xf507555538fd0537922e70817780908ad132d3eb,1,101000000000000000000,ethforever.eth
717,20,0xf503017d7baf7fbc0fff7492b751025c6a78179b,1,333283951046977384536781,trueblocks.eth
44,20,0x0cf30daf2fb962ed1d5d19c97f5f6651f3b691c1,1,455700340999998999983334,fishbiscuit.eth
254,20,0x4c22a285896e500ab8a85fc372e56f2c990794c3,1,0,
277,20,0x521aacb43d89e1b8ffd64d9ef76b0a1074dedaf8,1,8558654041180318262920,bobjiang.eth
268,20,0x4fa4167b3c94a80416bbc768fb919bf3ace9f8c2,1,1000000000000,jjjjjaxdeng.eth
697,20,0xec0a73cc9b682695959611727da874afd8440c21,1,0,fahim.eth
619,20,0xc94cc876a826bc75355569e696cb2304f3434709,1,0,
188,20,0x38430336153468dcf36af5cea7d6bc472425633a,1,0,edwardtay.eth
146,20,0x2b888954421b424c5d3d9ce9bb67c9bd47537d12,1,1025503781902788835381207,lefteris.eth
163,20,0x2caaab9cf5381309f768b38849ff2bf180ac81e0,1,477219484953617104990,
337,20,0x5e349eca2dc61abcd9dd99ce94d04136151a09ee,1,1454488273276012119318443,lindajxie.eth
295,20,0x54becc7560a7be76d72ed76a1f5fee6c5a2a7ab6,1,1397162881576116182217651,simona.eth
682,20,0xe7cf8fce5e83e07e56e2ebfeb7651f459c47217b,1,202062032306577169153,kingrf.eth
218,20,0x4131826eafdcb7dcd855fae9098ec693165f157d,1,173220000000000000000,btcking.eth
614,20,0xc7e6bbf6dbe78b40640385e73dc1958f4428fb3e,1,152202348812597243606164,tobyshorin.eth
595,20,0xc2e2b715d9e302947ec7e312fd2384b5a1296099,1,450000000000000000000000,kbw.eth
235,20,0x4a5b536a613e69f43a52f6aa7a7f3765428329ad,1,11432359773334621204,coinqt.eth
673,20,0xe40987f8ca51d3f72947400a7459e66db2715bc1,1,101000000000000000000,chenwentao.eth
419,21,0x7e052ef7b4bb7e5a45f331128afadb1e589deaf1,1,1052530944207837777523142,kris.eth
480,21,0x8d07d225a769b7af3a923481e1fdf49180e6a265,1,162130211634672206241592,monetsupply.eth
278,21,0x521aacb43d89e1b8ffd64d9ef76b0a1074dedaf8,1,9699984242015109902783,bobjiang.eth
596,21,0xc2e2b715d9e302947ec7e312fd2384b5a1296099,1,450000000000000000000000,kbw.eth
547,21,0xab06e86d240a5f515ea6d16c3530c6596f8bb774,1,101000000000000000000,95zhizun.eth
45,21,0x0cf30daf2fb962ed1d5d19c97f5f6651f3b691c1,1,455700340999998999983334,fishbiscuit.eth
683,21,0xe7cf8fce5e83e07e56e2ebfeb7651f459c47217b,1,202062032306577169153,kingrf.eth
735,21,0xf507555538fd0537922e70817780908ad132d3eb,1,101000000000000000000,ethforever.eth
674,21,0xe40987f8ca51d3f72947400a7459e66db2715bc1,1,101000000000000000000,chenwentao.eth
176,21,0x34aa3f359a9d614239015126635ce7732c18fdf3,1,1793468335703994033703058,austingriffith.eth
