,proposal,voter,support,single_vote,name
1738,108,0xe8d24be3abf6eb27b800f752a969d3c1e84fd401,0,1,budlight.beer.eth
484,108,0x4754b7e3dede42d71d6c92978f25f306176ec7e9,1,26,
1578,108,0xceb78abfad166c11e350156fd671b385265a6c87,1,1,gabrielayuso.eth
1609,108,0xd19bf5f0b785c6f1f6228c72a8a31c9f383a49c4,1,3,cdt.eth
822,108,0x75ee6eb3d8dacf41ee2e5307090b197d3e1cca6e,1,12,noun22.eth
254,108,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,1,10,nounders.eth
569,108,0x5d802e2fe48392c104ce0401c7eca8a4456f1f16,1,11,toadyhawk.eth
602,108,0x6937db08db977c734fc1ce884d2915b05147f845,1,1,vote.thenounsquare.eth
1218,108,0xa555d1ee16780b2d414ed97f4f169c0740099615,1,2,noun40.eth
78,108,0x01db485f57dc000e761b85641f78c9d212a2eeab,0,1,
1232,108,0xa68fdb0c7ecdc404637c5c06bab82a7bf00609f3,1,1,artofconviction.eth
176,108,0x203cc9b81c53fd649bd575e0e19925dd1a2a54da,0,1,
270,108,0x2e32935bfd5b2718f99bc8fdf8b37c16811f7d97,0,1,sanuxo.eth
1081,108,0x9a2f6117d1ffa82ad0a2b36f133d476db5bd55f5,1,1,bigint-vault.eth
1667,108,0xe085327c5ad2f77147f10973fed45fb19d734f7e,1,1,0xminion.eth
749,108,0x6f9e3976fa3b5b22761fe5d635e1f0d9d9aeb85d,1,1,skilift.eth
158,108,0x1977c4b06a76c160eff920c67fbc0635124364c8,1,1,nounrumi.eth
778,108,0x73222225044ce0fc672ff9b6f9730d0a0421382c,1,1,gnars.com
1097,108,0xa1c0b11b86a46885b87c7ed68b91faa0c349e1cd,1,1,pbrianandj.eth
1647,108,0xdead753f9b1eb8f2f7372e8587e7c6e342daac89,0,1,maty.eth
1279,108,0xa8d04cd4e1951291740ef977d56336fdc7f394c5,1,5,wahoo.eth
1259,108,0xa86882277e69fbf0a51805cdc8b0a3a113079e63,1,4,krel.eth
60,108,0x008c84421da5527f462886cec43d2717b686a7e4,1,5,noun12.eth
1098,109,0xa1c0b11b86a46885b87c7ed68b91faa0c349e1cd,1,1,pbrianandj.eth
1108,109,0xa32f90b21d11561d31ff604745907acc77fb67e3,1,1,argus0.eth
1027,109,0x91dccaa260cc4616e1a6e6b693db7207c5e42937,1,1,apenoun.eth
1233,109,0xa68fdb0c7ecdc404637c5c06bab82a7bf00609f3,1,1,artofconviction.eth
1336,109,0xaca3b4110403f3c4dacb35a7b3aa0a84efb6a3e9,0,1,noun109.eth
79,109,0x01db485f57dc000e761b85641f78c9d212a2eeab,1,1,
558,109,0x5ca6a2e5f53a48616d4ead87ff6034fc032d4722,1,1,honkdiddly.eth
1280,109,0xa8d04cd4e1951291740ef977d56336fdc7f394c5,1,5,wahoo.eth
1082,109,0x9a2f6117d1ffa82ad0a2b36f133d476db5bd55f5,1,1,bigint-vault.eth
1260,109,0xa86882277e69fbf0a51805cdc8b0a3a113079e63,1,4,krel.eth
1219,109,0xa555d1ee16780b2d414ed97f4f169c0740099615,1,2,noun40.eth
177,109,0x203cc9b81c53fd649bd575e0e19925dd1a2a54da,0,1,
1668,109,0xe085327c5ad2f77147f10973fed45fb19d734f7e,1,1,0xminion.eth
1648,109,0xdead753f9b1eb8f2f7372e8587e7c6e342daac89,1,1,maty.eth
1682,109,0xe30585034f5e2ac9635cf94d0fd069d6bac2f7bc,1,1,nounsintern.eth
1444,109,0xbd7dbab9aeb52d6c8d0e80fcebde3af4cc86204a,1,6,joshuafisher.eth
779,109,0x73222225044ce0fc672ff9b6f9730d0a0421382c,1,1,gnars.com
148,109,0x17cd072cbd45031efc21da538c783e0ed3b25dcc,1,1,jacob.eth
1610,109,0xd19bf5f0b785c6f1f6228c72a8a31c9f383a49c4,1,3,cdt.eth
750,109,0x6f9e3976fa3b5b22761fe5d635e1f0d9d9aeb85d,1,1,skilift.eth
271,109,0x2e32935bfd5b2718f99bc8fdf8b37c16811f7d97,1,1,sanuxo.eth
603,109,0x6937db08db977c734fc1ce884d2915b05147f845,1,1,vote.thenounsquare.eth
584,109,0x6223bc5fd16a19bcfae2281dde47861cfe1023ee,0,2,
843,109,0x7dd5b92716542ab2442030df6d87cec437a51ded,1,1,jjb.eth
255,109,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,1,11,nounders.eth
570,109,0x5d802e2fe48392c104ce0401c7eca8a4456f1f16,1,11,toadyhawk.eth
1541,109,0xcc2688350d29623e2a0844cc8885f9050f0f6ed5,1,12,nouncil.eth
531,109,0x5c6e1b0e60d4a1493ca8dd9bbf7a31d65eeec094,1,1,salvino.eth
944,109,0x83fcfe8ba2fece9578f0bbafed4ebf5e915045b9,1,14,hot.4156.eth
594,109,0x64e9cd118aa8d45c20efeeefd68679372f5e48dc,1,1,jxn.eth
1739,109,0xe8d24be3abf6eb27b800f752a969d3c1e84fd401,1,1,budlight.beer.eth
604,110,0x6937db08db977c734fc1ce884d2915b05147f845,1,1,vote.thenounsquare.eth
178,110,0x203cc9b81c53fd649bd575e0e19925dd1a2a54da,1,1,
1109,110,0xa32f90b21d11561d31ff604745907acc77fb67e3,1,1,argus0.eth
950,110,0x87757c7fd54d892176e9ecec6767bc16e04a06a8,1,3,
751,110,0x6f9e3976fa3b5b22761fe5d635e1f0d9d9aeb85d,1,1,skilift.eth
571,110,0x5d802e2fe48392c104ce0401c7eca8a4456f1f16,1,11,toadyhawk.eth
780,110,0x73222225044ce0fc672ff9b6f9730d0a0421382c,1,1,gnars.com
823,110,0x75ee6eb3d8dacf41ee2e5307090b197d3e1cca6e,1,12,noun22.eth
585,110,0x6223bc5fd16a19bcfae2281dde47861cfe1023ee,1,2,
844,110,0x7dd5b92716542ab2442030df6d87cec437a51ded,1,1,jjb.eth
945,110,0x83fcfe8ba2fece9578f0bbafed4ebf5e915045b9,1,14,hot.4156.eth
1099,110,0xa1c0b11b86a46885b87c7ed68b91faa0c349e1cd,1,1,pbrianandj.eth
1083,110,0x9a2f6117d1ffa82ad0a2b36f133d476db5bd55f5,1,1,bigint-vault.eth
595,110,0x64e9cd118aa8d45c20efeeefd68679372f5e48dc,1,1,jxn.eth
1261,110,0xa86882277e69fbf0a51805cdc8b0a3a113079e63,1,4,krel.eth
532,110,0x5c6e1b0e60d4a1493ca8dd9bbf7a31d65eeec094,1,1,salvino.eth
1611,110,0xd19bf5f0b785c6f1f6228c72a8a31c9f383a49c4,1,3,cdt.eth
1687,110,0xe3064d830c35119a83402636816444446ac72d36,1,1,
485,110,0x4754b7e3dede42d71d6c92978f25f306176ec7e9,1,25,
61,110,0x008c84421da5527f462886cec43d2717b686a7e4,1,5,noun12.eth
1683,110,0xe30585034f5e2ac9635cf94d0fd069d6bac2f7bc,1,1,nounsintern.eth
1281,110,0xa8d04cd4e1951291740ef977d56336fdc7f394c5,1,5,wahoo.eth
1740,110,0xe8d24be3abf6eb27b800f752a969d3c1e84fd401,1,1,budlight.beer.eth
1649,110,0xdead753f9b1eb8f2f7372e8587e7c6e342daac89,1,1,maty.eth
1579,110,0xceb78abfad166c11e350156fd671b385265a6c87,1,1,gabrielayuso.eth
1337,110,0xaca3b4110403f3c4dacb35a7b3aa0a84efb6a3e9,1,1,noun109.eth
559,110,0x5ca6a2e5f53a48616d4ead87ff6034fc032d4722,1,1,honkdiddly.eth
256,110,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,1,11,nounders.eth
272,110,0x2e32935bfd5b2718f99bc8fdf8b37c16811f7d97,1,1,sanuxo.eth
1669,110,0xe085327c5ad2f77147f10973fed45fb19d734f7e,1,1,0xminion.eth
1234,110,0xa68fdb0c7ecdc404637c5c06bab82a7bf00609f3,1,1,artofconviction.eth
80,110,0x01db485f57dc000e761b85641f78c9d212a2eeab,1,1,
1475,110,0xc46db2d89327d4c41eb81c43ed5e3dff111f9a8f,1,2,deeze.eth
1542,110,0xcc2688350d29623e2a0844cc8885f9050f0f6ed5,1,12,nouncil.eth
1220,110,0xa555d1ee16780b2d414ed97f4f169c0740099615,1,2,noun40.eth
1445,110,0xbd7dbab9aeb52d6c8d0e80fcebde3af4cc86204a,1,6,joshuafisher.eth
824,111,0x75ee6eb3d8dacf41ee2e5307090b197d3e1cca6e,1,13,noun22.eth
1741,111,0xe8d24be3abf6eb27b800f752a969d3c1e84fd401,0,1,budlight.beer.eth
845,111,0x7dd5b92716542ab2442030df6d87cec437a51ded,1,1,jjb.eth
149,111,0x17cd072cbd45031efc21da538c783e0ed3b25dcc,1,1,jacob.eth
1612,111,0xd19bf5f0b785c6f1f6228c72a8a31c9f383a49c4,1,3,cdt.eth
586,111,0x6223bc5fd16a19bcfae2281dde47861cfe1023ee,2,2,
1628,111,0xdb7f66f3d53a6a0ec43a49c7b6713e1bd3bd1383,1,1,sidenoun.eth
1650,111,0xdead753f9b1eb8f2f7372e8587e7c6e342daac89,1,1,maty.eth
752,111,0x6f9e3976fa3b5b22761fe5d635e1f0d9d9aeb85d,1,1,skilift.eth
1670,111,0xe085327c5ad2f77147f10973fed45fb19d734f7e,1,1,0xminion.eth
699,111,0x6d40c2da94c6522e361904383c37c605f39b8e73,1,7,vault.beautifulnfts.eth
605,111,0x6937db08db977c734fc1ce884d2915b05147f845,1,1,vote.thenounsquare.eth
257,111,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,2,18,nounders.eth
1580,111,0xceb78abfad166c11e350156fd671b385265a6c87,1,1,gabrielayuso.eth
486,111,0x4754b7e3dede42d71d6c92978f25f306176ec7e9,1,25,
1446,111,0xbd7dbab9aeb52d6c8d0e80fcebde3af4cc86204a,1,6,joshuafisher.eth
490,111,0x47d4f20ae83bcd350105f199f900e6e6104dab6a,1,1,doh.eth
81,111,0x01db485f57dc000e761b85641f78c9d212a2eeab,1,1,
1134,111,0xa4c8d9e4ec5f2831701a81389465498b83f9457d,1,3,soldmangachs.eth
96,111,0x0c9f37f77bea2c6e6f15c1a8c4d7316a3ee7408b,1,0,mukaishima.eth
1110,111,0xa32f90b21d11561d31ff604745907acc77fb67e3,1,1,argus0.eth
1235,111,0xa68fdb0c7ecdc404637c5c06bab82a7bf00609f3,1,1,artofconviction.eth
1100,111,0xa1c0b11b86a46885b87c7ed68b91faa0c349e1cd,1,1,pbrianandj.eth
560,111,0x5ca6a2e5f53a48616d4ead87ff6034fc032d4722,1,1,honkdiddly.eth
596,111,0x64e9cd118aa8d45c20efeeefd68679372f5e48dc,1,1,jxn.eth
1084,111,0x9a2f6117d1ffa82ad0a2b36f133d476db5bd55f5,1,1,bigint-vault.eth
1684,111,0xe30585034f5e2ac9635cf94d0fd069d6bac2f7bc,1,1,nounsintern.eth
1262,111,0xa86882277e69fbf0a51805cdc8b0a3a113079e63,1,4,krel.eth
572,111,0x5d802e2fe48392c104ce0401c7eca8a4456f1f16,1,11,toadyhawk.eth
1688,111,0xe3064d830c35119a83402636816444446ac72d36,1,1,
1028,111,0x91dccaa260cc4616e1a6e6b693db7207c5e42937,1,1,apenoun.eth
533,111,0x5c6e1b0e60d4a1493ca8dd9bbf7a31d65eeec094,1,1,salvino.eth
62,111,0x008c84421da5527f462886cec43d2717b686a7e4,1,5,noun12.eth
131,111,0x17beaa158e68ff9225b4c85151831c7a0d8f258d,1,1,orcanoun.eth
1338,111,0xaca3b4110403f3c4dacb35a7b3aa0a84efb6a3e9,1,1,noun109.eth
1372,111,0xb1c41c71d36cedea7ddcd5f8d5c5c32ba8f3cbfc,2,3,
1543,111,0xcc2688350d29623e2a0844cc8885f9050f0f6ed5,1,12,nouncil.eth
1282,111,0xa8d04cd4e1951291740ef977d56336fdc7f394c5,1,5,wahoo.eth
179,111,0x203cc9b81c53fd649bd575e0e19925dd1a2a54da,1,1,
561,112,0x5ca6a2e5f53a48616d4ead87ff6034fc032d4722,1,1,honkdiddly.eth
258,112,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,1,18,nounders.eth
273,112,0x2e32935bfd5b2718f99bc8fdf8b37c16811f7d97,1,1,sanuxo.eth
487,112,0x4754b7e3dede42d71d6c92978f25f306176ec7e9,1,23,
534,112,0x5c6e1b0e60d4a1493ca8dd9bbf7a31d65eeec094,1,1,salvino.eth
573,112,0x5d802e2fe48392c104ce0401c7eca8a4456f1f16,1,10,toadyhawk.eth
587,112,0x6223bc5fd16a19bcfae2281dde47861cfe1023ee,1,2,
1690,112,0xe3f27deff96fe178e87559f36cbf868b9e75967d,1,2,sasqwash.eth
1101,112,0xa1c0b11b86a46885b87c7ed68b91faa0c349e1cd,1,1,pbrianandj.eth
606,112,0x6937db08db977c734fc1ce884d2915b05147f845,1,1,vote.thenounsquare.eth
1689,112,0xe3064d830c35119a83402636816444446ac72d36,1,1,
1685,112,0xe30585034f5e2ac9635cf94d0fd069d6bac2f7bc,1,1,nounsintern.eth
1678,112,0xe26d78c6bff297bbc2da3f80fea9a42028a4260f,1,3,
1671,112,0xe085327c5ad2f77147f10973fed45fb19d734f7e,1,1,0xminion.eth
1651,112,0xdead753f9b1eb8f2f7372e8587e7c6e342daac89,2,1,maty.eth
1613,112,0xd19bf5f0b785c6f1f6228c72a8a31c9f383a49c4,1,2,cdt.eth
1742,112,0xe8d24be3abf6eb27b800f752a969d3c1e84fd401,0,1,budlight.beer.eth
1544,112,0xcc2688350d29623e2a0844cc8885f9050f0f6ed5,1,10,nouncil.eth
597,112,0x64e9cd118aa8d45c20efeeefd68679372f5e48dc,1,1,jxn.eth
1447,112,0xbd7dbab9aeb52d6c8d0e80fcebde3af4cc86204a,1,6,joshuafisher.eth
1283,112,0xa8d04cd4e1951291740ef977d56336fdc7f394c5,1,5,wahoo.eth
1263,112,0xa86882277e69fbf0a51805cdc8b0a3a113079e63,1,4,krel.eth
1476,112,0xc46db2d89327d4c41eb81c43ed5e3dff111f9a8f,1,2,deeze.eth
1236,112,0xa68fdb0c7ecdc404637c5c06bab82a7bf00609f3,1,1,artofconviction.eth
781,112,0x73222225044ce0fc672ff9b6f9730d0a0421382c,1,1,gnars.com
825,112,0x75ee6eb3d8dacf41ee2e5307090b197d3e1cca6e,1,15,noun22.eth
838,112,0x7d81478ad18ad375e53de6f74f3122f6be3499ca,1,1,delegate.evets.eth
1029,112,0x91dccaa260cc4616e1a6e6b693db7207c5e42937,1,1,apenoun.eth
1221,112,0xa555d1ee16780b2d414ed97f4f169c0740099615,1,2,noun40.eth
1679,113,0xe26d78c6bff297bbc2da3f80fea9a42028a4260f,1,3,
259,113,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,1,41,nounders.eth
1672,113,0xe085327c5ad2f77147f10973fed45fb19d734f7e,1,1,0xminion.eth
274,113,0x2e32935bfd5b2718f99bc8fdf8b37c16811f7d97,1,1,sanuxo.eth
1030,113,0x91dccaa260cc4616e1a6e6b693db7207c5e42937,1,1,apenoun.eth
1743,113,0xe8d24be3abf6eb27b800f752a969d3c1e84fd401,0,1,budlight.beer.eth
1085,113,0x9a2f6117d1ffa82ad0a2b36f133d476db5bd55f5,1,1,bigint-vault.eth
1545,113,0xcc2688350d29623e2a0844cc8885f9050f0f6ed5,1,10,nouncil.eth
1284,113,0xa8d04cd4e1951291740ef977d56336fdc7f394c5,1,5,wahoo.eth
1222,113,0xa555d1ee16780b2d414ed97f4f169c0740099615,1,2,noun40.eth
1286,113,0xa903c06bf35286f6d1cdad25396748353979a44c,1,1,benbodhi.eth
1744,114,0xe8d24be3abf6eb27b800f752a969d3c1e84fd401,1,1,budlight.beer.eth
1223,114,0xa555d1ee16780b2d414ed97f4f169c0740099615,1,2,noun40.eth
535,114,0x5c6e1b0e60d4a1493ca8dd9bbf7a31d65eeec094,1,1,salvino.eth
1285,114,0xa8d04cd4e1951291740ef977d56336fdc7f394c5,1,5,wahoo.eth
1673,114,0xe085327c5ad2f77147f10973fed45fb19d734f7e,1,1,0xminion.eth
260,114,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,1,41,nounders.eth
1287,114,0xa903c06bf35286f6d1cdad25396748353979a44c,1,1,benbodhi.eth
839,114,0x7d81478ad18ad375e53de6f74f3122f6be3499ca,1,1,delegate.evets.eth
1614,114,0xd19bf5f0b785c6f1f6228c72a8a31c9f383a49c4,1,2,cdt.eth
1477,114,0xc46db2d89327d4c41eb81c43ed5e3dff111f9a8f,1,2,deeze.eth
275,114,0x2e32935bfd5b2718f99bc8fdf8b37c16811f7d97,1,1,sanuxo.eth
1086,114,0x9a2f6117d1ffa82ad0a2b36f133d476db5bd55f5,1,1,bigint-vault.eth
1237,114,0xa68fdb0c7ecdc404637c5c06bab82a7bf00609f3,1,1,artofconviction.eth
1546,114,0xcc2688350d29623e2a0844cc8885f9050f0f6ed5,1,10,nouncil.eth
1031,114,0x91dccaa260cc4616e1a6e6b693db7207c5e42937,1,1,apenoun.eth
