,proposal,voter,support,single_vote,name
1969,56,0x88fb3d509fc49b515bfeb04e23f53ba339563981,1,105128.07541970215,
2284,56,0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1,1,321060.1356080451,
915,56,0x44c69653fa05b0e7c12488a4441b9368da43aabd,1,0.25,jthrack.eth
227,56,0x10f87409e405c5e44e581a4c3f2eecf36aaf1f92,1,42476.2708290366,
433,56,0x1d29756e8f7b091ce6c11a35980de79c7eda5d1f,1,50018.09088336926,
2054,56,0x8d07d225a769b7af3a923481e1fdf49180e6a265,1,77514.38334879739,monetsupply.eth
1945,56,0x88b3ba151576e108c05bf43c0316864392e51d42,1,0.32759264233140706,
1304,56,0x5bc928bf0dab1e4a2ddd9e347b0f22e88026d76c,1,57785.755787858405,
1426,56,0x6626593c237f530d15ae9980a95ef938ac15c35c,1,126140.39576454279,
2329,56,0x9b68c14e936104e9a7a24c712beecdc220002984,1,66050.52772898224,getty.gfxlabs.eth
511,56,0x25125e438b7ae0f9ae8511d83abb0f4574217c7a,1,0.0,foxmask.eth
1004,56,0x47c125dee6898b6cb2379bcbafc823ff3f614770,1,50004.08847703803,blockchainatucla.eth
2163,56,0x91400be76b7171cf932ae252390d2b60e2c73013,0,30.0,pyggie.eth
96,56,0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,1,49999.99999999999,upennblockchain.eth
1201,56,0x54a37d93e57c5da659f508069cf65a381b61e189,1,100074.19851852715,
1849,56,0x84e39a52d7f3f8fb63723782653d4cf71c465a95,1,151.5404959684908,
38,56,0x03f061f6357195dbb545820a6cd9a2ed2b087618,1,25.082127997109353,
265,56,0x13bdae8c5f0fc40231f0e6a4ad70196f59138548,1,49999.99999999999,
522,56,0x27331de0261a9513bfef4f8f3e3005c60cf80702,1,0.0,
447,56,0x1df428833f2c9fb1ef098754e5d710432450d706,1,1.4802063463646884,0xjoshua.eth
968,56,0x458ceec48586a85fcfeb4a179706656ee321730e,1,50001.452265037355,calblockchain.eth
159,57,0x0a09cd09b0107bb98a83f211704f036eca94b92e,1,15000.0,
1745,57,0x7d96a6f41fd31c7624f7069415be58b5e3576d34,1,100.00000481288865,trilez.eth
2330,57,0x9b68c14e936104e9a7a24c712beecdc220002984,1,66050.52772898224,getty.gfxlabs.eth
2055,57,0x8d07d225a769b7af3a923481e1fdf49180e6a265,1,77514.38334879739,monetsupply.eth
2019,57,0x8abaf5733742b1506f6a1255de0e37aec76b7940,1,0.25,dumbfuck.eth
1750,57,0x7de05261d0b952a19de6a9ffc4f77bab447aa044,1,124.83350103959958,
228,57,0x10f87409e405c5e44e581a4c3f2eecf36aaf1f92,1,41883.83589591911,
1427,57,0x6626593c237f530d15ae9980a95ef938ac15c35c,1,126089.2314001877,
654,57,0x2fd6181541bebe30d17cf3a5d9f40ebcecbdba43,1,20002.054464220622,
1970,57,0x88fb3d509fc49b515bfeb04e23f53ba339563981,1,105129.769321471,
39,57,0x03f061f6357195dbb545820a6cd9a2ed2b087618,1,25.082127997109353,
1202,57,0x54a37d93e57c5da659f508069cf65a381b61e189,1,100074.19851852715,
1850,57,0x84e39a52d7f3f8fb63723782653d4cf71c465a95,1,151.5404959684908,
1946,57,0x88b3ba151576e108c05bf43c0316864392e51d42,1,0.32759264233140706,
1135,57,0x5274b3bebc974f3cf661efe149bf4c6f4cdc59d2,1,4773.3099999999995,
934,57,0x45041ce9f1f3a8a3c434bb0aed242064e6023424,1,0.5495891589942499,
1005,57,0x47c125dee6898b6cb2379bcbafc823ff3f614770,1,50004.08847703803,blockchainatucla.eth
1262,57,0x582cd2fb9b6f228acf4edf8f6c608ddace41d468,1,6563.589999999999,
97,57,0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,1,49999.99999999999,upennblockchain.eth
1305,57,0x5bc928bf0dab1e4a2ddd9e347b0f22e88026d76c,1,63306.3994620584,
2285,57,0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1,1,321051.81869630894,
1788,57,0x80855f07d264c5a4803ae33fde8c47a57f4c38bd,1,121.36196577609535,
916,57,0x44c69653fa05b0e7c12488a4441b9368da43aabd,1,0.25,jthrack.eth
266,57,0x13bdae8c5f0fc40231f0e6a4ad70196f59138548,1,49999.99999999999,
581,57,0x2b384212edc04ae8bb41738d05ba20e33277bf33,1,7690.059410116197,arr00.eth
372,58,0x19b570af5dddb8f0f5a15c83d07a1c5153865188,1,0.8058410532497946,
1006,58,0x47c125dee6898b6cb2379bcbafc823ff3f614770,1,50004.08847703803,blockchainatucla.eth
1574,58,0x71bfac72e92fe8fe8b443ba46bc405a18c9b8b53,1,0.0,
2286,58,0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1,1,321051.81869630894,
1947,58,0x88b3ba151576e108c05bf43c0316864392e51d42,1,0.32759264233140706,
969,58,0x458ceec48586a85fcfeb4a179706656ee321730e,1,50001.452265037355,calblockchain.eth
229,58,0x10f87409e405c5e44e581a4c3f2eecf36aaf1f92,1,42192.177185297194,
582,58,0x2b384212edc04ae8bb41738d05ba20e33277bf33,1,7690.059410116197,arr00.eth
2331,58,0x9b68c14e936104e9a7a24c712beecdc220002984,1,66050.52772898224,getty.gfxlabs.eth
2056,58,0x8d07d225a769b7af3a923481e1fdf49180e6a265,1,77514.38334879739,monetsupply.eth
40,58,0x03f061f6357195dbb545820a6cd9a2ed2b087618,1,25.082127997109353,
935,58,0x45041ce9f1f3a8a3c434bb0aed242064e6023424,1,0.5495891589942499,
1851,58,0x84e39a52d7f3f8fb63723782653d4cf71c465a95,1,151.5404959684908,
1789,58,0x80855f07d264c5a4803ae33fde8c47a57f4c38bd,1,121.36196577609535,
1203,58,0x54a37d93e57c5da659f508069cf65a381b61e189,1,100074.19851852715,
1428,58,0x6626593c237f530d15ae9980a95ef938ac15c35c,1,126089.2314001877,
41,59,0x03f061f6357195dbb545820a6cd9a2ed2b087618,1,25.082127997109353,
1971,59,0x88fb3d509fc49b515bfeb04e23f53ba339563981,1,105025.41379537,
1136,59,0x5274b3bebc974f3cf661efe149bf4c6f4cdc59d2,1,4773.3099999999995,
2287,59,0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1,1,321061.9635724275,
1429,59,0x6626593c237f530d15ae9980a95ef938ac15c35c,1,126089.04008989765,
1263,59,0x582cd2fb9b6f228acf4edf8f6c608ddace41d468,2,6563.589999999999,
1306,59,0x5bc928bf0dab1e4a2ddd9e347b0f22e88026d76c,1,63306.3994620584,
917,59,0x44c69653fa05b0e7c12488a4441b9368da43aabd,1,0.25,jthrack.eth
1007,59,0x47c125dee6898b6cb2379bcbafc823ff3f614770,1,50004.08847703803,blockchainatucla.eth
1366,59,0x61258f12c459984f32b83c86a6cc10aa339396de,1,256761.46071121522,
434,59,0x1d29756e8f7b091ce6c11a35980de79c7eda5d1f,1,50016.62671108766,
1436,59,0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9,1,13.4,allthecolors.eth
2057,59,0x8d07d225a769b7af3a923481e1fdf49180e6a265,1,77546.97765579738,monetsupply.eth
2332,59,0x9b68c14e936104e9a7a24c712beecdc220002984,1,66050.52772898224,getty.gfxlabs.eth
2164,59,0x91400be76b7171cf932ae252390d2b60e2c73013,0,30.0,pyggie.eth
1383,59,0x6216b9c052adf9e3e6f6192284467ee825698c4c,1,0.0,
98,59,0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,1,49999.99999999999,upennblockchain.eth
230,59,0x10f87409e405c5e44e581a4c3f2eecf36aaf1f92,1,48948.71424855755,
267,59,0x13bdae8c5f0fc40231f0e6a4ad70196f59138548,0,49999.99999999999,
1948,59,0x88b3ba151576e108c05bf43c0316864392e51d42,1,0.32759264233140706,
810,59,0x3e61c2bb09954fb21b366dd25685f0a2dd8d322b,1,0.1623960624558097,
970,59,0x458ceec48586a85fcfeb4a179706656ee321730e,0,50000.66055794723,calblockchain.eth
806,59,0x3e410f7167e7855b26d41de170c6d2457c35c049,1,66000.0,
1852,59,0x84e39a52d7f3f8fb63723782653d4cf71c465a95,1,151.5404959684908,
99,60,0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,1,49999.99999999999,upennblockchain.eth
1430,60,0x6626593c237f530d15ae9980a95ef938ac15c35c,1,126089.04008989765,
1307,60,0x5bc928bf0dab1e4a2ddd9e347b0f22e88026d76c,1,63306.3994620584,
2020,60,0x8abaf5733742b1506f6a1255de0e37aec76b7940,1,0.25,dumbfuck.eth
811,60,0x3e61c2bb09954fb21b366dd25685f0a2dd8d322b,1,0.1623960624558097,
971,60,0x458ceec48586a85fcfeb4a179706656ee321730e,1,50000.66055794723,calblockchain.eth
2058,60,0x8d07d225a769b7af3a923481e1fdf49180e6a265,1,77529.38813407272,monetsupply.eth
1799,60,0x8169522c2c57883e8ef80c498aab7820da539806,0,101000.02465446974,
2333,60,0x9b68c14e936104e9a7a24c712beecdc220002984,1,66050.52772898224,getty.gfxlabs.eth
1137,60,0x5274b3bebc974f3cf661efe149bf4c6f4cdc59d2,2,4773.3099999999995,
435,60,0x1d29756e8f7b091ce6c11a35980de79c7eda5d1f,1,50016.62671108766,
2165,60,0x91400be76b7171cf932ae252390d2b60e2c73013,1,30.0,pyggie.eth
268,60,0x13bdae8c5f0fc40231f0e6a4ad70196f59138548,0,49999.99999999999,
1853,60,0x84e39a52d7f3f8fb63723782653d4cf71c465a95,1,151.5404959684908,
1204,60,0x54a37d93e57c5da659f508069cf65a381b61e189,1,100074.19851852715,
1264,60,0x582cd2fb9b6f228acf4edf8f6c608ddace41d468,1,6563.589999999999,
231,60,0x10f87409e405c5e44e581a4c3f2eecf36aaf1f92,1,48948.71424855755,
212,60,0x0f8361ef329b43fa48ac66a7cd8f619c517274f1,1,0.0,zakk1115.eth
1949,60,0x88b3ba151576e108c05bf43c0316864392e51d42,1,0.32759264233140706,
772,60,0x3be394bf4a6320a049354ad55b889d815bc3e156,1,90.12211679006441,
583,60,0x2b384212edc04ae8bb41738d05ba20e33277bf33,1,7715.059410116197,arr00.eth
2025,60,0x8aef943d5a12e77443c14c65412fbf7024274bf8,1,0.04016737,
1384,60,0x6216b9c052adf9e3e6f6192284467ee825698c4c,1,0.0,
1172,60,0x53810a4746d24b5248bfae36114e500ded914149,1,0.0,
1972,60,0x88fb3d509fc49b515bfeb04e23f53ba339563981,1,105025.41379537,
1522,60,0x6c51a5ef1b6736b63c965b3057ae5c5b50de76d3,1,0.0,idoraemon.eth
160,60,0x0a09cd09b0107bb98a83f211704f036eca94b92e,1,15000.0,
42,60,0x03f061f6357195dbb545820a6cd9a2ed2b087618,1,25.082127997109353,
972,61,0x458ceec48586a85fcfeb4a179706656ee321730e,1,50000.66055794723,calblockchain.eth
43,61,0x03f061f6357195dbb545820a6cd9a2ed2b087618,1,25.082127997109353,
936,61,0x45041ce9f1f3a8a3c434bb0aed242064e6023424,0,0.5495891589942499,
1950,61,0x88b3ba151576e108c05bf43c0316864392e51d42,1,0.32759264233140706,
232,61,0x10f87409e405c5e44e581a4c3f2eecf36aaf1f92,1,52635.58602077995,
2372,61,0x9deffa38204c07456bfe84c9ba5682b707bfd7e4,1,0.001113015511272875,
2166,61,0x91400be76b7171cf932ae252390d2b60e2c73013,1,30.0,pyggie.eth
1308,61,0x5bc928bf0dab1e4a2ddd9e347b0f22e88026d76c,1,63306.3994620584,
2059,61,0x8d07d225a769b7af3a923481e1fdf49180e6a265,1,77514.38334879739,monetsupply.eth
1265,61,0x582cd2fb9b6f228acf4edf8f6c608ddace41d468,0,6563.589999999999,
918,61,0x44c69653fa05b0e7c12488a4441b9368da43aabd,1,0.25,jthrack.eth
807,61,0x3e410f7167e7855b26d41de170c6d2457c35c049,1,66000.0,
1367,61,0x61258f12c459984f32b83c86a6cc10aa339396de,1,256761.46071121522,
1138,61,0x5274b3bebc974f3cf661efe149bf4c6f4cdc59d2,1,4773.3099999999995,
269,61,0x13bdae8c5f0fc40231f0e6a4ad70196f59138548,1,49999.99999999999,
100,61,0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,1,49999.99999999999,upennblockchain.eth
2288,61,0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1,1,321061.9282224926,
373,61,0x19b570af5dddb8f0f5a15c83d07a1c5153865188,1,0.8058410532497946,
1973,61,0x88fb3d509fc49b515bfeb04e23f53ba339563981,1,105025.41379537,
1854,61,0x84e39a52d7f3f8fb63723782653d4cf71c465a95,1,151.5404959684908,
721,61,0x34c1c3405cd216c10da49308fbacdb230cb2a824,1,0.14082788333825705,
584,61,0x2b384212edc04ae8bb41738d05ba20e33277bf33,1,7740.059410116197,arr00.eth
2334,61,0x9b68c14e936104e9a7a24c712beecdc220002984,1,66052.34072898224,getty.gfxlabs.eth
1309,62,0x5bc928bf0dab1e4a2ddd9e347b0f22e88026d76c,1,63306.3994620584,
374,62,0x19b570af5dddb8f0f5a15c83d07a1c5153865188,1,0.8058410532497946,
233,62,0x10f87409e405c5e44e581a4c3f2eecf36aaf1f92,1,52157.008058565894,
2021,62,0x8abaf5733742b1506f6a1255de0e37aec76b7940,1,0.25,dumbfuck.eth
937,62,0x45041ce9f1f3a8a3c434bb0aed242064e6023424,1,0.5495891589942499,
2335,62,0x9b68c14e936104e9a7a24c712beecdc220002984,1,66052.34072898224,getty.gfxlabs.eth
1951,62,0x88b3ba151576e108c05bf43c0316864392e51d42,1,0.32759264233140706,
44,62,0x03f061f6357195dbb545820a6cd9a2ed2b087618,1,25.082127997109353,
1575,62,0x71bfac72e92fe8fe8b443ba46bc405a18c9b8b53,1,0.0,
973,62,0x458ceec48586a85fcfeb4a179706656ee321730e,1,50000.66055794723,calblockchain.eth
585,62,0x2b384212edc04ae8bb41738d05ba20e33277bf33,1,7740.059410116197,arr00.eth
1139,62,0x5274b3bebc974f3cf661efe149bf4c6f4cdc59d2,1,4773.3099999999995,
2167,62,0x91400be76b7171cf932ae252390d2b60e2c73013,1,30.0,pyggie.eth
1655,62,0x7905c68385b6919d8ae2ffb90fbf2c3c5c218de4,1,9.690759666936023,
1431,62,0x6626593c237f530d15ae9980a95ef938ac15c35c,1,126082.50393414714,
1855,62,0x84e39a52d7f3f8fb63723782653d4cf71c465a95,1,151.5404959684908,
722,62,0x34c1c3405cd216c10da49308fbacdb230cb2a824,1,0.14082788333825705,
919,62,0x44c69653fa05b0e7c12488a4441b9368da43aabd,1,0.25,jthrack.eth
270,62,0x13bdae8c5f0fc40231f0e6a4ad70196f59138548,1,49999.99999999999,
1437,62,0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9,1,13.4,allthecolors.eth
2168,63,0x91400be76b7171cf932ae252390d2b60e2c73013,0,30.0,pyggie.eth
1438,63,0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9,0,13.4,allthecolors.eth
1752,63,0x7e194a04f08537b41b0324233425211546400549,0,0.11572445048679275,rashley.eth
1952,63,0x88b3ba151576e108c05bf43c0316864392e51d42,0,0.32759264233140706,
2336,63,0x9b68c14e936104e9a7a24c712beecdc220002984,1,66052.34072898224,getty.gfxlabs.eth
1856,63,0x84e39a52d7f3f8fb63723782653d4cf71c465a95,0,151.5404959684908,
234,63,0x10f87409e405c5e44e581a4c3f2eecf36aaf1f92,0,51799.177830514214,
1523,63,0x6c51a5ef1b6736b63c965b3057ae5c5b50de76d3,1,0.0,idoraemon.eth
1140,63,0x5274b3bebc974f3cf661efe149bf4c6f4cdc59d2,1,4773.3099999999995,
1800,63,0x8169522c2c57883e8ef80c498aab7820da539806,1,101000.02465446974,
974,63,0x458ceec48586a85fcfeb4a179706656ee321730e,0,50000.66055794723,calblockchain.eth
1974,63,0x88fb3d509fc49b515bfeb04e23f53ba339563981,1,105025.41379537,
2289,63,0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1,1,321017.7490964935,
920,63,0x44c69653fa05b0e7c12488a4441b9368da43aabd,1,0.25,jthrack.eth
1432,63,0x6626593c237f530d15ae9980a95ef938ac15c35c,1,126082.50393414714,
161,63,0x0a09cd09b0107bb98a83f211704f036eca94b92e,1,15000.0,
101,63,0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,0,49999.99999999999,upennblockchain.eth
2060,64,0x8d07d225a769b7af3a923481e1fdf49180e6a265,1,77532.81934879738,monetsupply.eth
1857,64,0x84e39a52d7f3f8fb63723782653d4cf71c465a95,1,151.5404959684908,
271,64,0x13bdae8c5f0fc40231f0e6a4ad70196f59138548,1,49999.99999999999,
938,64,0x45041ce9f1f3a8a3c434bb0aed242064e6023424,1,0.5495891589942499,
2169,64,0x91400be76b7171cf932ae252390d2b60e2c73013,1,30.0,pyggie.eth
1205,64,0x54a37d93e57c5da659f508069cf65a381b61e189,1,100216.30363096696,
1310,64,0x5bc928bf0dab1e4a2ddd9e347b0f22e88026d76c,1,63306.3994620584,
1141,64,0x5274b3bebc974f3cf661efe149bf4c6f4cdc59d2,1,4773.3099999999995,
921,64,0x44c69653fa05b0e7c12488a4441b9368da43aabd,1,0.25,jthrack.eth
213,64,0x0f8361ef329b43fa48ac66a7cd8f619c517274f1,1,0.0,zakk1115.eth
242,64,0x116c39d55877f5f6cc657e245bb22597f57f4800,1,0.0,
2337,64,0x9b68c14e936104e9a7a24c712beecdc220002984,1,66052.34072898224,getty.gfxlabs.eth
1953,64,0x88b3ba151576e108c05bf43c0316864392e51d42,1,0.32759264233140706,
235,64,0x10f87409e405c5e44e581a4c3f2eecf36aaf1f92,1,51781.49389481605,
1975,64,0x88fb3d509fc49b515bfeb04e23f53ba339563981,1,105025.41379537,
162,64,0x0a09cd09b0107bb98a83f211704f036eca94b92e,1,15000.0,
975,64,0x458ceec48586a85fcfeb4a179706656ee321730e,1,50000.66055794723,calblockchain.eth
1439,64,0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9,1,13.4,allthecolors.eth
2290,64,0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1,1,321017.74969166284,
1433,64,0x6626593c237f530d15ae9980a95ef938ac15c35c,1,126081.46147536243,
922,65,0x44c69653fa05b0e7c12488a4441b9368da43aabd,1,0.25,jthrack.eth
2291,65,0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1,1,321017.7412969008,
1858,65,0x84e39a52d7f3f8fb63723782653d4cf71c465a95,1,165.2001238530426,
45,65,0x03f061f6357195dbb545820a6cd9a2ed2b087618,1,25.753177807138588,
1142,65,0x5274b3bebc974f3cf661efe149bf4c6f4cdc59d2,1,4773.3099999999995,
2338,65,0x9b68c14e936104e9a7a24c712beecdc220002984,1,66052.34072898224,getty.gfxlabs.eth
586,65,0x2b384212edc04ae8bb41738d05ba20e33277bf33,1,7740.979857489819,arr00.eth
1434,65,0x6626593c237f530d15ae9980a95ef938ac15c35c,2,126082.4296251246,
1954,65,0x88b3ba151576e108c05bf43c0316864392e51d42,2,0.32759264233140706,
939,65,0x45041ce9f1f3a8a3c434bb0aed242064e6023424,1,0.5495891589942499,
2061,65,0x8d07d225a769b7af3a923481e1fdf49180e6a265,1,77532.81934879738,monetsupply.eth
923,66,0x44c69653fa05b0e7c12488a4441b9368da43aabd,1,0.25,jthrack.eth
976,66,0x458ceec48586a85fcfeb4a179706656ee321730e,1,50000.66055794723,calblockchain.eth
1976,66,0x88fb3d509fc49b515bfeb04e23f53ba339563981,1,105029.55379537,
1955,66,0x88b3ba151576e108c05bf43c0316864392e51d42,1,0.32759264233140706,
2339,66,0x9b68c14e936104e9a7a24c712beecdc220002984,1,66052.34072898224,getty.gfxlabs.eth
2292,66,0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1,1,321024.12591555325,
1008,66,0x47c125dee6898b6cb2379bcbafc823ff3f614770,1,50004.08847703803,blockchainatucla.eth
940,66,0x45041ce9f1f3a8a3c434bb0aed242064e6023424,1,0.5495891589942499,
1206,66,0x54a37d93e57c5da659f508069cf65a381b61e189,1,100064.77468198177,
102,66,0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,1,49999.99999999999,upennblockchain.eth
2062,66,0x8d07d225a769b7af3a923481e1fdf49180e6a265,1,77532.81934879738,monetsupply.eth
2170,66,0x91400be76b7171cf932ae252390d2b60e2c73013,1,30.0,pyggie.eth
1472,66,0x683a4f9915d6216f73d6df50151725036bd26c02,1,99999.99999999999,
78,66,0x0666f0efbde4d5043b00ff62a77308af5c6d3f38,1,11.050898,
2063,67,0x8d07d225a769b7af3a923481e1fdf49180e6a265,2,77532.81934879738,monetsupply.eth
1956,67,0x88b3ba151576e108c05bf43c0316864392e51d42,2,0.32759264233140706,
272,67,0x13bdae8c5f0fc40231f0e6a4ad70196f59138548,0,49999.99999999999,
587,67,0x2b384212edc04ae8bb41738d05ba20e33277bf33,0,7740.979857489819,arr00.eth
2340,67,0x9b68c14e936104e9a7a24c712beecdc220002984,0,66052.34072898224,getty.gfxlabs.eth
1859,67,0x84e39a52d7f3f8fb63723782653d4cf71c465a95,1,165.2001238530426,
1207,67,0x54a37d93e57c5da659f508069cf65a381b61e189,1,100064.77468198177,
1977,67,0x88fb3d509fc49b515bfeb04e23f53ba339563981,2,105029.55379537,
46,67,0x03f061f6357195dbb545820a6cd9a2ed2b087618,1,26.013690080089173,
1440,67,0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9,1,13.4,allthecolors.eth
2145,67,0x905341c6dc571b616ec79e1f7f5dfb0069b93126,1,4.682871502754479,
671,67,0x30c80c56f439760d4d0fa33ed19822a27e7461bb,1,0.39918243950966953,
163,67,0x0a09cd09b0107bb98a83f211704f036eca94b92e,1,15000.0,
941,67,0x45041ce9f1f3a8a3c434bb0aed242064e6023424,0,0.5495891589942499,
977,67,0x458ceec48586a85fcfeb4a179706656ee321730e,0,50000.66055794723,calblockchain.eth
2171,67,0x91400be76b7171cf932ae252390d2b60e2c73013,1,30.0,pyggie.eth
924,67,0x44c69653fa05b0e7c12488a4441b9368da43aabd,1,0.25,jthrack.eth
720,67,0x34bbc9a46b09283698ba7aa1c273e8b4e9f7bcc3,1,500.03110916115213,ddoom.eth
1860,68,0x84e39a52d7f3f8fb63723782653d4cf71c465a95,1,165.2001238530426,
942,68,0x45041ce9f1f3a8a3c434bb0aed242064e6023424,1,0.5495891589942499,
2293,68,0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1,1,321176.21145372913,
978,68,0x458ceec48586a85fcfeb4a179706656ee321730e,1,50000.66055794723,calblockchain.eth
588,68,0x2b384212edc04ae8bb41738d05ba20e33277bf33,1,7740.979857489819,arr00.eth
103,68,0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,1,49999.99999999999,upennblockchain.eth
1473,68,0x683a4f9915d6216f73d6df50151725036bd26c02,1,100003.4188,
1957,68,0x88b3ba151576e108c05bf43c0316864392e51d42,1,0.32759264233140706,
273,68,0x13bdae8c5f0fc40231f0e6a4ad70196f59138548,1,49999.99999999999,
2341,68,0x9b68c14e936104e9a7a24c712beecdc220002984,1,66052.34072898224,getty.gfxlabs.eth
1978,68,0x88fb3d509fc49b515bfeb04e23f53ba339563981,2,105029.55379537,
1441,68,0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9,1,13.4,allthecolors.eth
925,68,0x44c69653fa05b0e7c12488a4441b9368da43aabd,1,0.25,jthrack.eth
2172,69,0x91400be76b7171cf932ae252390d2b60e2c73013,1,30.0,pyggie.eth
2342,69,0x9b68c14e936104e9a7a24c712beecdc220002984,1,66052.34072898224,getty.gfxlabs.eth
1979,69,0x88fb3d509fc49b515bfeb04e23f53ba339563981,1,105029.55379537,
943,69,0x45041ce9f1f3a8a3c434bb0aed242064e6023424,1,0.5495891589942499,
979,69,0x458ceec48586a85fcfeb4a179706656ee321730e,1,50000.66055794723,calblockchain.eth
47,69,0x03f061f6357195dbb545820a6cd9a2ed2b087618,1,26.013690080089173,
1861,69,0x84e39a52d7f3f8fb63723782653d4cf71c465a95,1,165.2001238530426,
2064,69,0x8d07d225a769b7af3a923481e1fdf49180e6a265,1,77532.81934879738,monetsupply.eth
1958,69,0x88b3ba151576e108c05bf43c0316864392e51d42,2,0.32759264233140706,
773,69,0x3be394bf4a6320a049354ad55b889d815bc3e156,2,0.00211679006441402,
1474,69,0x683a4f9915d6216f73d6df50151725036bd26c02,1,100003.4188,
926,69,0x44c69653fa05b0e7c12488a4441b9368da43aabd,1,0.25,jthrack.eth
1208,69,0x54a37d93e57c5da659f508069cf65a381b61e189,1,100065.30254336784,
1442,69,0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9,1,13.4,allthecolors.eth
164,70,0x0a09cd09b0107bb98a83f211704f036eca94b92e,1,15000.0,
980,70,0x458ceec48586a85fcfeb4a179706656ee321730e,0,50002.63755794723,calblockchain.eth
2343,70,0x9b68c14e936104e9a7a24c712beecdc220002984,0,66052.34072898224,getty.gfxlabs.eth
104,70,0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,0,49999.99999999999,upennblockchain.eth
1475,70,0x683a4f9915d6216f73d6df50151725036bd26c02,2,100003.4188,
589,70,0x2b384212edc04ae8bb41738d05ba20e33277bf33,0,7740.979857489819,arr00.eth
944,70,0x45041ce9f1f3a8a3c434bb0aed242064e6023424,0,0.5495891589942499,
1959,70,0x88b3ba151576e108c05bf43c0316864392e51d42,0,0.32759264233140706,
1443,70,0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9,0,13.4,allthecolors.eth
1980,70,0x88fb3d509fc49b515bfeb04e23f53ba339563981,1,105029.55379537,
1862,70,0x84e39a52d7f3f8fb63723782653d4cf71c465a95,1,165.2001238530426,
981,71,0x458ceec48586a85fcfeb4a179706656ee321730e,1,50002.63755794723,calblockchain.eth
2294,71,0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1,1,256024.262089029,
945,71,0x45041ce9f1f3a8a3c434bb0aed242064e6023424,1,0.5495891589942499,
2065,71,0x8d07d225a769b7af3a923481e1fdf49180e6a265,1,77532.81934879738,monetsupply.eth
2344,71,0x9b68c14e936104e9a7a24c712beecdc220002984,1,66052.34072898224,getty.gfxlabs.eth
1863,71,0x84e39a52d7f3f8fb63723782653d4cf71c465a95,1,165.2001238530426,
105,71,0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,1,49999.99999999999,upennblockchain.eth
1960,71,0x88b3ba151576e108c05bf43c0316864392e51d42,2,0.32759264233140706,
2153,71,0x90eb355a85ea5324529224945bb55f1960da1b47,1,0.30318708840739284,
1444,71,0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9,1,13.4,allthecolors.eth
1476,71,0x683a4f9915d6216f73d6df50151725036bd26c02,1,100003.4188,
1311,72,0x5bc928bf0dab1e4a2ddd9e347b0f22e88026d76c,1,63306.3994620584,
1209,72,0x54a37d93e57c5da659f508069cf65a381b61e189,1,100064.81728153411,
1477,72,0x683a4f9915d6216f73d6df50151725036bd26c02,1,100003.4188,
2295,72,0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1,1,321024.26208902895,
1981,72,0x88fb3d509fc49b515bfeb04e23f53ba339563981,1,105029.55379537,
1864,72,0x84e39a52d7f3f8fb63723782653d4cf71c465a95,1,165.2001238530426,
1801,73,0x8169522c2c57883e8ef80c498aab7820da539806,0,101000.02465446974,
2173,73,0x91400be76b7171cf932ae252390d2b60e2c73013,1,30.0,pyggie.eth
1865,73,0x84e39a52d7f3f8fb63723782653d4cf71c465a95,1,165.2001238530426,
106,73,0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,1,49999.99999999999,upennblockchain.eth
1577,73,0x71e2fb38c2b9040d0014a629662b3c2b35f10d9a,1,4.62673878224242,eth10w.eth
2345,73,0x9b68c14e936104e9a7a24c712beecdc220002984,1,66052.34072898224,getty.gfxlabs.eth
