,id_proposal,support_votes
1096,"('0x529408a6962bae6ca5328874d633738116b89b05', '109')","(0, '124636777729844936')"
696,"('0x36bf12154a40b151e9a87a5ca11cb4934dd3eded', '109')","(0, '0')"
1729,"('0x818891fddb39a669686420e53a35a539a5f9c82d', '109')","(0, '0')"
339,"('0x196a37946c3d93e9a5309f539ae28b774a32411f', '109')","(1, '926499493587503828')"
703,"('0x37ea22d0f551aa66d54605592b672f385b713dc4', '109')","(1, '0')"
1352,"('0x6588847fb80c60b45b3b1b0413cc4e30d1517fcd', '109')","(1, '200000000000000000')"
1731,"('0x81dd777413157d8d1dc92b3479704e07c339b9ad', '109')","(0, '1000000000000000000')"
2046,"('0x8fbb54606676ba5f8edc6c4c88ef29b86d58774c', '109')","(0, '700000000000000000')"
711,"('0x397eb57696b2ee00b667d9acdac8b7e85c568533', '109')","(1, '200000000000000000')"
713,"('0x3988dff5d29499038c5d5124a770c6557c2c146a', '109')","(1, '0')"
716,"('0x3aa6605d87f611e43ad0a64740d6bef9b80fcd2c', '109')","(1, '31000000000000000')"
1347,"('0x65324ee648f1641dfac22eb0994f0dd1ea12a7ef', '109')","(0, '0')"
1346,"('0x64c2a74adecc01560592530c120560de74b9567a', '109')","(2, '0')"
1102,"('0x5317c99b30bea75222a64340ab119d9ee2840a1e', '109')","(1, '200000000000000000')"
2271,"('0x9e490445a8323d04641e5a8dfc8f23560f86c797', '109')","(0, '0')"
686,"('0x3533b0b2f5e079cae7669ea25eaf30457e2ed0b3', '109')","(1, '1000000000000000000')"
2068,"('0x910c60c049d833a7fd2f5bda310bbea1c5fa3598', '109')","(0, '1021142877042742392')"
720,"('0x3ad338da72d5cfaea19396394062665ae792ad04', '109')","(1, '0')"
1105,"('0x534e91118bfafd141848cb971f80b7e7a3320799', '109')","(0, '200011000000000000')"
1408,"('0x670d4460c70415438ef1868b896b86a5b6228192', '109')","(1, '0')"
1429,"('0x683a4f9915d6216f73d6df50151725036bd26c02', '109')","(1, '112151682149687956257860')"
2260,"('0x9d36ef2efc940c1fdd02a3df21e838eae229375f', '109')","(1, '200000000000000000')"
318,"('0x17fb2283a010c1c9e5fd435435277d7aeddc507b', '109')","(0, '37832730000000000')"
316,"('0x17ebee050c312567ad0038c0a703779401cb0fe0', '109')","(2, '0')"
2042,"('0x8fa3232ff0a45de66f1810096189a0f6f4ea8724', '109')","(0, '504992632140463401')"
738,"('0x3c3000c507d84ffe9212e21d75b609425dc3040f', '109')","(0, '0')"
680,"('0x34a10fce0293276a43c127ac457ad3e65732c888', '109')","(0, '275000000000000000')"
1694,"('0x7f7bac92aa3e28351f9e89535ca334e8a44542d0', '109')","(1, '0')"
778,"('0x3f20845969abf0c043911d54e2798a5b2eabaf8b', '109')","(1, '0')"
476,"('0x24157f65d8f9a045ed6c2ef21745788525f5a7a0', '109')","(0, '0')"
1046,"('0x506ade0a94949db63047346d3796a01c09384198', '109')","(0, '75000000000000000')"
1472,"('0x6d4b2a8a7b3e1b3ba27193e5b9142cef39c4e47f', '109')","(1, '0')"
1569,"('0x774984c93c9207b23479fa2dccccfb1d1a38efe2', '109')","(0, '0')"
1573,"('0x77c9e49073d9830723195f3788570c2c36c97688', '109')","(1, '10000000000000000')"
1575,"('0x77d25848b2396250df5860ae566f7c341d81efac', '109')","(1, '0')"
1580,"('0x78a60dbdbb8f80837fc910fc8f0bb2235ec2b6aa', '109')","(0, '0')"
987,"('0x4b881b87ee88754e0023957aad7bf9e4d2fe0d96', '109')","(0, '0')"
988,"('0x4b886d3eea50f46624953935adc0414008888888', '109')","(1, '0')"
2129,"('0x94d75e3e95b4d43be6ea0cb98663e90a13dbcd9d', '109')","(1, '0')"
1588,"('0x79748bfc42a567c58682add44a072f8900a84998', '109')","(0, '11000000000000000')"
159,"('0x0a256324b1d9fb59d4c490d93c8d5555f2fe4c7a', '109')","(0, '0')"
1591,"('0x7977b909d55a53f9c73140f7f611eaf0638238ed', '109')","(1, '10000000000000000')"
992,"('0x4bd77e5637212bc070b6c1382b3bf40bc1a7de18', '109')","(0, '100000000000000000')"
1468,"('0x6d25a1e9e176ab058e0f19e67bcbcaac2be96fa9', '109')","(0, '200000000000000000')"
1599,"('0x79fcf63bc28b68c8dc768d254d40ee19749900c3', '109')","(0, '399800000000000000')"
996,"('0x4c078cb14b2d321231a90089195317968957896d', '109')","(0, '75000000000000000')"
977,"('0x49d43f74988c31e2df1e751e5f0ee160ecdbc5cf', '109')","(1, '0')"
1557,"('0x7643a2f9c5244337b5d7c43b65c89afd15f59271', '109')","(0, '271736966087555254')"
972,"('0x48c767aadf1c5f6abf59053aa7c463ba8d921de3', '109')","(0, '0')"
1548,"('0x760101382e09c357794d90482ee5c4429fc54641', '109')","(0, '75000000000000000')"
945,"('0x45fd323b35e250c73f23179843bae92b89b91059', '109')","(1, '0')"
946,"('0x478c9bef4702ca6758f3ed760a51677f74813df5', '109')","(1, '0')"
2161,"('0x9887b8a790cbd8789ff21b58ad73abce06e675f1', '109')","(0, '0')"
948,"('0x479dfdcd59e226692176384ec7583dc38ff3f605', '109')","(0, '187041678669523651')"
1516,"('0x7238a30afe2860855126345009468d6801ae817d', '109')","(0, '0')"
198,"('0x0f831a90fd7cd559404b77d4b42aa3ef4cc28a63', '109')","(0, '95635205992460926')"
1522,"('0x72ddc7cf64f8b5c899262674f565e5a4d759d886', '109')","(1, '0')"
230,"('0x11573bc2152e215ed3071d7668084518cbbed215', '109')","(1, '300000000000000000')"
2162,"('0x9896780e3525b68fac631eb840ef1114ed146835', '109')","(0, '100000000000000000')"
1535,"('0x7391743e15afae6f25dd1d464efebbff9da80f53', '109')","(0, '0')"
1545,"('0x757fc674be75d0fc0c34e9d4e67492d32380673d', '109')","(1, '200000000000000018')"
1481,"('0x6ed7e999c79263cbe017bd5edbe55cf50db43029', '109')","(0, '115025548159207986')"
2139,"('0x96409069b740744a084f3d7cd95ec36c72b6e6fc', '109')","(0, '225000000000000000')"
174,"('0x0d6a42558f44279dcfa8f81d22f28794ee423244', '109')","(1, '0')"
212,"('0x10865b0acb89cce3850d217f22cd98946cf3605c', '109')","(0, '150000000000000000')"
2166,"('0x992fb4f41663388cc611e8ef25e714a1541e456f', '109')","(1, '0')"
1534,"('0x738c5dbca9f2d022174c7abf99da5bec001fc54d', '109')","(1, '0')"
857,"('0x449833c57904f9d88cd3c26932060a329b93fe94', '109')","(1, '0')"
1003,"('0x4ce92f2d5ad64a030afafa454fe650929a2e8d78', '109')","(1, '0')"
849,"('0x43deb3b8960b1760f81070a989fdaf1a575e552a', '109')","(0, '1000000000000000000')"
2113,"('0x939bac3bad78752763be4dd1da19e8e70995a408', '109')","(1, '475000000000000000')"
1448,"('0x6a4f28cd5a34f4ef8edc3fa3ba9604afe19dae25', '109')","(1, '0')"
811,"('0x4109bab36a86b64e9ee5d126ef3545a2c68af684', '109')","(1, '0')"
2104,"('0x924307c62bc76344f6ee4f49e4a7a49953af7cea', '109')","(0, '0')"
1031,"('0x4e70bd663b20bb64db6172f5c871bd41c1cc7298', '109')","(0, '0')"
801,"('0x40cb0b19d71eda986c275c85a6e5b26b6ac7e2e4', '109')","(0, '149562024383775718')"
2101,"('0x9218f7bb316ba22572779cd0a47fe02d380ac721', '109')","(0, '178933951870503854')"
816,"('0x4135a11e63897f20483040b897dc99555d418f3a', '109')","(1, '0')"
2097,"('0x91f7c7dc5a44276482c102178fe1d620b397c276', '109')","(0, '200000000000000000')"
1332,"('0x63433dc48c9639c61561870f145f2fc7a56cfb1a', '109')","(1, '0')"
1036,"('0x4f3993a7e76e899bbdd3725965c4cfec2ef25973', '109')","(0, '0')"
1442,"('0x696d181a7961ee66c42f1ebeddc0b48b106c45ad', '109')","(0, '500000000000000000')"
792,"('0x4033a71ddcf6ff54b7d0f81270f04dc1be8abc6f', '109')","(1, '0')"
1659,"('0x7d1f72d49397b0506152ad90a8f23f1c641a5c40', '109')","(1, '0')"
126,"('0x07450986773f22507c919483dccfb9d348ef042e', '109')","(0, '300000000000000000')"
2250,"('0x9be6523baf9527ebd3e16b75906698bb1bde2b5f', '109')","(0, '200000000523239601')"
1648,"('0x7bfeef335b5f0bfa62fdcd9ce718b469eb7c310f', '109')","(0, '0')"
1671,"('0x7da0e97cb78832463914392b5d414c1befa1fb01', '109')","(0, '100000000000000000')"
2247,"('0x9b818ad72e4b3cd03bcbe4848a44b274618c4cbe', '109')","(0, '293294462415667212')"
1450,"('0x6ada6454cd458e230c26e8cba2ba18b0b41f041f', '109')","(1, '0')"
235,"('0x11a6797a5274344568cfc7a425c4d91079813e90', '109')","(0, '200000000000000000')"
847,"('0x43dd14091d6769db1a14873506132bbd7f04d384', '109')","(1, '0')"
146,"('0x09fa8fd60403a6d5d7fcac30bfc5c63f2811ace7', '109')","(1, '186984255696435001')"
237,"('0x12a282d228b306e08aff9a9a98ad45df1822062a', '109')","(1, '200000000000000000')"
840,"('0x434a88af3a9c42a5bccea731b324c5cb591c2d17', '109')","(1, '0')"
838,"('0x4304ecb5504e1790c8f4d5ab2a03b85c466824b5', '109')","(1, '0')"
240,"('0x12cd3dca194161fe3535755075499f115982ee63', '109')","(1, '500000000000000000')"
1636,"('0x7b8d1133d3dbfbfb90ab32071f46106a88cf25a5', '109')","(1, '0')"
243,"('0x139996f03378e1a6b5decf2c58b20926e75b7ac4', '109')","(0, '0')"
829,"('0x4254c53fc3b3b38df025ea30bcae410e11bb95b6', '109')","(0, '275000000000000000')"
139,"('0x085ed975a8b6b860de3c2b871da60a3f9f48a5b8', '109')","(1, '0')"
2119,"('0x9436dbf17ec89b0fe30f1030c6f4c55cf49cb536', '109')","(0, '0')"
824,"('0x422875df5170a421897e6af87d77fc1a78ba2d1c', '109')","(1, '10000000000000000')"
2117,"('0x94117b3b675024aae07f0ef864cbadf044ff3bfc', '109')","(0, '0')"
1635,"('0x7b0b35b416631f05f321fe74990817dca81cabde', '109')","(1, '0')"
135,"('0x080a75c96bf646cd9f78aaf8c9869a510e9c68bb', '109')","(0, '200000000000000000')"
2216,"('0x9b194296ccbd0fd4d4ab3f37df2ea102ee6218ee', '109')","(0, '0')"
1124,"('0x53f13f748bdf5ca196cbf91349ed215864c9e411', '109')","(0, '0')"
708,"('0x3948422f8998189c64928d5468a49ae63ce7e3d6', '109')","(1, '100000000000000000')"
940,"('0x45bee058f59c3fc2311bff15c854f37170780ff5', '109')","(0, '100000000000000000')"
577,"('0x2ba3f0981dda6feb724e23b1a2ae349bdaa24a2d', '109')","(1, '1000000000000000000')"
1824,"('0x85c952ec161e34a6ee773211e3a617ab8b4d2a95', '109')","(1, '0')"
2325,"('0xa20f1cc92103f348f2699a71b62c9586c9f9bbaf', '109')","(1, '0')"
1218,"('0x59e99351467c4a654a5ac8e649f07b213708b597', '109')","(1, '0')"
2324,"('0xa1ebc0aa38091c132044b876b8c1fde8394e955a', '109')","(0, '0')"
586,"('0x2c0badc1679fb7666e4705ef3c0084654bc81673', '109')","(1, '187727560000000000')"
588,"('0x2c17c733cefc0e618850b546d9df53cdbfa29725', '109')","(0, '0')"
506,"('0x2805ddf1dfedeca06752907f493f5a5c9bb2c902', '109')","(1, '10000000000000000')"
1173,"('0x54a37d93e57c5da659f508069cf65a381b61e189', '109')","(0, '87598320430460267686998')"
2320,"('0xa1cad48e9844d850f066376e1f1e04147b16619e', '109')","(0, '200000000000000000')"
2312,"('0xa1a1a562f7e4869adebe4fff5348d8b489de8a11', '109')","(1, '10000000000000000')"
464,"('0x225ab3195ad565aafd1b62b3641ae1ac1741ea33', '109')","(0, '0')"
2019,"('0x8dbbfdce816e079c9ff0ef901cc77050c17dd281', '109')","(1, '10000000000000000')"
2010,"('0x8d470921050899284b451d6a65f4204eee4aaf8f', '109')","(1, '0')"
1919,"('0x892106dd258540d7eb82d0b634e421e4d0ea1e19', '109')","(0, '200000000000000000')"
1221,"('0x5a756d9c7caa740e0342f755fa8ad32e6f83726b', '109')","(1, '122834161751873177')"
1286,"('0x5eaffaebe98938af6e9175cdd53f6bd7d21b18f7', '109')","(0, '0')"
1288,"('0x5ee7e80e0c2ceb690c567aca7761c7118101c8af', '109')","(1, '0')"
499,"('0x27b0fc6c4a5a0cf213a570097279a5bde61214d2', '109')","(0, '95000000000000000')"
390,"('0x1c5175d045cdf6b443cce74cfa5e0622c710dc51', '109')","(1, '315115935300784324')"
1292,"('0x5fc88001979092ba0646afb846557bccffe16bbf', '109')","(1, '200000000000000000')"
466,"('0x2337d8379434ee8b488175061ee864e92fcd67d2', '109')","(1, '0')"
608,"('0x2d5a2b0b65ca2e90306d23175045b6bd9dac98b6', '109')","(0, '0')"
1294,"('0x5fd23f02b96747b737c62658ca9a9b9685909b84', '109')","(2, '0')"
496,"('0x27695076ef87e7749ee7ca387f47549ee55dade3', '109')","(1, '475000000000000000')"
2296,"('0xa0d3033e67430d5f707144e5b3c9afeab0fcd1fc', '109')","(0, '210000000000000000')"
494,"('0x2744a205b3a599508295e53d0290b949104d57f4', '109')","(1, '0')"
52,"('0x04e4f47e79b9b1a66f736b6797fe13f25e581c11', '109')","(0, '0')"
597,"('0x2cced186c0b172443884b0dae52695e847ee010d', '109')","(0, '0')"
2008,"('0x8d145fc31268ab542ae18f5e517ab71a70b706a5', '109')","(1, '0')"
1181,"('0x5574d6f75a59945a3d2e056d048816e11ce12bf8', '109')","(0, '0')"
2328,"('0xa2deb339bcc07a2f7c7bf5466eac087773a67864', '109')","(1, '0')"
1269,"('0x5cfc2c648ba36144644758f8d39553c0ce355fc6', '109')","(1, '475000000000000000')"
437,"('0x1fb562c8199e631116c36e6bfdf85cbe4163053e', '109')","(1, '0')"
1276,"('0x5d9a5ebae5828cd8d15166666d45d53f0b871bb4', '109')","(1, '15000000000000000')"
1947,"('0x8bb53244772ccb7050e022fe285410cf85e96c6f', '109')","(1, '200000000000000000')"
528,"('0x2943ea8b50ba884a253286870b34279450bba4e1', '109')","(1, '1000000000000000000')"
539,"('0x2a2f774126d2cc611c7cd77173fcb107cde0c3e6', '109')","(1, '1701060340955386725')"
1859,"('0x8864486c1be43143b2fb2992777ba0b85129f3e4', '109')","(0, '76275682863932100')"
429,"('0x1eeca807877d4682ad02930960c297d7456fb155', '109')","(1, '0')"
1949,"('0x8c18f2728c5731b4757448c9c59117a22c19d325', '109')","(1, '10000000000000000')"
1852,"('0x87ab51bc3616ada5d988c5ba2c60771c2a11bdca', '109')","(0, '0')"
1195,"('0x579dcc13dd9df276a5cdd63763d68695d24d9bbb', '109')","(0, '75000000000000000')"
18,"('0x016e9153a386d53c6fc0ca2d6a56dbb3834dc4b7', '109')","(0, '500000000000000000')"
1847,"('0x8755f08374bb0bc598681c324913cbde3283ac18', '109')","(0, '124635491816387420')"
451,"('0x2106df7c24125c1c8f7f1f6deaaede93fd9a2e74', '109')","(1, '0')"
1280,"('0x5e1610784f0b8c1cd1df8170ec28a59e94cb5c0d', '109')","(0, '75000000000000000')"
1191,"('0x56c9656662fad432973e8743e1f6d2a79df61a35', '109')","(0, '0')"
1190,"('0x568f3c22ea38cb5049563f1aa520ec7462ffd9f8', '109')","(1, '0')"
1211,"('0x58885c86f27c3c811bc6a49b22fa6c807b0efb4d', '109')","(0, '100000000000000000')"
1838,"('0x86ce032489383ec0564bad2ed868048f0b1030f2', '109')","(1, '100000000000000000')"
29,"('0x031d2da6a39dfe83c314df7c2e7a74bfad01773b', '109')","(0, '11000000000000000')"
16,"('0x014607f2d6477badd9d74bf2c5d6356e29a9b957', '109')","(0, '0')"
1833,"('0x86ae33e8ff7a7f780d60347dca4f2bea0191e4e0', '109')","(1, '100000000000000000')"
654,"('0x32e100b633a70b4f315945f7c18373297f9f8a9f', '109')","(0, '250000000000000000')"
1215,"('0x597fc897b6ab221c18cf51a31cef41285597aef1', '109')","(0, '200000000000000000')"
513,"('0x288a410e5b5e07971caf45ea463a8a63e7111398', '109')","(1, '0')"
1828,"('0x8655f051512899af8614275e8e31f260ea276267', '109')","(1, '1000000000000000000')"
462,"('0x2238287464bfd7a2dc2b29fe4116365e39aa69c5', '109')","(0, '200000000000000000')"
2004,"('0x8d07d225a769b7af3a923481e1fdf49180e6a265', '109')","(0, '70024822166208039894681')"
1913,"('0x88fb3d509fc49b515bfeb04e23f53ba339563981', '109')","(0, '105066808837033894909346')"
1225,"('0x5abf14ddcb863e2709201aaf932f826a181cd2e7', '109')","(1, '0')"
614,"('0x2f950d106a9d581c9bfa299b3d6fa19d3f767715', '109')","(0, '0')"
439,"('0x1fc89f18d5599164233ba9283ef31710ae019174', '109')","(0, '0')"
386,"('0x1bea08c37b571a079a316d61adc8656a4ed56b13', '109')","(1, '100000000000000000')"
1757,"('0x843e2daff87e8a8180cd206e9d0412256ce1eee2', '109')","(1, '0')"
365,"('0x1a9f84935d5a0601e980c7dfe195365ccfdb55f3', '109')","(1, '95000000000000000')"
364,"('0x1a971436c82b6492c19992cdb7486138fcfbe3e3', '109')","(0, '0')"
470,"('0x23690d5be941fdf2573fad8cfec3fdef26805f9a', '109')","(1, '0')"
1133,"('0x54914f8bb055565e1447c4a1739124c95ba9b141', '109')","(1, '1000100000000000000')"
1312,"('0x61b27dffd80a11e5bcb4f2a8f2b5f4d97f54c2ac', '109')","(0, '75000000000000000')"
2027,"('0x8e7ea7126a10df07b3ed6f425ebf7632d6df1548', '109')","(0, '115000000000000000')"
635,"('0x3083d29102f5447a00cde3c3b28b39650cd131ef', '109')","(0, '0')"
1131,"('0x5469f22fc52ad7a5e1f430a75b1cbd542393dfb0', '109')","(1, '0')"
2342,"('0xa3f066285ad422407acbf6765fc1a71505bc610d', '109')","(1, '10000000000000000')"
1314,"('0x61c4d254051cdbf86dc71d13070a1b6e9abc2489', '109')","(1, '475000000000000000')"
1927,"('0x89ec3894e7832541eb1730263ea3532c0ee6bb67', '109')","(0, '250000000000000000')"
2030,"('0x8e90b127617675af12df051caa6435e40a9ade9b', '109')","(1, '0')"
366,"('0x1ac6c963795276a20f03deb2a6098422a473e6df', '109')","(1, '1001067220000000000')"
473,"('0x23c4111d6f85de542dd8ad911c7c3cc66e98faa7', '109')","(1, '100000000000000000')"
478,"('0x244fb89ed818fd08c1cd468e904a6ed065f25121', '109')","(1, '0')"
1328,"('0x621752f25abd2e13136275f0059e4d9ae4dc08b7', '109')","(0, '124636349089814560')"
2026,"('0x8e673100b9c1883b2c503d0d8ab718823357f5dd', '109')","(1, '0')"
648,"('0x3266424c9bee709ef24965b0ddfdc504cb382a2a', '109')","(0, '250000000000000000')"
653,"('0x32ddf9cedcf0d54039c646051f5eac90239aaa03', '109')","(2, '0')"
482,"('0x24ed38d5a6613575b7561d2a03605824f67da23d', '109')","(1, '0')"
359,"('0x19dbf2a5294432ee4135bbe0681b81635d3ce617', '109')","(1, '0')"
650,"('0x32791bbc7ddc9d0e6bd914f3b7f73747132a3a5b', '109')","(0, '0')"
368,"('0x1ac81fdcd10b27d2af73ef0f097159cdf0f0aa8a', '109')","(1, '500000000000000000')"
2291,"('0xa0773dbc8d0f4930bcd37d43d8b0c11f03652c84', '109')","(1, '400000000000000000')"
467,"('0x236884bb674067c96fcbcc5dff728141e05be99d', '109')","(1, '0')"
1301,"('0x60e4588104796cc66625f6b167e912d50e349c8c', '109')","(1, '0')"
1829,"('0x8655f051512899af8614275e8e31f260ea276267', '110')","(1, '1000000000000000000')"
786,"('0x40276ba5efdfbbf749557f6b2a094abd78197164', '110')","(1, '80000000000000000')"
574,"('0x2b384212edc04ae8bb41738d05ba20e33277bf33', '110')","(1, '93805923611359932665640')"
1404,"('0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9', '110')","(1, '23126000000000000000')"
2005,"('0x8d07d225a769b7af3a923481e1fdf49180e6a265', '110')","(1, '70024822166208039894681')"
1914,"('0x88fb3d509fc49b515bfeb04e23f53ba339563981', '110')","(1, '105070603343857183165356')"
275,"('0x13bdae8c5f0fc40231f0e6a4ad70196f59138548', '110')","(1, '50008964634742166790431')"
2292,"('0xa0773dbc8d0f4930bcd37d43d8b0c11f03652c84', '110')","(1, '400000000000000000')"
998,"('0x4c4967fdd12f5285e9c4f8d997202dfabe241757', '110')","(1, '807584466392167156')"
79,"('0x06b5255e2560460f707a0ec983c0d17888b749be', '110')","(1, '1220612460194608355')"
949,"('0x479dfdcd59e226692176384ec7583dc38ff3f605', '110')","(1, '187041678669523651')"
1209,"('0x582cd2fb9b6f228acf4edf8f6c608ddace41d468', '110')","(0, '6563590000000000000000')"
122,"('0x070341aa5ed571f0fb2c4a5641409b1a46b4961b', '110')","(1, '50000000000000000000000')"
1132,"('0x5488e957fbbc81efa32d257897b699a5835178ac', '110')","(1, '100000000000000000')"
2124,"('0x9497243478392b1f7f508874f606379f989c6eea', '110')","(1, '2774272929035980300')"
427,"('0x1e5af7b64cecd78f0141450e942f19b1935c495e', '110')","(1, '100000000000000000')"
68,"('0x05ac3d28434804ec02ed9472490fc42d7e9e646d', '110')","(1, '2736942638247088000')"
19,"('0x016e9153a386d53c6fc0ca2d6a56dbb3834dc4b7', '110')","(1, '500000000000000000')"
830,"('0x4254c53fc3b3b38df025ea30bcae410e11bb95b6', '110')","(1, '275000000000000000')"
850,"('0x43deb3b8960b1760f81070a989fdaf1a575e552a', '110')","(1, '1000000000000000000')"
1746,"('0x83d2e472495f408bd0bc85702f4be5ef1acaee80', '110')","(1, '100000000000000000')"
147,"('0x09fa8fd60403a6d5d7fcac30bfc5c63f2811ace7', '110')","(1, '186984255696435001')"
1184,"('0x562bf1b67dc40d9b7c3ddd49e45ae58e61e1b76e', '110')","(1, '16000000000000000')"
199,"('0x0f831a90fd7cd559404b77d4b42aa3ef4cc28a63', '110')","(1, '95635205992460926')"
748,"('0x3ccd44bb20bc9c06fa8cce8f6aa207ae86d7dd5b', '110')","(1, '1003828440000000000')"
340,"('0x196a37946c3d93e9a5309f539ae28b774a32411f', '110')","(1, '926499493587503828')"
1558,"('0x7643a2f9c5244337b5d7c43b65c89afd15f59271', '110')","(1, '271736966087555254')"
1067,"('0x521dfef993607b292831e1dd01e0af39f3457d9d', '110')","(1, '151597810000000000')"
2047,"('0x8fbb54606676ba5f8edc6c4c88ef29b86d58774c', '110')","(1, '700000000000000000')"
1552,"('0x76363226b9e31b78c2077ecea78f440d81299f39', '110')","(1, '16000000000000000')"
751,"('0x3cd95bae6654e0b17409c5d019231d3c0a34d084', '110')","(1, '100000000000000000')"
981,"('0x4a9e4491c60ff88bb4253bd7f1c0d25b51138e97', '110')","(1, '500000000000000009')"
1430,"('0x683a4f9915d6216f73d6df50151725036bd26c02', '110')","(1, '112152682149687956257860')"
1174,"('0x54a37d93e57c5da659f508069cf65a381b61e189', '110')","(1, '87598320430460267686998')"
321,"('0x184f44a581a3fdf67e834cf2a0f193cbdd08a3b9', '110')","(1, '69900000000000000')"
911,"('0x45041ce9f1f3a8a3c434bb0aed242064e6023424', '110')","(1, '4244645056554407212')"
1320,"('0x61d9e931a72c9fb3eb9731dcc5a30f1f6c3ab63f', '110')","(1, '2730809509731434500')"
721,"('0x3ada21ffa9274816da1359bec621722a9d9ef65b', '110')","(1, '6869060000000000')"
1435,"('0x68c2f9084396fd4afcefa8347a2abb5d035dfc22', '110')","(1, '539411415823213885')"
1300,"('0x60b73717cf711f312a621f19bd76ac138da5af76', '110')","(1, '952627158307776331')"
468,"('0x236884bb674067c96fcbcc5dff728141e05be99d', '110')","(1, '2771420935905673700')"
1480,"('0x6e6b37ed739c1f6e67517a96fa9c25f76ca561f1', '111')","(1, '0')"
975,"('0x49a1a06e90cc1b80f005000da8c9cad57dc659ea', '111')","(1, '0')"
974,"('0x497336ea24aed7e66808be54eb5dfadb72769341', '111')","(1, '0')"
1474,"('0x6d8624cdc097a525e8b36763c6df284b15dc8d64', '111')","(1, '175000000000000000')"
173,"('0x0d17210ad8c58b9fb47066629f3325ee73648ca0', '111')","(1, '1200000000000000')"
2211,"('0x9adc511af137e5de97f1030614762fa691b8df68', '111')","(1, '2000000000000000')"
1483,"('0x6face1420a8683be8341a2f43e29469199e54bee', '111')","(1, '0')"
2212,"('0x9af3a3fbb6999bb635a4843675e3e0fa98c6d16e', '111')","(1, '10000000000000000')"
184,"('0x0e26f5bd12eafae9753e2741f2dc151be894070a', '111')","(1, '0')"
971,"('0x489243703959e200099b8cbe3bfdd86f13ce6be1', '111')","(1, '0')"
13,"('0x00ee80c322d6e956d2629a73223605bbda946f2d', '111')","(1, '29531940000000000')"
1264,"('0x5c381989ccb4f8ae3c61e3c389a08c84042a9f53', '111')","(1, '0')"
2160,"('0x987f05b5eeb8b30b02329d3888bebc3a7424e999', '111')","(1, '1000000000000000000')"
1226,"('0x5abf14ddcb863e2709201aaf932f826a181cd2e7', '111')","(1, '0')"
2176,"('0x9a3aa8a638f8e67ff73ce671ac49bc3d2eb69538', '111')","(1, '113751700000000000')"
1004,"('0x4ce92f2d5ad64a030afafa454fe650929a2e8d78', '111')","(1, '0')"
183,"('0x0dfb596b2b071c581fce96ef2299ce4f7dd4a842', '111')","(1, '0')"
20,"('0x016e9153a386d53c6fc0ca2d6a56dbb3834dc4b7', '111')","(1, '500000000000000000')"
1223,"('0x5a81868992ffcf4200a85972c60151690af39006', '111')","(1, '359614797567906501')"
148,"('0x09fa8fd60403a6d5d7fcac30bfc5c63f2811ace7', '111')","(1, '186984255696435001')"
9,"('0x00432772ed25d4eb3c6eb26dc461239b35cf8760', '111')","(1, '0')"
1493,"('0x707d306714ff28560f32bf9dae973bd33cd851c5', '111')","(1, '0')"
2168,"('0x99389b959640f89726233a102327e4902d332806', '111')","(1, '152000000000000000')"
999,"('0x4c4967fdd12f5285e9c4f8d997202dfabe241757', '111')","(1, '807584466392167156')"
165,"('0x0c7cdee7f65f2be9d3d241a8caf43fd2773e263b', '111')","(1, '0')"
985,"('0x4b6f278be7f7ab371d7daa52997b458ca90ccffa', '111')","(1, '0')"
1469,"('0x6d25a1e9e176ab058e0f19e67bcbcaac2be96fa9', '111')","(1, '200000000000000000')"
1217,"('0x5997314102c9eb65c554af1a5bb9de6136791f02', '111')","(1, '500000000000000000')"
1491,"('0x705ab50307c18ee659c77ac0f8d5240f34f66571', '111')","(1, '0')"
5,"('0x0003cb0009e52e6ca64b4744a1601e9f1d6ef130', '111')","(1, '4000000000000000')"
2340,"('0xa38f82506c3ab79816d625ad286574133fc6f4e9', '111')","(1, '200000000000000000')"
166,"('0x0c9f37f77bea2c6e6f15c1a8c4d7316a3ee7408b', '111')","(1, '0')"
1230,"('0x5b2a09732257eb100e6e9fce64e8f645dd53439f', '111')","(1, '50000000000000000')"
1490,"('0x7005c3f79dc4ffcb50bbc5a9ec5fa599f795b527', '111')","(1, '200000000000000000')"
1496,"('0x70ddb5abf21202602b57f4860ee1262a594a0086', '111')","(1, '0')"
161,"('0x0aebe55030c3c578605a75e0fe1514ffa5ffd7fd', '111')","(1, '0')"
950,"('0x479dfdcd59e226692176384ec7583dc38ff3f605', '111')","(1, '187041678669523651')"
2164,"('0x98c4a5691e20edcd48c4bd5afe6527b17f5b187e', '111')","(1, '100000000000000000')"
177,"('0x0dad16a9fd51567de634432a62cb0a0aabaaeaaa', '111')","(1, '0')"
2171,"('0x99d305dfc38cefa91cb1129387681ede4c93e87d', '111')","(1, '25788610000000000')"
2169,"('0x9951e991f3e8f5996b6431757c0c03acef33714e', '111')","(1, '0')"
1487,"('0x6ffe605f9770a3da6f8ae9e5931f016ac00368ba', '111')","(1, '0')"
1486,"('0x6ff4416cd996576eaab06474c30d0f93f7fc62d7', '111')","(1, '152000000000000000')"
993,"('0x4bd77e5637212bc070b6c1382b3bf40bc1a7de18', '111')","(1, '100000000000000000')"
2337,"('0xa3632dd93b046817ae313a22a0e76cca971499e7', '111')","(1, '1200000000000000')"
