,id_proposal,support_votes
1682,"('0x7ea5d1fa47ae7ce64ea260c20f08ddb8bee24555', '111')","(1, '10000000000000000')"
295,"('0x14fd9303bf2386b47c6ad72631fed472a43214c6', '111')","(1, '129619921863378346')"
761,"('0x3d909b6cb958a32f1a6e0d016c387a3a2c8decd1', '111')","(1, '0')"
2055,"('0x9033b241ebbfecaed501fad794afb57fdb27dc16', '111')","(1, '0')"
759,"('0x3d8a6990a98910fe87d007c78a1d632b91dc7ca9', '111')","(1, '0')"
787,"('0x40276ba5efdfbbf749557f6b2a094abd78197164', '111')","(1, '80000000000000000')"
314,"('0x177821cbe97b3eb0a20de1fd534bc7160cbcd76e', '111')","(1, '224185960000000000')"
300,"('0x155340bfe23e01741408c6f1dffb51bb77f439c2', '111')","(1, '0')"
1657,"('0x7c5c0816819e0bd13146f1e7747f4786a59100a7', '111')","(1, '200000000000000000')"
2114,"('0x939bac3bad78752763be4dd1da19e8e70995a408', '111')","(1, '475000000000000000')"
818,"('0x4135cde55f055a4c4bd6bcab167a257f7f46db83', '111')","(1, '0')"
817,"('0x4135a11e63897f20483040b897dc99555d418f3a', '111')","(1, '0')"
2112,"('0x938a49e24fd7a26149dd537019078d8a8f919290', '111')","(1, '10000000000000000')"
2107,"('0x92a8e1ceba48f1e0df319b0a1b4fe4c700f48359', '111')","(1, '152000000000000000')"
1637,"('0x7b8d1133d3dbfbfb90ab32071f46106a88cf25a5', '111')","(1, '111000000000000000')"
809,"('0x40f07de8b38084692f9ed91ff5153dd28aa6461e', '111')","(1, '0')"
808,"('0x40ecc05d76977972a0fcc7e1cb255a06b9f95100', '111')","(1, '0')"
731,"('0x3bd20e039d7ce96bd426f9d0ebeffad8f5b16a6d', '111')","(1, '0')"
1658,"('0x7c647506a5274b4c0704efd8c1ff5768f904cc18', '111')","(1, '0')"
1644,"('0x7ba528d1b400e731baa1851f1e132200e4c59609', '111')","(1, '0')"
1708,"('0x7fd22b67148b4eeeecd6f3e27dd4c3cbc63c2691', '111')","(1, '0')"
1645,"('0x7ba8f667650167081ac9e0b9b0d6060231c2c2b8', '111')","(1, '0')"
807,"('0x40cf224a5e91949bd2ba4276d046c4680c8d646c', '111')","(1, '200000000000000000')"
802,"('0x40cb0b19d71eda986c275c85a6e5b26b6ac7e2e4', '111')","(1, '149562024383775718')"
2098,"('0x91f7c7dc5a44276482c102178fe1d620b397c276', '111')","(1, '200000000000000000')"
796,"('0x40b217b7bd9db65c58b7eea33b6b20879b1b3b16', '111')","(1, '0')"
2094,"('0x9194370954e9ba65bc207578662c249384fefcee', '111')","(1, '1016758461864526472')"
1649,"('0x7c0b504e317232c66524cbbccc1375dd8055cb42', '111')","(1, '255000000000000000')"
736,"('0x3be4d16e39903e13fbcecef3c2f734b779867b47', '111')","(1, '500000000000000000')"
317,"('0x17ebee050c312567ad0038c0a703779401cb0fe0', '111')","(1, '0')"
1528,"('0x73064f6c1c5dad8d917782aec16ab564feb3c011', '112')","(1, '0')"
2285,"('0x9fd9bb687696f19038892989876bd6dc96abd769', '112')","(1, '22000000000000000')"
2049,"('0x8fbb54606676ba5f8edc6c4c88ef29b86d58774c', '112')","(1, '700000000000000000')"
1929,"('0x8a0ee7e98d5c3f49e1a9f8e5609b211250d774bc', '112')","(1, '452787382725392952')"
1431,"('0x683a4f9915d6216f73d6df50151725036bd26c02', '112')","(1, '118887420833072508832945')"
1405,"('0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9', '112')","(1, '44304052230563615734')"
1482,"('0x6ed7e999c79263cbe017bd5edbe55cf50db43029', '112')","(1, '115025548159207986')"
2151,"('0x97f5f2731b4c3839ffaa2696eb9aa0d640f1d380', '112')","(1, '100000000000000000')"
1409,"('0x67149c6a2aa490636948b084d88dde8a958ca269', '112')","(1, '102597370161685650')"
1540,"('0x74075d1a2481f25343b32bb1a7bf6336ee42b016', '112')","(1, '2510448929514299829')"
1541,"('0x7451bead06abbc444846b6dac2f1227239f495cf', '112')","(1, '1200000000000000000')"
1916,"('0x88fb3d509fc49b515bfeb04e23f53ba339563981', '112')","(1, '105070583343857183165356')"
2274,"('0x9e73201903164d3b476505f3c54f86cdcd4010df', '112')","(1, '22000000000000000')"
1453,"('0x6b07d4ace5bc9a690fda9ddeb5a0f131fda0b257', '112')","(1, '406315141129875121')"
2044,"('0x8fa3232ff0a45de66f1810096189a0f6f4ea8724', '112')","(1, '504992632140463401')"
1302,"('0x60f1e68a7ffe5e5c33a3844838112575f00929ad', '112')","(1, '118084170530816745')"
2024,"('0x8e6583b679c10e648d415ba48d57cf3c2dc00f7f', '112')","(1, '115310562855963543')"
2294,"('0xa0773dbc8d0f4930bcd37d43d8b0c11f03652c84', '112')","(0, '400000000000000000')"
1747,"('0x83d2e472495f408bd0bc85702f4be5ef1acaee80', '112')","(1, '100000000000000000')"
1330,"('0x621752f25abd2e13136275f0059e4d9ae4dc08b7', '112')","(1, '124636349089814560')"
1621,"('0x7adbd800d49d2a75a736c97cd32b1b9aeec3d24f', '112')","(1, '211540916135260319')"
1650,"('0x7c30bc4bc2ce8f9abc7c809eefb00cf7b74f6ecb', '112')","(1, '149328542059196680')"
2123,"('0x94874738ca13ad5070a079e628b417b9ae0ff68c', '112')","(1, '0')"
1816,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '112')","(1, '11500471444371433923')"
2127,"('0x949ad06a4c904cd0b31ae2f56aae0ec68c16ccac', '112')","(1, '22000000000000000')"
1820,"('0x856dc4a12f08afa49f42b52f81769a96505f312c', '112')","(1, '0')"
1338,"('0x641f2f8cd5fb6cb50a49c22247b065cd893a1fc7', '112')","(1, '0')"
1593,"('0x7977b909d55a53f9c73140f7f611eaf0638238ed', '112')","(1, '10000000000000000')"
1823,"('0x857e5490651d395a37ee04a78dd25696e886dc02', '112')","(1, '0')"
2128,"('0x949b11ec6d563391460c63e3a7c79cd0ddfebd9d', '112')","(1, '0')"
2007,"('0x8d07d225a769b7af3a923481e1fdf49180e6a265', '112')","(1, '70024822166208039894681')"
2172,"('0x99d305dfc38cefa91cb1129387681ede4c93e87d', '112')","(1, '25788610000000000')"
1831,"('0x8655f051512899af8614275e8e31f260ea276267', '112')","(1, '1000000000000000000')"
1437,"('0x69389398e4d903b02010e20d308ee58ea8d6d714', '112')","(1, '22000000000000000')"
1739,"('0x82bce1f54740f242a4a432384d356a67ec9314a5', '112')","(1, '0')"
1956,"('0x8c69f8d2f360d0bd12cb73b92e90a380e32987bb', '112')","(1, '1004999876247370967')"
1849,"('0x8755f08374bb0bc598681c324913cbde3283ac18', '112')","(1, '124635491816387420')"
1560,"('0x7643a2f9c5244337b5d7c43b65c89afd15f59271', '112')","(1, '271736966087555254')"
1554,"('0x76363226b9e31b78c2077ecea78f440d81299f39', '112')","(1, '16000000000000000')"
1733,"('0x81dd777413157d8d1dc92b3479704e07c339b9ad', '112')","(1, '1000000000000000000')"
2165,"('0x98c4a5691e20edcd48c4bd5afe6527b17f5b187e', '112')","(1, '100000000000000000')"
2021,"('0x8dd0f1c1bdef8e2c180df44d348db44494c54ea7', '112')","(1, '139663425050481830')"
2344,"('0xa3f066285ad422407acbf6765fc1a71505bc610d', '112')","(1, '10000000000000000')"
1115,"('0x535b3ddd9939056cb6d74d1253ae1a4adf5d723a', '112')","(1, '50000000000000000000000')"
697,"('0x36bf12154a40b151e9a87a5ca11cb4934dd3eded', '112')","(1, '153264266686148177')"
190,"('0x0e6aed5b0a6d815c21512d928221773f9bd124f2', '112')","(1, '0')"
342,"('0x196a37946c3d93e9a5309f539ae28b774a32411f', '112')","(1, '926499493587503828')"
508,"('0x2805ddf1dfedeca06752907f493f5a5c9bb2c902', '112')","(1, '10000000000000000')"
510,"('0x2835600819dc2633611d600c488a52c6af4908f2', '112')","(1, '112262387064057846')"
734,"('0x3be394bf4a6320a049354ad55b889d815bc3e156', '112')","(1, '2116790064414020')"
201,"('0x0f831a90fd7cd559404b77d4b42aa3ef4cc28a63', '112')","(1, '95635205992460926')"
852,"('0x43deb3b8960b1760f81070a989fdaf1a575e552a', '112')","(1, '1000000000000000000')"
750,"('0x3ccd44bb20bc9c06fa8cce8f6aa207ae86d7dd5b', '112')","(0, '1003828440000000000')"
752,"('0x3ce938b94fd250b071c6c0e4ba448c6140dddc57', '112')","(1, '101004997327243993')"
589,"('0x2c6141c6c7aaf27dd1be50bfdf5409f0ca986ee2', '112')","(1, '117911841453718935')"
1186,"('0x562bf1b67dc40d9b7c3ddd49e45ae58e61e1b76e', '112')","(1, '16000000000000000')"
1175,"('0x54a37d93e57c5da659f508069cf65a381b61e189', '112')","(1, '87597648230460267686998')"
228,"('0x1122180c9a9ea776f27b2b91a4b9dc1a8a9fe5ed', '112')","(1, '300000000000000000')"
413,"('0x1d2a72dad0fa5d1aab44768752f60822a3e18c47', '112')","(1, '0')"
803,"('0x40cb0b19d71eda986c275c85a6e5b26b6ac7e2e4', '112')","(1, '149562024383775718')"
581,"('0x2bd79c4b155808ac80623a7bf5d866a02b55a6be', '112')","(1, '1074611274087966399')"
579,"('0x2ba3f0981dda6feb724e23b1a2ae349bdaa24a2d', '112')","(0, '1000000000000000000')"
51,"('0x046f601cbcbfa162228897ac75c9b61daf5cee5f', '112')","(1, '0')"
788,"('0x40276ba5efdfbbf749557f6b2a094abd78197164', '112')","(1, '80000000000000000')"
575,"('0x2b384212edc04ae8bb41738d05ba20e33277bf33', '112')","(1, '94001050255318262891092')"
358,"('0x19c9fda23de82e8713d61f4efc2010365e323200', '112')","(1, '1640900000000000000')"
277,"('0x13bdae8c5f0fc40231f0e6a4ad70196f59138548', '112')","(1, '50008964634742166790431')"
361,"('0x19eade6e4e5cf16fe0b15e47c39ab565fb8e734e', '112')","(1, '100000000000000000')"
370,"('0x1b35fcb58f5e1e2a42ff8e66ddf5646966abf08c', '112')","(1, '1089636902552974621')"
323,"('0x184f44a581a3fdf67e834cf2a0f193cbdd08a3b9', '112')","(1, '69900000000000000')"
679,"('0x347bb83e4ab465c8c6b7afab3beb373410a9cae2', '112')","(1, '22000000000000000')"
298,"('0x150e9c31870a99ce35e95c319474edc84ba93448', '112')","(1, '906000000000000000')"
124,"('0x070341aa5ed571f0fb2c4a5641409b1a46b4961b', '112')","(1, '50000000000000000000000')"
983,"('0x4ab70e6072bc043f86856efdc8f30b2bb65bb5dc', '112')","(1, '0')"
142,"('0x08fecb006f7edce664edf7b21f61f5efc4d7acf9', '112')","(1, '142388181908768761')"
60,"('0x0585c0d0aedf071a07992ad650bdc047cef0c04f', '112')","(1, '22000000000000000')"
624,"('0x301b3410f3c3fedf8f90ad465964a45861b1773e', '112')","(1, '121524151671615076')"
1020,"('0x4d477f1aabcfc2fc3fc9b802e861c013e0123ad9', '112')","(1, '174539910726058188')"
951,"('0x479dfdcd59e226692176384ec7583dc38ff3f605', '112')","(1, '187041678669523651')"
944,"('0x45f233399c7e79b459722053cf96cbe7155b206a', '112')","(1, '0')"
82,"('0x06c4865ab16c9c760622f19a313a2e637e2e66a2', '112')","(1, '90842091182632197')"
1098,"('0x529408a6962bae6ca5328874d633738116b89b05', '112')","(1, '455664262236273636')"
994,"('0x4bd77e5637212bc070b6c1382b3bf40bc1a7de18', '112')","(1, '100000000000000000')"
642,"('0x315e1a5c796b734585c27e615b774441372fbd08', '112')","(1, '3000000000000000')"
912,"('0x45041ce9f1f3a8a3c434bb0aed242064e6023424', '112')","(0, '4244645056554407212')"
450,"('0x20b3fb70cfeb01ac7ea11a412572848139a2b748', '112')","(1, '1583000000000000000')"
428,"('0x1e5af7b64cecd78f0141450e942f19b1935c495e', '112')","(1, '100000000000000000')"
1072,"('0x52407a233ac443e2c43b1cb08aa9f7c50d23708f', '112')","(1, '110000000000000000')"
128,"('0x07450986773f22507c919483dccfb9d348ef042e', '112')","(1, '300000000000000000')"
167,"('0x0c9f37f77bea2c6e6f15c1a8c4d7316a3ee7408b', '112')","(1, '0')"
1228,"('0x5b060d8c21b60d6904052be0dc6c2eb1888de74c', '112')","(1, '120729642105256023')"
281,"('0x13dda63c28bb95fe9822fea43ad5feaa966636a9', '112')","(1, '348925849689311773')"
662,"('0x33482803274c5e08661843636dcee8e9a68c7252', '112')","(1, '22000000000000000')"
21,"('0x016e9153a386d53c6fc0ca2d6a56dbb3834dc4b7', '112')","(0, '500000000000000000')"
754,"('0x3d5e234b544c57e79b7f624e544b90aa974b79c9', '112')","(1, '118084895957427228')"
296,"('0x14fd9303bf2386b47c6ad72631fed472a43214c6', '112')","(1, '129619921863378346')"
668,"('0x33d4546960d29107d2bae9d58bd2786e6b5f169a', '112')","(1, '1500000000000000000')"
1044,"('0x506ac1d1bd4e32f4ed85d1df33d267e06533dc67', '112')","(1, '110000000000000000')"
1054,"('0x50c9f7797a261a92544fc6a418fd79afcb98d759', '112')","(1, '123023620000000000')"
625,"('0x301b3410f3c3fedf8f90ad465964a45861b1773e', '113')","(1, '121524151671615076')"
675,"('0x34626794bca35e9aa2bc3abfad6c3128a845906d', '113')","(1, '25171244963978456')"
1303,"('0x60f1e68a7ffe5e5c33a3844838112575f00929ad', '113')","(1, '118084170530816745')"
590,"('0x2c6141c6c7aaf27dd1be50bfdf5409f0ca986ee2', '113')","(1, '117911841453718935')"
2025,"('0x8e6583b679c10e648d415ba48d57cf3c2dc00f7f', '113')","(1, '115310562855963543')"
753,"('0x3ce938b94fd250b071c6c0e4ba448c6140dddc57', '113')","(1, '101004997327243993')"
1748,"('0x83d2e472495f408bd0bc85702f4be5ef1acaee80', '113')","(0, '100000000000000000')"
755,"('0x3d5e234b544c57e79b7f624e544b90aa974b79c9', '113')","(1, '118084895957427228')"
143,"('0x08fecb006f7edce664edf7b21f61f5efc4d7acf9', '113')","(1, '142388181908768761')"
1854,"('0x87ea8190f9842a9162badba7ce31f5519ed2af86', '113')","(1, '15150748500625213')"
2022,"('0x8dd0f1c1bdef8e2c180df44d348db44494c54ea7', '113')","(1, '139663425050481830')"
1917,"('0x88fb3d509fc49b515bfeb04e23f53ba339563981', '113')","(1, '105070583343857183165356')"
1505,"('0x715210da31165a05a2481a512e1c3d253d8e13ff', '113')","(1, '975000000000000000')"
1509,"('0x71dcbf17822e0c646be53736b7684b529e565a1e', '113')","(1, '10100499333628867')"
1513,"('0x71e2fb38c2b9040d0014a629662b3c2b35f10d9a', '113')","(1, '4626738782242419288')"
517,"('0x2908790cec0da7786c8e954162d753a07a98b344', '113')","(1, '129506513401800739')"
1622,"('0x7add411aa2d004040f62fb0d7f5c0f62ec58307f', '113')","(1, '25167986902266982')"
1229,"('0x5b060d8c21b60d6904052be0dc6c2eb1888de74c', '113')","(1, '120729642105256023')"
191,"('0x0e8f0925c0d1e238f1f44ba2985ca7c830599b2c', '113')","(1, '20200997334480249')"
511,"('0x2835600819dc2633611d600c488a52c6af4908f2', '113')","(1, '112262387064057846')"
2177,"('0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1', '43')","(1, '344991654683453186335123')"
1048,"('0x5089dac01a737e3d6e988d909494852439b22163', '43')","(1, '25000000000000000')"
1043,"('0x505ae2e669542dab3df88b1fec3b1c6bf2e772b5', '43')","(1, '25000000000000000')"
1533,"('0x735a86dfeaadddbe3327eb380c19c4c84f95349e', '43')","(1, '25000000000000000')"
1355,"('0x6626593c237f530d15ae9980a95ef938ac15c35c', '43')","(1, '126083714959599512231401')"
1354,"('0x660afd8f79f90206ff159383e2bef797454b6243', '43')","(1, '25000000000000000')"
1500,"('0x711d5f5ebd6adc28bd87f0256d9c154a6218c12f', '43')","(1, '20000000000000000')"
952,"('0x47c125dee6898b6cb2379bcbafc823ff3f614770', '43')","(1, '50004088477038034063777')"
2289,"('0xa021ee049726b5040d28e5960dd8852497fcdb78', '43')","(1, '25000000000000000')"
622,"('0x30086306afc449739fd7e320600715ce132c360d', '43')","(1, '25000000000000000')"
285,"('0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b', '43')","(1, '22853083961202207633078')"
1742,"('0x8313722178211283cf5b2e9a07987ff26574b37d', '43')","(1, '80000000000000000')"
2163,"('0x98be2a900535a5e177bd2c162033bf7dd6172d20', '43')","(1, '25000000000000000')"
2258,"('0x9cc112862f542264cc5accae4273876cdac6de15', '43')","(1, '25000000000000000')"
1676,"('0x7e4a8391c728fed9069b2962699ab416628b19fa', '43')","(1, '50022732796967145094800')"
2276,"('0x9eb8b5f05853432f352ca0993c350baa36322211', '43')","(1, '25000000000000000')"
1663,"('0x7d96a6f41fd31c7624f7069415be58b5e3576d34', '43')","(1, '220183970326794873272')"
1661,"('0x7d4e5ee8ab737ab69ba56bb329e456c715af6786', '43')","(1, '36250000000000000')"
1651,"('0x7c59a6ac0edea2375618ef4cb5b1a1e97f8ecb90', '43')","(1, '0')"
2110,"('0x9340494e3e86694fa8e387f6a12fdfc993dce58f', '43')","(1, '15000000000000000')"
164,"('0x0b5908f463e955ad7817921972c7a531cceea054', '43')","(1, '25000000000000000')"
1407,"('0x66f25cce511310d940fd84b0850c41c5c706d015', '43')","(1, '25000000000000000')"
846,"('0x43d3ed59eee66c9a23af3e4dc994ecace14a1b42', '43')","(1, '25000000000000000')"
1696,"('0x7f843d2df640b5f986b9c14c405a1728f8084d0b', '43')","(1, '64126463650272834603')"
1699,"('0x7f89077b122afaaf6ab50aa12e9cb46bb9a058c4', '43')","(1, '12018207775730000000000')"
723,"('0x3b24dde8ef6b02438490117985d9cfa2edccf746', '43')","(1, '66959400000000000')"
707,"('0x3936a45e2acd7d390cbc61fc1761646dcf71b1ae', '43')","(1, '25000000000000000')"
860,"('0x44c69653fa05b0e7c12488a4441b9368da43aabd', '43')","(1, '250000000000000000')"
836,"('0x42add773b02585dbaf024db751d8944618ada20a', '43')","(1, '30000000000000000')"
793,"('0x40534e513df8277870b81e97b5107b3f39de4f15', '43')","(1, '738791615952864741')"
1237,"('0x5bc928bf0dab1e4a2ddd9e347b0f22e88026d76c', '43')","(1, '57785755787858402606729')"
1959,"('0x8d07d225a769b7af3a923481e1fdf49180e6a265', '43')","(1, '7514383348797380917632')"
32,"('0x03f061f6357195dbb545820a6cd9a2ed2b087618', '43')","(1, '23019700158264145457')"
1322,"('0x61ed9aad5c21d55f98a03dea7e116877c3ee59cd', '43')","(1, '25000000000000000')"
1224,"('0x5aa393ce806c1e2da294609d55c67f3dc22a4e4a', '43')","(1, '25000000000000000')"
1316,"('0x61c8d4e4be6477bb49791540ff297ef30eaa01c2', '43')","(1, '50000000000000000000000')"
503,"('0x27de0fa057415f722365e64a7005d80cb2f3be1f', '43')","(1, '29000000000000000')"
616,"('0x2fc7183e5d063dc9e22bdaee8953b69c079ee3d5', '43')","(1, '25000000000000000')"
2057,"('0x9053d1dd614f3b1d3a1789ab7b6900d39eede97f', '43')","(1, '25000000000000000')"
599,"('0x2d42af353533fe0911e6d2046ce773be2d758ce0', '43')","(1, '14988595716426032')"
1271,"('0x5d27de3888ca09bd0c9a67024d32dbe519e6e5c1', '43')","(1, '25000000000000000')"
387,"('0x1c00ff3842359e806ad49b784818964e18003b57', '43')","(1, '25000000000000000')"
1275,"('0x5d8bcf3534aabc8f542508f3b2739a1c8ecdf860', '43')","(1, '25000000000000000')"
1199,"('0x582cd2fb9b6f228acf4edf8f6c608ddace41d468', '43')","(1, '6563590000000000000000')"
418,"('0x1da7c2b48e22b9d823fb9420f26a95753c2d720b', '43')","(1, '0')"
1759,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '43')","(1, '102756361614140541409')"
593,"('0x2cab3506ad7cee6fe29f3a4695f69488baad98ec', '43')","(1, '589033660000000000')"
2058,"('0x905cc474c34d43f39e740157e94f90b59d19e25a', '43')","(0, '5000000000000000000000')"
1932,"('0x8aa79e6fc0d409feff8e879a6b9da5c5566e43c8', '43')","(1, '25000000000000000')"
7,"('0x002479a9350070cd97261bccf03156a21f0c471f', '43')","(1, '25000000000000000')"
1957,"('0x8c80c1fe10912398bf0fe68a25839defcaef588e', '43')","(1, '87585976517417430')"
1336,"('0x63dae0946a44eeead00c8b30ec206fda63f7dfe1', '43')","(1, '50000000000000000')"
2298,"('0xa0dc2f2f6fd98d9c7254f929db233f149741c432', '43')","(1, '7865130000000000000000')"
419,"('0x1dd5fe539f4704dc7f2bc0d28c1a78f8f2ee5c88', '43')","(1, '25000000000000000')"
1952,"('0x8c64a62bf9f68fb65146d0e8a428c2a3b386a3f9', '43')","(1, '25000000000000000')"
441,"('0x2057d8b518df2136c06e4c14e3130651a8646a10', '43')","(1, '25000000000000000')"
1236,"('0x5b97680e165b4dbf5c45f4ff4241e85f418c66c2', '43')","(1, '10006647411187535680532')"
542,"('0x2b384212edc04ae8bb41738d05ba20e33277bf33', '43')","(1, '7741090410116196943631')"
1134,"('0x54a37d93e57c5da659f508069cf65a381b61e189', '43')","(1, '100085141161342079381082')"
445,"('0x2078217fdcb16441715e3ebdef0278e2dc739baa', '43')","(1, '25000000000000000')"
6,"('0x0006e4548aed4502ec8c844567840ce6ef1013f5', '43')","(1, '38110144938082669')"
1958,"('0x8c80c1fe10912398bf0fe68a25839defcaef588e', '44')","(1, '87585976517417430')"
1652,"('0x7c59a6ac0edea2375618ef4cb5b1a1e97f8ecb90', '44')","(1, '54544280000000000')"
2111,"('0x9340494e3e86694fa8e387f6a12fdfc993dce58f', '44')","(1, '15000000000000000')"
2218,"('0x9b68c14e936104e9a7a24c712beecdc220002984', '44')","(1, '646542728982230078292')"
2322,"('0xa1de2815f9cbc8e1195710828d635e008a53cb0e', '44')","(1, '3000000000000000000')"
823,"('0x42275eea81d6eba5ba00718e85af8080dd38069d', '44')","(1, '2937158960000000000')"
1501,"('0x711d5f5ebd6adc28bd87f0256d9c154a6218c12f', '44')","(1, '20000000000000000')"
837,"('0x42add773b02585dbaf024db751d8944618ada20a', '44')","(1, '30000000000000000')"
2178,"('0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1', '44')","(1, '344991777752548738526683')"
1073,"('0x5274b3bebc974f3cf661efe149bf4c6f4cdc59d2', '44')","(1, '4773310000000000000000')"
420,"('0x1dd7572702295a30201c4e48d19c40bf4eae5962', '44')","(1, '49587850000000000')"
33,"('0x03f061f6357195dbb545820a6cd9a2ed2b087618', '44')","(1, '23019700158264145457')"
504,"('0x27de0fa057415f722365e64a7005d80cb2f3be1f', '44')","(1, '29000000000000000')"
1058,"('0x512a0f64999dd1ad617f3cb7ae1316cfe5db0b9c', '44')","(1, '5000000000000000000')"
179,"('0x0dc1f2633d657122d67735d9606e0b29f5523aef', '44')","(1, '1000835678570277444')"
913,"('0x458ceec48586a85fcfeb4a179706656ee321730e', '44')","(1, '50000017464012319243181')"
861,"('0x44c69653fa05b0e7c12488a4441b9368da43aabd', '44')","(1, '250000000000000000')"
501,"('0x27c77ef94a5d8881f5c5b5bc5580a8e4b6f4bca4', '44')","(2, '1000000000000000000')"
455,"('0x2144bf59c3091ddc81169a3117593f679ecb9859', '44')","(1, '2180704528206234096')"
448,"('0x20a608d30b77773936a3ab3529d339b61dd7cd3d', '44')","(1, '66353233834913632')"
1960,"('0x8d07d225a769b7af3a923481e1fdf49180e6a265', '44')","(1, '7514383348797380917632')"
1760,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '44')","(1, '102756361614140541409')"
2308,"('0xa0e4eccf02f9b83ee1f270c735751d602e88ea1e', '44')","(1, '133164137822141094')"
1135,"('0x54a37d93e57c5da659f508069cf65a381b61e189', '44')","(1, '100080204109739681497268')"
286,"('0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b', '44')","(1, '23636342183685106462089')"
1700,"('0x7f89077b122afaaf6ab50aa12e9cb46bb9a058c4', '44')","(1, '12018207775730000000000')"
760,"('0x3d90377351239a85261ea7d5c2cd68f355b06907', '44')","(1, '49958000000000000')"
1463,"('0x6c5b82ebd4bcde97efbdac727e68b6ca2e45efce', '44')","(1, '1000000000000000000')"
1697,"('0x7f843d2df640b5f986b9c14c405a1728f8084d0b', '44')","(1, '40764096048445855915')"
2063,"('0x90eb355a85ea5324529224945bb55f1960da1b47', '44')","(1, '303187088407392822')"
782,"('0x400704a17a66de7f7682ff230d0cf12225987f4e', '44')","(1, '72970571218355477')"
1337,"('0x63dae0946a44eeead00c8b30ec206fda63f7dfe1', '44')","(1, '50000000000000000')"
543,"('0x2b384212edc04ae8bb41738d05ba20e33277bf33', '44')","(1, '7734943619612216813917')"
1662,"('0x7d4e5ee8ab737ab69ba56bb329e456c715af6786', '44')","(1, '36250000000000000')"
695,"('0x367fbe3fddeb7eb226e05ce42a9f51a8610a5fe2', '44')","(1, '1102172750000000000')"
1356,"('0x6626593c237f530d15ae9980a95ef938ac15c35c', '44')","(1, '126085000035878609070470')"
594,"('0x2cab3506ad7cee6fe29f3a4695f69488baad98ec', '44')","(1, '589033660000000000')"
1357,"('0x6626593c237f530d15ae9980a95ef938ac15c35c', '45')","(1, '126146287238152129952868')"
1718,"('0x8169522c2c57883e8ef80c498aab7820da539806', '45')","(1, '101000024654469732833014')"
327,"('0x18c8f1222083997405f2e482338a4650ac02e1d6', '45')","(2, '18378750000000000000000')"
1961,"('0x8d07d225a769b7af3a923481e1fdf49180e6a265', '45')","(1, '12514383348797380917632')"
862,"('0x44c69653fa05b0e7c12488a4441b9368da43aabd', '45')","(1, '250000000000000000')"
1701,"('0x7f89077b122afaaf6ab50aa12e9cb46bb9a058c4', '45')","(1, '8018207775730000000000')"
1074,"('0x5274b3bebc974f3cf661efe149bf4c6f4cdc59d2', '45')","(1, '4773310000000000000000')"
1136,"('0x54a37d93e57c5da659f508069cf65a381b61e189', '45')","(1, '100075901094472003327941')"
1200,"('0x582cd2fb9b6f228acf4edf8f6c608ddace41d468', '45')","(1, '6563590000000000000000')"
763,"('0x3ddfa8ec3052539b6c9549f12cea2c295cff5296', '45')","(1, '100064778690985130308905')"
402,"('0x1d29756e8f7b091ce6c11a35980de79c7eda5d1f', '45')","(1, '50010460214100608465343')"
421,"('0x1dd7572702295a30201c4e48d19c40bf4eae5962', '45')","(1, '49587850000000000')"
2299,"('0xa0dc2f2f6fd98d9c7254f929db233f149741c432', '45')","(1, '7865130000000000000000')"
2219,"('0x9b68c14e936104e9a7a24c712beecdc220002984', '45')","(1, '10646542728982230078292')"
1761,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '45')","(1, '102756361614140541409')"
1653,"('0x7c59a6ac0edea2375618ef4cb5b1a1e97f8ecb90', '45')","(1, '54544280000000000')"
2315,"('0xa1c7bd2e48f7f3922e201705f3491c841135f483', '45')","(1, '633718610000000000')"
1238,"('0x5bc928bf0dab1e4a2ddd9e347b0f22e88026d76c', '45')","(1, '57785755787858402606729')"
1762,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '46')","(1, '102756361614140541409')"
422,"('0x1dd7572702295a30201c4e48d19c40bf4eae5962', '46')","(1, '49587850000000000')"
2300,"('0xa0dc2f2f6fd98d9c7254f929db233f149741c432', '46')","(1, '7865130000000000000000')"
1940,"('0x8aef943d5a12e77443c14c65412fbf7024274bf8', '46')","(1, '40167370000000000')"
1358,"('0x6626593c237f530d15ae9980a95ef938ac15c35c', '46')","(1, '126146287238152129952868')"
2316,"('0xa1c7bd2e48f7f3922e201705f3491c841135f483', '46')","(1, '633718610000000000')"
328,"('0x18c8f1222083997405f2e482338a4650ac02e1d6', '46')","(2, '18378750000000000000000')"
1075,"('0x5274b3bebc974f3cf661efe149bf4c6f4cdc59d2', '46')","(1, '4773310000000000000000')"
403,"('0x1d29756e8f7b091ce6c11a35980de79c7eda5d1f', '46')","(1, '50010460214100608465343')"
1664,"('0x7d96a6f41fd31c7624f7069415be58b5e3576d34', '46')","(1, '120726851030110267152')"
2220,"('0x9b68c14e936104e9a7a24c712beecdc220002984', '46')","(1, '10646542728982230078292')"
