,id_proposal,support_votes
1958,"('0x353896377b3456595b2c1fc63a0b107551be9e41', '13')","(1, '1000000000000000000')"
1841,"('0x3290603e448a2ce1831a4c4e68385d5e1531aced', '13')","(1, '7925879400560717539')"
897,"('0x197faedea4a4a79332a9f9b4f9430c0f49e5edd5', '13')","(1, '10000000000000000')"
903,"('0x19aaf3138e5859294679f19af871a12aac4c8880', '13')","(1, '1000000000000000000')"
661,"('0x13ac0d7bb293163922ca296a0c3fb1b236c815f0', '13')","(1, '10000000000000000')"
1719,"('0x2e73f6630520a86623d2cc54a7c659827622f3a5', '13')","(1, '0')"
1718,"('0x2e65768a29b5d5aa0f4608feabedffe4d5ece1c5', '13')","(1, '10000000000000000')"
1836,"('0x3266424c9bee709ef24965b0ddfdc504cb382a2a', '13')","(1, '1000000000000000000')"
906,"('0x19bac40e3747992a3d22539976e0aa7cc2de93fd', '13')","(0, '9218148746236061673')"
1124,"('0x1f5e9701091b54457b573f9b9720f87b3fbc97c4', '13')","(1, '1200000000000000000')"
899,"('0x1982ac6974d8722779120204036b1b951d551bd6', '13')","(1, '2048812329596686436')"
970,"('0x1b36b983d9858d6bd253fbbe642a93de68b7ca7f', '13')","(1, '1179171202798698548')"
883,"('0x1905c219482c168a1f016d84446bdb6db3ebd8d1', '13')","(1, '1150000000000000000')"
1944,"('0x34c131566ed45352ba74873ad890e734e17ec020', '13')","(1, '14240000000000000000')"
1077,"('0x1dcb6aca2949a1ba6bc576c46c6f1da1b3ea6dd0', '13')","(1, '110000000000000000')"
710,"('0x149f119543239d0b102bc60e80d0965232229234', '13')","(1, '500000000000000000')"
860,"('0x1857a43cfe391b69e13011b03fd1d3f6a0f4e7d8', '13')","(1, '500000000000000000')"
1089,"('0x1dfe2514cf65ebc27dfa99e1298104edf14be499', '13')","(1, '1000000000000000000')"
862,"('0x185f0bb3e2773fd6a63343301218e267a80f0424', '13')","(1, '1105484639468505717')"
705,"('0x146dac38060ad45f8ef41100b515083e953611a5', '13')","(1, '1200000000000000000')"
1931,"('0x3471dff9cc2db9ab5a2c21e3a702cc138aa36eef', '13')","(1, '1100000000000000000')"
1741,"('0x2f1f1339481746683c47e8713949e6744e7ef8cc', '13')","(1, '2200000000000000000')"
1093,"('0x1e09cf6515977c27d147fb301c14f0c497acd189', '13')","(1, '10000000000000000')"
987,"('0x1b88bdd5954b221fac94619d28ab3b0b8c9d35a7', '13')","(1, '0')"
782,"('0x16ca503edbbccfbbe2520613343770ab863ecf92', '13')","(1, '2000000000000000000')"
870,"('0x187d204d9181f7fd564cff18c7ed938ded3ccba9', '13')","(1, '1100000000000000000')"
982,"('0x1b69525716f8d42dd320c9db69a5f35c46a8769b', '13')","(1, '1000000000000000000')"
877,"('0x18cce26836d780287ba5f99a3a65779799c971f6', '13')","(1, '10000000000000000')"
880,"('0x18d8820a12ce3dd37c94ce710f1917ffdd027790', '13')","(1, '20000000000000000000')"
881,"('0x18f6cbe5dc489232e7115be3100a26602b32a55f', '13')","(1, '1105499996700884241')"
1792,"('0x30a56ab7aa837cc4c33944ea0bd155d45b332c23', '13')","(1, '330000000000000000')"
700,"('0x144fcd02bbe4d2957d6325cec5d7818c708507e6', '13')","(1, '1004000000000000000')"
475,"('0x0d6e5baa9169dcc08080575e978365cb75e05702', '13')","(1, '10000000000000000')"
1156,"('0x200998f1c6bb56b100752c9334dd445c7d0740c3', '13')","(1, '716634399820310867755')"
1349,"('0x2533321a436578c60a176bd7cb0f9b2590a98ea1', '13')","(0, '1255285129448177112812')"
1591,"('0x2b00953d8cb86bac70ed9ab80ffe10766873a3af', '13')","(1, '20000000000000000000')"
265,"('0x0683421bfb3564325752fff10165b859a78a87cb', '13')","(1, '1100000000000000000')"
258,"('0x067b9bbbbc42d2ab9b9ab6bb62646daf7f344a76', '13')","(0, '3300347355000000000000000')"
2168,"('0x3aab9b3145df48a22ae337d50d1d66a3b2a3bda0', '13')","(1, '2005000000000000000')"
251,"('0x065d1087b64cae99db10858e58fa64c403781007', '13')","(1, '1000000000000000000')"
248,"('0x065a88decb0a03618569012ccc28fb9543d7bc1b', '13')","(1, '1100000000000000000')"
1589,"('0x2ae8512b8f0399fd4348b2f4b9a50d03a5a62af5', '13')","(1, '3631214988807209928')"
1585,"('0x2ad369f25161506526bc10c72ebeca2bc8c4fa0d', '13')","(1, '10199900000000000000')"
241,"('0x064a768bb4e79f22ba0dcb3c5d2421ae32d51003', '13')","(1, '1010000000000000000')"
1362,"('0x25ad2667b19e866109c1a93102b816730a6aec3f', '13')","(1, '3247492959357206909')"
2180,"('0x3ae5f59d8813315e17eb3f2bec21c0e935cf0808', '13')","(1, '468448482994237698')"
273,"('0x068db2a4655158bc61e6147c0015bd2c63b4cf08', '13')","(1, '10000000000000000')"
227,"('0x060d25d363fff0a7a1828803d0616d15b92fccc1', '13')","(1, '1100000000000000000')"
1370,"('0x261e1fbc2d5c7200de55289dfab9ebbc5fd585be', '13')","(1, '434000000000000000')"
1376,"('0x2659c70663762de8a1eaef4d9d5947d56a778588', '13')","(1, '1000000000000000000')"
2189,"('0x3aef95f310b1b6023ebd1d3b77fcbc4e285387db', '13')","(1, '1100000000000000000')"
207,"('0x05a5787e3bd8478b9ba08a0ef2036296bc0edf87', '13')","(1, '8656868907010805889')"
1383,"('0x2662c3eae22d15e4e740339f3577bb0c3e1820cb', '13')","(1, '1100000000000000000')"
199,"('0x0586cc847c82397c443992facdc8cae0dba46956', '13')","(1, '10000000000000000')"
1388,"('0x26b14fddc9cecb3becdfb2f63bc464b6e3c4f3c0', '13')","(1, '475000000000000000')"
2199,"('0x3b5362ceb3c417148bbec31c7927c65ff7987326', '13')","(1, '5000000000000000000')"
1568,"('0x2a9891cc210b5ba209a2905cdcd78afc88234ad8', '13')","(1, '1100000000000000000')"
189,"('0x052705855fda32cac7062b721aaa3d968c944641', '13')","(1, '475000000000000000')"
2204,"('0x3b59e42d9f33906ff58813f9bb8be58b185d22f2', '13')","(1, '10540275635755360410')"
187,"('0x0516cf37b67235e07af38ad8e388d0e68089b0f2', '13')","(1, '100000000000000000')"
225,"('0x060bbb0bcc744293a1e7df8dd7cc2ec81951bf94', '13')","(1, '110000000000000000')"
2207,"('0x3b7139715935682c3fc6e4bbd449ba549d3f9946', '13')","(1, '10111100000000000000')"
274,"('0x0696cca4f346552e2a8b822ce9afa50413976a0f', '13')","(1, '12879573112289876091')"
277,"('0x06a6f99b87707e0965c3896280df48e7c99a7562', '13')","(1, '475000000000000000')"
2109,"('0x3969f478bbb2220f625d5d039e74d0f5419b6adf', '13')","(1, '1100000000000000000')"
1298,"('0x23f382ec8386c9e3677a334a03febbab0e9d6ebc', '13')","(1, '1000000000000000000')"
364,"('0x08f53326d22840242dae403d62c866eb80c4251a', '13')","(1, '645617523302717894412')"
359,"('0x08a8af887e0ce6fa2cc8d04e07cee5f535deec0f', '13')","(1, '1100000000000000000')"
1300,"('0x23fcd2644d74df98130caa12bf980af7c0dd2b85', '13')","(1, '330000000000000000')"
1303,"('0x24104dce34b090e94e8f710c3d761362290c8eb9', '13')","(1, '475000000000000000')"
1309,"('0x24157f65d8f9a045ed6c2ef21745788525f5a7a0', '13')","(1, '10000000000000000')"
2130,"('0x39f45cfbfb7340d095318d4ede9583d83158e9dc', '13')","(1, '1100000000000000000')"
338,"('0x080a75c96bf646cd9f78aaf8c9869a510e9c68bb', '13')","(1, '1000000000000000000')"
1319,"('0x242f20589e3aa594d5014a58501f376861984f65', '13')","(1, '11000000000000000000')"
330,"('0x07e4e8066fef2fd448a7707106b264a4221cd588', '13')","(1, '1100000000000000000')"
2139,"('0x3a031cd5d4e1acf9e6897ff87da169ea08ddf22c', '13')","(1, '9747005011013462885')"
1344,"('0x24d886d4783766ff2416400f048065a58d3ed1f4', '13')","(1, '1000000000000000000')"
1322,"('0x244ca346b274de703567ecb7a3d927125389092d', '13')","(1, '100000000000000000')"
2148,"('0x3a409eff50a47aeef294e3f0bb3874490dd99abc', '13')","(1, '2000000000000000000')"
303,"('0x06fb028ba0cb89f9b9049a066e784fd3b8662030', '13')","(1, '10160000000000000000')"
2151,"('0x3a473049904541ee145407b2494b3b5dfbfff82e', '13')","(1, '20000000000000000000')"
1329,"('0x247bcac51c514d28e683d6811ab57c71b5395127', '13')","(1, '10055500000000000000')"
1601,"('0x2b1ad6184a6b0fac06bd225ed37c2abc04415ff4', '13')","(1, '13500027458303739872122811')"
1335,"('0x24b06b32759da77c1cb926cfd0c881967b4b3176', '13')","(1, '1000000000000000000')"
292,"('0x06e2224d72dbc2764e3e9d217b03addae8d22006', '13')","(1, '1000000000000000000')"
2156,"('0x3a945f57ad3cec607987963926e7e67fd3e802bc', '13')","(1, '2988299469320609920')"
610,"('0x1286cbddc7b2cd1a2f32fe920a4fe775643642a8', '13')","(1, '1000000000000000000')"
1339,"('0x24ce9949d53c3147dc30626ca17da0233b7f0ad4', '13')","(1, '1000000000000000000')"
284,"('0x06c4865ab16c9c760622f19a313a2e637e2e66a2', '13')","(1, '1000000000000000000')"
2161,"('0x3aa6605d87f611e43ad0a64740d6bef9b80fcd2c', '13')","(1, '503864478669201595')"
310,"('0x070341aa5ed571f0fb2c4a5641409b1a46b4961b', '13')","(1, '3000000000000000000000000')"
183,"('0x04fda72d3a0dbbfa6793a604cedb5e5631750df2', '13')","(1, '1100000000000000000')"
2211,"('0x3b87180a27490d871048127443c28e1c87d10389', '13')","(1, '1100000000000000000')"
1565,"('0x2a8bc27e9312d0ffb981cefb6b95c65fa2a9f9d2', '13')","(1, '1030000000000000000')"
76,"('0x02446a7eda8401db1e3ad37060042b14910350f0', '13')","(1, '1150000000000000000')"
1468,"('0x289d1955e6bacd8ad7dd8db6e3dfe162c1622f84', '13')","(1, '330000000000000000')"
2255,"('0x3cd5715e4d5ac10696d04f5e8ac358a0402381b9', '13')","(1, '1100000000000000000')"
69,"('0x01a7e44c9c8495f1fdac72298a3c0ebac9f58a55', '13')","(1, '20000000000000000000')"
1470,"('0x28b632aa8f48c7a622cd5bb272222be7dd859208', '13')","(1, '1000000000000000000')"
63,"('0x016d4da7c7cd614cd50149a373873ff090b9782e', '13')","(1, '110000000000000000')"
57,"('0x014607f2d6477badd9d74bf2c5d6356e29a9b957', '13')","(1, '9275263957141915307')"
2262,"('0x3cfe776230ed239510b0e02024c546c39a97d904', '13')","(1, '1000000000000000000')"
53,"('0x014078bd10840e98febe50a372f32dfd4f160e84', '13')","(1, '1105499927312395059')"
51,"('0x013274aa75bbc3bd7acff906e564edbbb50dce08', '13')","(1, '325000000000000000')"
48,"('0x0121ab155dafc3ff69fbb2e822eb497b073ca15c', '13')","(1, '475000000000000000')"
45,"('0x0103badad1f9c2dfb45cf4a6933a0ab7512b118a', '13')","(1, '1100000000000000000')"
1522,"('0x298854f97350790d46bbbe2934a150332974e983', '13')","(1, '1100000000000000000')"
1518,"('0x29601908c6e9edf2673c505f3a48c2fb15ea96fe', '13')","(1, '100000000000000000')"
1516,"('0x2957f4dbb83c99520a3886261ad947f76487f3c9', '13')","(1, '475000000000000000')"
2272,"('0x3d6cd1edbc3e98ec12e8921cc1cda9a1bd13bc64', '13')","(1, '1000000000000000000')"
32,"('0x00d2432e6af76a8150a7609d7ff11dbe44de8e14', '13')","(1, '1050000000000000000')"
1513,"('0x2949764c330a13a00b3b49dd36b1943908d04e09', '13')","(1, '1000000000000000000')"
1485,"('0x2903452ad7e921ce9a33e91913beb260120bae30', '13')","(1, '2000000000000000000')"
26,"('0x007a46c7474f2c2b5de40ef7da9dd4fb919631e2', '13')","(1, '1000000000000000000')"
24,"('0x006c22d53d2829b53ffd5686706e806513b351ff', '13')","(1, '10000000000000000')"
20,"('0x00583e835ecdb3b289c3380aa0ae894636568dec', '13')","(1, '1000000000000000000')"
17,"('0x00432772ed25d4eb3c6eb26dc461239b35cf8760', '13')","(1, '100000000000000000')"
2278,"('0x3d8983f01b2088f05497079cd0edda9760eeadb6', '13')","(1, '2000000000000000000')"
2279,"('0x3d8a6990a98910fe87d007c78a1d632b91dc7ca9', '13')","(1, '0')"
1501,"('0x2932f6f3e0b803764a5db5c75eed3fa5ab0de2cf', '13')","(1, '1000000000000000000')"
42,"('0x00ee80c322d6e956d2629a73223605bbda946f2d', '13')","(1, '4924370817858769087')"
1461,"('0x285ab8b73531a59bcb01b7f2028a66aa377e697b', '13')","(1, '6746003073007802085')"
86,"('0x029c2b606a3cc5fad262dd2cfb944412c22d958e', '13')","(1, '1000000000000000000')"
2243,"('0x3cbda54c6dc2858c44dd35dbdbe83f9f4fd7475a', '13')","(1, '5020000000000000000')"
175,"('0x04e6720771508f835765e95cdc0ff71cf31403ba', '13')","(1, '1250000000000000000')"
1398,"('0x26f807397390e6d91b940215fa71647f3c4d4395', '13')","(1, '100000000000000000')"
172,"('0x04b6ea5a19b8945eddc4a141408ec34c2a55a34e', '13')","(1, '29028695276487534063')"
1401,"('0x270d270e5b4d1d6179a8ea4098cd963c11e64cf8', '13')","(1, '1100000000000000000')"
1563,"('0x2a6e5d2085098c75d19800950b228e3e196dc192', '13')","(1, '1000000000000000000')"
1561,"('0x2a34c73e3cbe3fb076210367ac742275ca4e18f1', '13')","(1, '1105499996704342244')"
2221,"('0x3b9d5114c279ade3dd99b5a14218c645f6ad433a', '13')","(1, '1131501702908585946')"
1559,"('0x2a2c64a7f3357231acc1ca5cb9b59d67215a8ad3', '13')","(1, '1000000000000000000')"
1553,"('0x29f80426f1acbdcb2cae32c413207d6eed5078ad', '13')","(1, '475000000000000000')"
151,"('0x0451b615e759a96da37f3baf3f64a891114262cf', '13')","(1, '10000000000000000')"
2224,"('0x3ba89593f94ee0480650bed3160f212cdfbd2ead', '13')","(1, '110000000000000000')"
146,"('0x0441ec544c5a2577fd37b18adc551a83a627a2eb', '13')","(1, '1000000000000000000')"
144,"('0x043496ac4a5ec7d01ea168be981951278ab75c67', '13')","(1, '10000000000000000')"
1550,"('0x29f387ade2a5ae3c93defd52f2a5fa535cab666e', '13')","(1, '2500000000000000000000000')"
140,"('0x04248fe487910f21fa3be187fc84b0873d1ff1af', '13')","(1, '500000000000000000')"
136,"('0x03dd5a390f1cdd203f41bfc681a98e741f3e5ac3', '13')","(1, '1100000000000000000')"
1426,"('0x27695076ef87e7749ee7ca387f47549ee55dade3', '13')","(1, '1000000000000000000')"
127,"('0x03c855665161246a40a02869c7879f8d99683bf5', '13')","(1, '1100000000000000000')"
1545,"('0x29d26dbb9915a8a6687db8933d6276c930e3d126', '13')","(1, '2200000000000000000')"
117,"('0x039a5dc237bb1d02b7ca483c6e4c640a70103bd0', '13')","(1, '1000000000000000000')"
115,"('0x0390155199d42ab46ae0ed73a2736061ad13577f', '13')","(1, '2000000000000000000')"
1540,"('0x29bed086b7582a84dd1f290a37e9ea75fe7e8125', '13')","(1, '1000000000000000000')"
2236,"('0x3c807af9ab4b6be4b0740bfe464dc0df2a8e519b', '13')","(1, '1200000000000000000')"
102,"('0x03154b9e76b3e6eb27357ccfd638f9ac9085e8b3', '13')","(1, '10000000000000000')"
1536,"('0x29b13c21a05c0aa8bcbaedba11ddffa8c816ec02', '13')","(1, '1100000000000000000')"
1526,"('0x29a0f7d68d3d3f0dbfebc4a526f62f50e3b6eb63', '13')","(1, '2000000000000000000')"
1454,"('0x285179ee774a014d78f6efe660ef228de9b86bf1', '13')","(1, '475000000000000000')"
1627,"('0x2c17c733cefc0e618850b546d9df53cdbfa29725', '13')","(1, '1000000000000000000')"
2102,"('0x39643f31647d78fe1ccfbd9b95c1155262a0f55c', '13')","(1, '110000000000000000')"
287,"('0x06ce5fee10fe4cb86976ed7637fe224ac94d3b52', '13')","(1, '1100000000000000000')"
2099,"('0x395f23d33e981d6e1b5930571955c7358b3a14e8', '13')","(1, '2000000000000000000')"
2034,"('0x37335c7911924909e2c542282be3474b7f6a70db', '13')","(1, '2000000000000000000')"
2037,"('0x373be74324aff93be17fce300173aaebb999e7ba', '13')","(1, '1030000000000000000')"
504,"('0x0e4cb981aa087847ef0c9f0c0989d884a86d04c3', '13')","(1, '500000000000000000')"
1217,"('0x223cf852a2320b7d451bbf5ff8e97cc3aa6fec9b', '13')","(1, '499999999999999999')"
502,"('0x0e33c24c3b211754ddde04df270ac12c2e984e6d', '13')","(1, '867794060000000000')"
498,"('0x0e2c6ef85d0e8ec4b760e59b79d7180a58a18c0f', '13')","(1, '1100000000000000000')"
2046,"('0x3773fef9b7df2f4bd8e108dbed91313928cd5400', '13')","(1, '10000000000000000')"
1226,"('0x227b42629afb82dd5f6c137dabc4cce8421b5341', '13')","(1, '1000000000000000000')"
1228,"('0x228f20fa972ff267fdf40ffb9532b139a0f5fc2e', '13')","(1, '1250000000000000000')"
483,"('0x0da1d27ab726669ed32ff3963cd9167ffaa04742', '13')","(1, '3100000000000000000')"
1673,"('0x2cfc3058f6a80b178716a26dad6769d44d9942c7', '13')","(1, '1000000000000000000')"
2051,"('0x3790ecffb4e44efbdd8e29a432c5c3aa93de436a', '13')","(1, '5000000000000000000')"
1235,"('0x22b5b949c5e9d690a2b8d7bc7bb46721b2d496a3', '13')","(1, '1100000000000000000')"
467,"('0x0d15992f28c3a2db5b13c9c481ae5c4651556688', '13')","(1, '100000000000000000')"
465,"('0x0d1456a83ce96e010db1fcba4e71bbc6c3a18452', '13')","(1, '110000000000000000')"
461,"('0x0ce152623649e9b8f514ba0cb530f035b7552c35', '13')","(1, '100000000000000000')"
1238,"('0x22bfd731b25d54ab7f978eacb54f1a5fe80903eb', '13')","(1, '20000000000000000')"
2059,"('0x382a3c082c06543f4f59a88edd9a64eb41410996', '13')","(1, '1000000000000000000')"
1241,"('0x22c3d7c9ed58ca1cb38e7557e28bd8999f3e66e4', '13')","(1, '475000000000000000')"
453,"('0x0c3d15dfc86ed69df4d77374275507c1450a886d', '13')","(1, '0')"
2063,"('0x3891e54bb321a2889c6fbfd8efaf5d536627550c', '13')","(1, '330000000000000000')"
2066,"('0x38a05492029ef8cd1fe9e1193bbed1d3eef2f31a', '13')","(1, '10077700000000000000')"
479,"('0x0d864db5d480b559d85c99fe0e316f3502fea62c', '13')","(1, '1100000000000000000')"
443,"('0x0b492b241ece8e17de0471903c254ceb4c5f893f', '13')","(1, '1100000000000000000')"
518,"('0x0f6f4af413baffa1414841bbce810dda68cf609d', '13')","(1, '10155500000000000000')"
1209,"('0x220452c66d0ccd7a46c064da784c444939509821', '13')","(1, '580000000000000000')"
1694,"('0x2d564fb4dfc50f300fcadb6b2cdf14bd2de1bed8', '13')","(1, '1000000000000000000')"
596,"('0x11d79ce73bce4c3a6928bb79720d0d70f6d1436f', '13')","(1, '1100000000000000000')"
1989,"('0x35e6fc00e3f190a8dfe15faa219368a01028ec14', '13')","(1, '100000000000000000')"
1162,"('0x2069fb2721738b4c38e5d916ca9a9e3a5a35a62d', '13')","(1, '1200000000000000000')"
589,"('0x11d59c248b80e6096331dcb6260401758960c28d', '13')","(1, '100000000000000000')"
584,"('0x11a707db15bae7eb6662356d9930b779e17f846c', '13')","(1, '1000000000000000000')"
1996,"('0x3617f9e9d601483cba5239aaf5a3912edf752d0b', '13')","(1, '0')"
579,"('0x1196d9633512585b6858e44672df3e2d9c401e8d', '13')","(1, '1000000000000000000')"
1686,"('0x2d44cc4992684256b637f3c63731f1b7cdfa1c19', '13')","(1, '1100000000000000000')"
1181,"('0x2117eb88300a5afa11ee55e3c4f2ff0157718bd1', '13')","(1, '2000000000000000000')"
520,"('0x0f7974fc4a15ad9e0c177748264beea72af7749a', '13')","(1, '1010000000000000000')"
564,"('0x110ef3690d553584073016287f3406955430c8ab', '13')","(1, '1200000000000000000')"
1196,"('0x218a1ef42ae86043f4d5c215f36a337ae0270b19', '13')","(1, '1105499928121774198')"
553,"('0x1071a56413701b104f35fcd0a94822457e512114', '13')","(1, '1000000000000000000')"
550,"('0x1043a873b4d7dda04bd63f0b35cd94c4da60fa20', '13')","(1, '475000000000000000')"
2016,"('0x36d74b81006732a0b24218a562b6b6c774c91113', '13')","(1, '1004999937273095767')"
2021,"('0x36fd38a212124a936c593f9c66163bd2f8445845', '13')","(1, '1100000000000000000')"
540,"('0x0ff9b6ab6ec58ceb6d5ae8a1690dd5a0959ad002', '13')","(1, '100000000000000000')"
536,"('0x0fbed08f678ad127600a740f4758cb82d7c761b8', '13')","(1, '300000000000000000')"
530,"('0x0f7e46d4a4397d06d43567c9f161ec2bba57cf8e', '13')","(1, '10090000000000000000')"
2025,"('0x371ea1e8fcb52083a2a6ee8bb44bb5540939fb82', '13')","(1, '100000000000000000')"
1207,"('0x21eae6e365aeb7cd907473ec12176d0976914e68', '13')","(1, '1100000000000000000')"
2013,"('0x367fd2379fa8f8d607b1498fd0b1f555a0b86889', '13')","(1, '1100000000000000000')"
1244,"('0x22c85d797f39952af77803f47bf65183ebfeccc0', '13')","(1, '475000000000000000')"
1669,"('0x2cced186c0b172443884b0dae52695e847ee010d', '13')","(1, '2537965491622774106')"
1639,"('0x2c299d42a05aaaae0fa6b55eb1c89bdba774af8d', '13')","(1, '1120000000000000000')"
1276,"('0x237d29b88ac4dffb3a3d6cc3d7fc407bcd8459c9', '13')","(1, '2000000000000000000')"
1636,"('0x2c288f6c247b24b8db77a6919db9ce6f1a060f68', '13')","(1, '1100000000000000000')"
1656,"('0x2cc58dd8ed25c1449f0bfaa7e8fc68e2dfb02162', '13')","(1, '1105499996735125122')"
436,"('0x0b41b1a7e107e2b126ce02d54f163531164e7894', '13')","(1, '100000000000000000')"
421,"('0x0aee7893ca0387cfab680e402f325e995712fff4', '13')","(1, '7655104458595281284')"
1255,"('0x232c0ff7dbabc99fdc31816fbbbc8aaf78db9173', '13')","(1, '10000000000000000')"
1650,"('0x2c7e6ffc2964f1d737cc77bd64449e6d07c4461e', '13')","(1, '1100000000000000000')"
434,"('0x0b3240851e92ffc80e837f53aa7560cbe1290f57', '13')","(1, '2000000000000000000')"
428,"('0x0b004e3d468228f36f3e756d96c9894240e13349', '13')","(1, '1100000000000000000')"
432,"('0x0b16f444c02aa40886f0b8d4dd522e9cc2db9444', '13')","(1, '1000000000000000000')"
2087,"('0x3936ae29e90ca1cff4edf29bcd16cca09d7c08df', '13')","(1, '1100000000000000000')"
1257,"('0x2339145825894aaa5c5e53fde3ce27791dda138b', '13')","(1, '475000000000000000')"
411,"('0x0ac71a1ed2afa45cc4b29fe734a9e28c980f61e6', '13')","(1, '1100000000000000000')"
331,"('0x07e4e8066fef2fd448a7707106b264a4221cd588', '14')","(1, '1100000000000000000')"
1551,"('0x29f387ade2a5ae3c93defd52f2a5fa535cab666e', '14')","(1, '2500000000000000000000000')"
916,"('0x19e1e9e6eef7df468659fa0db1a1868c9b91565d', '14')","(1, '1100000000000000000')"
360,"('0x08a8af887e0ce6fa2cc8d04e07cee5f535deec0f', '14')","(1, '1100000000000000000')"
1320,"('0x242f20589e3aa594d5014a58501f376861984f65', '14')","(1, '11000000000000000000')"
758,"('0x15dc00582e988ad3253102f78880aaa3e29448a5', '14')","(1, '1100000000000000000')"
1670,"('0x2cced186c0b172443884b0dae52695e847ee010d', '14')","(1, '2537965491622774106')"
718,"('0x14adbd90732eb4fa7201ba114fb3100d8a9d093e', '14')","(1, '1100000000000000000')"
499,"('0x0e2c6ef85d0e8ec4b760e59b79d7180a58a18c0f', '14')","(1, '1100000000000000000')"
1064,"('0x1d8138a906ed6fec70e31a7f1ad4e298cc4dfcfb', '14')","(1, '1100000000000000000')"
1218,"('0x223cf852a2320b7d451bbf5ff8e97cc3aa6fec9b', '14')","(1, '499999999999999999')"
625,"('0x12cd3dca194161fe3535755075499f115982ee63', '14')","(1, '2000000000000000000')"
1790,"('0x3083d29102f5447a00cde3c3b28b39650cd131ef', '14')","(1, '10000000000000000')"
1854,"('0x329a8ddfed3de5172b984053d4d7f64f2e2189dc', '14')","(1, '2000000000000000000')"
1954,"('0x34da486af783f60556b3d2982a85a2ee9844e90c', '14')","(1, '1100000000000000000')"
164,"('0x046f601cbcbfa162228897ac75c9b61daf5cee5f', '14')","(1, '300000000000000000')"
1850,"('0x329a7abf78f3c0dd693c47f787676b9b85b31dad', '14')","(1, '1100000000000000000')"
339,"('0x080a75c96bf646cd9f78aaf8c9869a510e9c68bb', '14')","(1, '1000000000000000000')"
983,"('0x1b69525716f8d42dd320c9db69a5f35c46a8769b', '14')","(1, '1000000000000000000')"
1502,"('0x2932f6f3e0b803764a5db5c75eed3fa5ab0de2cf', '14')","(1, '1000000000000000000')"
1837,"('0x3266424c9bee709ef24965b0ddfdc504cb382a2a', '14')","(1, '1000000000000000000')"
2014,"('0x367fd2379fa8f8d607b1498fd0b1f555a0b86889', '14')","(1, '1100000000000000000')"
645,"('0x13517bd349beba393bd3224cf9351bcf2e1cd7e9', '14')","(1, '1100000000000000000')"
1537,"('0x29b13c21a05c0aa8bcbaedba11ddffa8c816ec02', '14')","(1, '1100000000000000000')"
1637,"('0x2c288f6c247b24b8db77a6919db9ce6f1a060f68', '14')","(1, '1100000000000000000')"
2235,"('0x3c7d5bb537abae440e0abe552342f422a4b1e6c1', '14')","(1, '3114572176383939546')"
1967,"('0x3560e6ae93b34399c75a853704ac83e8102ca27b', '14')","(1, '1100000000000000000')"
1842,"('0x3290603e448a2ce1831a4c4e68385d5e1531aced', '14')","(1, '7925879400560717539')"
871,"('0x187d204d9181f7fd564cff18c7ed938ded3ccba9', '14')","(1, '1100000000000000000')"
2088,"('0x3936ae29e90ca1cff4edf29bcd16cca09d7c08df', '14')","(1, '1100000000000000000')"
636,"('0x13075e264b96173be15846381d7c6b37a72c712a', '14')","(1, '1100000000000000000')"
2131,"('0x39f45cfbfb7340d095318d4ede9583d83158e9dc', '14')","(1, '1100000000000000000')"
128,"('0x03c855665161246a40a02869c7879f8d99683bf5', '14')","(1, '1100000000000000000')"
1427,"('0x27695076ef87e7749ee7ca387f47549ee55dade3', '14')","(1, '1000000000000000000')"
878,"('0x18cce26836d780287ba5f99a3a65779799c971f6', '14')","(1, '10000000000000000')"
1125,"('0x1f5e9701091b54457b573f9b9720f87b3fbc97c4', '14')","(1, '1200000000000000000')"
2256,"('0x3cd5715e4d5ac10696d04f5e8ac358a0402381b9', '14')","(1, '1100000000000000000')"
874,"('0x1887827268d3bba90144a8d322a1415e88f05b67', '14')","(1, '1020000000000000000')"
2110,"('0x3969f478bbb2220f625d5d039e74d0f5419b6adf', '14')","(1, '1100000000000000000')"
1433,"('0x27a69ffba1e939ddcfecc8c7e0f967b872bac65c', '14')","(1, '2100000000000000000')"
1901,"('0x33ab8893a24313205f4addd4f093fbaaf14cc520', '14')","(1, '1000000000000000000')"
184,"('0x04fda72d3a0dbbfa6793a604cedb5e5631750df2', '14')","(1, '1100000000000000000')"
311,"('0x070341aa5ed571f0fb2c4a5641409b1a46b4961b', '14')","(1, '3000000000000000000000000')"
1279,"('0x23863232e9cb3d80e7378dc2fde29ae3277d6b4f', '14')","(1, '25155202715097164')"
1040,"('0x1ce646addbfee5e79bc798caeec27535ee2dd253', '14')","(1, '1100000000000000000')"
1480,"('0x2900a1701bc7398a4203cc4f331138b75ce86c5d', '14')","(1, '0')"
1363,"('0x25ad2667b19e866109c1a93102b816730a6aec3f', '14')","(1, '3247492959357206909')"
1236,"('0x22b5b949c5e9d690a2b8d7bc7bb46721b2d496a3', '14')","(1, '1100000000000000000')"
1742,"('0x2f1f1339481746683c47e8713949e6744e7ef8cc', '14')","(1, '2200000000000000000')"
1651,"('0x2c7e6ffc2964f1d737cc77bd64449e6d07c4461e', '14')","(1, '1100000000000000000')"
249,"('0x065a88decb0a03618569012ccc28fb9543d7bc1b', '14')","(1, '1100000000000000000')"
222,"('0x0608ea05f2272bd4da79a8d8262ce9e3dfa5e3fa', '14')","(1, '2100000000000000000')"
