,id_proposal,support_votes
275,"('0x0699ec3eecd6600fae13bca4c32e3bddd7fb1f64', '17')","(1, '1000000000000000000')"
2163,"('0x3aab9b3145df48a22ae337d50d1d66a3b2a3bda0', '17')","(1, '2005000000000000000')"
269,"('0x068db2a4655158bc61e6147c0015bd2c63b4cf08', '17')","(1, '10000000000000000')"
260,"('0x0683421bfb3564325752fff10165b859a78a87cb', '17')","(1, '1100000000000000000')"
1421,"('0x27695076ef87e7749ee7ca387f47549ee55dade3', '17')","(1, '1000000000000000000')"
1355,"('0x25ad2667b19e866109c1a93102b816730a6aec3f', '17')","(1, '3247492959357206909')"
244,"('0x065a88decb0a03618569012ccc28fb9543d7bc1b', '17')","(1, '1100000000000000000')"
141,"('0x043496ac4a5ec7d01ea168be981951278ab75c67', '17')","(1, '10000000000000000')"
1416,"('0x275ac4348fe1662b6abe6390a95f14da82725917', '17')","(1, '1000000000000000000')"
147,"('0x0451b615e759a96da37f3baf3f64a891114262cf', '17')","(1, '10000000000000000')"
297,"('0x06fb028ba0cb89f9b9049a066e784fd3b8662030', '17')","(1, '10160000000000000000')"
2173,"('0x3adfcfe5d6322fd621eafdd1a5ac2fd670f0b72b', '17')","(1, '1050000000000000000')"
1410,"('0x274fc04a6a4c6504f692b94bdb089c7ab2106dfd', '17')","(1, '5320000000000000000')"
1371,"('0x26463f18fa1f6d850542b13376edc152ca8e970d', '17')","(1, '706211380000000000000')"
1575,"('0x2abe17573eecffa13cc2ae7d6911028e07339ad9', '17')","(1, '1200000000000000000')"
2182,"('0x3aef95f310b1b6023ebd1d3b77fcbc4e285387db', '17')","(1, '1100000000000000000')"
1378,"('0x2662c3eae22d15e4e740339f3577bb0c3e1820cb', '17')","(1, '1100000000000000000')"
154,"('0x046a65107b7f4ca5ba7742b928303c0f0917d843', '17')","(1, '1000000000000000000')"
160,"('0x046f601cbcbfa162228897ac75c9b61daf5cee5f', '17')","(1, '300000000000000000')"
2217,"('0x3b9d5114c279ade3dd99b5a14218c645f6ad433a', '17')","(1, '1131501702908585946')"
2192,"('0x3b1d110a16b45b97c32d9ccdefb6a8ebe157c414', '17')","(1, '2100000000000000000')"
1385,"('0x267469ed38fdeb0d066323bccc94045f6a08d6de', '17')","(1, '1500000000000000000')"
2194,"('0x3b22f3984b76755a98c4a608ff447fba19984732', '17')","(1, '0')"
196,"('0x0586cc847c82397c443992facdc8cae0dba46956', '17')","(1, '10000000000000000')"
2214,"('0x3b9140b5c1e5217d3361882c23b64950ee7a758b', '17')","(1, '5010000000000000000')"
191,"('0x056d6b0c371a05d309915fb746b7ad7bcf470135', '17')","(1, '0')"
1364,"('0x25b3325d06fd716997f89ed749254c2a8f7093a6', '17')","(1, '1010000000000000000')"
87,"('0x02d3f72607af14017dfa25006d8daa2522a43866', '17')","(1, '245182110000000000')"
1332,"('0x24aa17b1d585431bf32137555b9f09b3ff2185a2', '17')","(1, '1000000000000000000')"
2152,"('0x3a62bbfed018d4fc9f895fff75bf66295a14776b', '17')","(1, '1000000000000000000')"
1456,"('0x285ab8b73531a59bcb01b7f2028a66aa377e697b', '17')","(1, '6746003073007802085')"
393,"('0x0a0329fc0bb611bf3996b9cbc8e8466b315257a6', '17')","(1, '300000000000000000')"
390,"('0x09f35a3004fc2820556d17f57ad7d1a948d37486', '17')","(1, '1000000000000000000')"
92,"('0x02d4a61874e467a1c33a954a960e6cd3006581c7', '17')","(1, '1010000000000000000')"
1286,"('0x23c4111d6f85de542dd8ad911c7c3cc66e98faa7', '17')","(1, '2000000000000000000')"
95,"('0x02d580308124823202be80aed748e6eeb6853728', '17')","(1, '5060000000000000000')"
1531,"('0x29b13c21a05c0aa8bcbaedba11ddffa8c816ec02', '17')","(1, '1100000000000000000')"
2104,"('0x3969f478bbb2220f625d5d039e74d0f5419b6adf', '17')","(1, '1100000000000000000')"
1394,"('0x26f807397390e6d91b940215fa71647f3c4d4395', '17')","(1, '100000000000000000')"
1294,"('0x23ee739530231e7aff44a386dcbab639a6c04c92', '17')","(1, '1000000000000000000')"
376,"('0x09833dca7ab636ec7058809876b88046738e2940', '17')","(1, '0')"
2111,"('0x396ca2bae618e46e3d943c6e194f17230243b9e8', '17')","(1, '2000000000000000000')"
354,"('0x08a8af887e0ce6fa2cc8d04e07cee5f535deec0f', '17')","(1, '1100000000000000000')"
98,"('0x03154b9e76b3e6eb27357ccfd638f9ac9085e8b3', '17')","(1, '10000000000000000')"
122,"('0x03c855665161246a40a02869c7879f8d99683bf5', '17')","(1, '1100000000000000000')"
2238,"('0x3cbda54c6dc2858c44dd35dbdbe83f9f4fd7475a', '17')","(1, '5020000000000000000')"
1305,"('0x24157f65d8f9a045ed6c2ef21745788525f5a7a0', '17')","(1, '10000000000000000')"
344,"('0x08412f929705695c90fabbe94cb451dab1ff0918', '17')","(1, '47090000000000000000')"
1312,"('0x242f20589e3aa594d5014a58501f376861984f65', '17')","(1, '11000000000000000000')"
340,"('0x082a7745762a21089d79b7ae877d77481adb823e', '17')","(1, '0')"
2132,"('0x39fbd0f137740f9f2878048941d3f4737fd197a3', '17')","(1, '6062133023138258658')"
1440,"('0x27b96c5808e1f6ce132d69b029dff69ff5b71973', '17')","(1, '1000000000000000000')"
333,"('0x080a75c96bf646cd9f78aaf8c9869a510e9c68bb', '17')","(1, '1000000000000000000')"
326,"('0x07e4e8066fef2fd448a7707106b264a4221cd588', '17')","(1, '1100000000000000000')"
2145,"('0x3a409eff50a47aeef294e3f0bb3874490dd99abc', '17')","(1, '2000000000000000000')"
313,"('0x070dd7b81dee74e311ad5510a73baf8eb229b508', '17')","(1, '0')"
1605,"('0x2b3aacbe4e64af73510d5e7fd838d741381ff210', '17')","(1, '1105000000000000000')"
109,"('0x0383d0f907b27709a42f778c1f8f163cce1caaba', '17')","(1, '5000000000000000000')"
1435,"('0x27b0fc6c4a5a0cf213a570097279a5bde61214d2', '17')","(1, '2000000000000000000')"
2233,"('0x3c7d5bb537abae440e0abe552342f422a4b1e6c1', '17')","(1, '2114572176383939546')"
2125,"('0x39f45cfbfb7340d095318d4ede9583d83158e9dc', '17')","(1, '1100000000000000000')"
524,"('0x0f7e46d4a4397d06d43567c9f161ec2bba57cf8e', '17')","(1, '10090000000000000000')"
1812,"('0x32066c4ae40983d9d18b211fde0fee01ceaff6b5', '17')","(1, '10150000000000000000')"
1785,"('0x3083d29102f5447a00cde3c3b28b39650cd131ef', '17')","(1, '10000000000000000')"
1883,"('0x335d2d954cec61cb4673780300d890340a29dd99', '17')","(1, '1000000000000000000')"
676,"('0x13c55bd2766925b19cf80657717b949793c5329f', '17')","(1, '0')"
1020,"('0x1c647f52c6a07427b50264652c5db12eda3fd6ca', '17')","(1, '1100000000000000000')"
1728,"('0x2ea30c330081bd490b0af1231d9052010a9bd841', '17')","(1, '1200000000000000000')"
798,"('0x170af212bcd8c5341bbbf287ea557b0ac9611cbc', '17')","(1, '1100000000000000000')"
1782,"('0x30825c62c6be638c84a3149e3c71dac79bf864f3', '17')","(1, '1000000000000000000')"
667,"('0x13bdae8c5f0fc40231f0e6a4ad70196f59138548', '17')","(1, '2500037927160073912603303')"
663,"('0x13b83ab0d32d61768e0c304c6b3cd0b0ea03b969', '17')","(1, '1000000000000000000')"
1961,"('0x3560e6ae93b34399c75a853704ac83e8102ca27b', '17')","(1, '1100000000000000000')"
1118,"('0x1f5e9701091b54457b573f9b9720f87b3fbc97c4', '17')","(1, '1200000000000000000')"
809,"('0x172ccfa1484142356bc54edc7073b03eae10e2f6', '17')","(1, '0')"
1015,"('0x1be8f479bd8da6374ada90b347cb261544346ae6', '17')","(1, '2000000000000000000')"
791,"('0x17061b08892224811aeefa2152118eaa337614ac', '17')","(1, '1343545957065882306')"
1875,"('0x3327da45e4be37e57101f3a327cd166a335c3142', '17')","(1, '2000000000000000000')"
825,"('0x177821cbe97b3eb0a20de1fd534bc7160cbcd76e', '17')","(1, '10000000000000000000')"
1715,"('0x2e65768a29b5d5aa0f4608feabedffe4d5ece1c5', '17')","(1, '10000000000000000')"
1765,"('0x300871c1c6024f8f9a7afe3bf22f3d538c8b96ae', '17')","(1, '0')"
1127,"('0x1f63690d46ac591366508eb66ff585f6d0bfc42e', '17')","(1, '10160000000000000000')"
1969,"('0x3566bfa6ee5ab3533efe4fc320515ed6b7ff56e0', '17')","(1, '5040000000000000000')"
1863,"('0x32bffa97bb062f845089791c708059836aec8c0f', '17')","(1, '5040000000000000000')"
640,"('0x13517bd349beba393bd3224cf9351bcf2e1cd7e9', '17')","(1, '1100000000000000000')"
1972,"('0x35727914e4d8fdcf1c0d25f56902a93fbf3fd412', '17')","(1, '0')"
1002,"('0x1bac87b9b9c9c7463cee1d0e6b40782bc7366933', '17')","(1, '1200000000000000000')"
846,"('0x17f2f651d2f4171642dcc13e9ad9c9afee9f8131', '17')","(1, '1000000000000000000')"
1140,"('0x1f912cf70d9633cb488836aff039e09b87de6cc6', '17')","(1, '9500000000000000000')"
630,"('0x13075e264b96173be15846381d7c6b37a72c712a', '17')","(1, '1100000000000000000')"
657,"('0x13ac0d7bb293163922ca296a0c3fb1b236c815f0', '17')","(1, '10000000000000000')"
993,"('0x1ba1ff69f03d38af7ef40e3afdc53ad073eb4642', '17')","(1, '10026930622105120648')"
1949,"('0x34da486af783f60556b3d2982a85a2ee9844e90c', '17')","(1, '1100000000000000000')"
1734,"('0x2f1f1339481746683c47e8713949e6744e7ef8cc', '17')","(1, '2200000000000000000')"
740,"('0x159b7810d9bf54ce1879173b1d84e468f0cf4cfe', '17')","(1, '1100000000000000000')"
1058,"('0x1d8138a906ed6fec70e31a7f1ad4e298cc4dfcfb', '17')","(1, '1100000000000000000')"
752,"('0x15dc00582e988ad3253102f78880aaa3e29448a5', '17')","(1, '1100000000000000000')"
1767,"('0x301b1d29d164db632c30aead9354c3cb48d6f71d', '17')","(1, '0')"
730,"('0x1555b33aada7318b09f9bedec86ef312006c4f2d', '17')","(1, '10000000000000000000')"
1921,"('0x3442a4da6d8d6584997158c9c95a05cf5cdd9190', '17')","(1, '1000000000000000000')"
722,"('0x14fd9303bf2386b47c6ad72631fed472a43214c6', '17')","(1, '4334643196682516982')"
1074,"('0x1dc80579faba8aba0d7ead9e25072d0b457fc0a8', '17')","(1, '1000000000000000000')"
1052,"('0x1d5a8d29165dd9952145dab47e0d0e740a2eee91', '17')","(1, '0')"
1926,"('0x3471dff9cc2db9ab5a2c21e3a702cc138aa36eef', '17')","(1, '1100000000000000000')"
759,"('0x15de8a2c9957b7e316f411a3e0fefc59788ec1d5', '17')","(1, '1000000000000000000')"
1078,"('0x1dd49fd8f79ffa7d6d44fe75801f5e463bd4bc59', '17')","(1, '5102999000000000000000')"
1103,"('0x1ea573d67551947be7cae8b8a39bec5213287bbf', '17')","(1, '14000000000000000000')"
762,"('0x1600ff0bb36fefbd533c50ed9712703b00fff3d5', '17')","(1, '1000000000000000000')"
771,"('0x16aa0b44cee3e2dcbcc9ef3a4da19f0e4cdf700a', '17')","(1, '1000000000000000000')"
1896,"('0x33a74ed005785a83295d3ebe7e9fee647c3b4246', '17')","(1, '2689964110143276898')"
1083,"('0x1dd7c29dba3cfc8cd64220f7331e214a791a5989', '17')","(1, '1000000000000000000')"
1771,"('0x303f2a108d3a49be4ba820216a6071578fd03dc4', '17')","(1, '1100000000000000000')"
1746,"('0x2f781bbb703ed00fcb5bc620dc78a4a2d9d8cfd1', '17')","(1, '300000000000000000')"
712,"('0x14adbd90732eb4fa7201ba114fb3100d8a9d093e', '17')","(1, '1100000000000000000')"
1035,"('0x1ce646addbfee5e79bc798caeec27535ee2dd253', '17')","(1, '1100000000000000000')"
1090,"('0x1e09cf6515977c27d147fb301c14f0c497acd189', '17')","(1, '10000000000000000')"
1894,"('0x338b66afdd5b66371f661c260c338766114df272', '17')","(1, '1000000000000000000')"
780,"('0x16ca503edbbccfbbe2520613343770ab863ecf92', '17')","(1, '2000000000000000000')"
702,"('0x146ab635fd9f49a57ceaeed6347fd4f9f4349ae4', '17')","(1, '1144160545720000000')"
1892,"('0x33881764ded2569366352e148434b66748c6c00c', '17')","(1, '1000000000000000000')"
1903,"('0x33ce1310e0e95bdb74fe3ba755231b0fe1849105', '17')","(1, '0')"
849,"('0x18103eefbb3d567efee4522c3721a5a129ee893c', '17')","(1, '5000000000000000000')"
747,"('0x15bcffed6c0d50da1639fd48c6831ff75573651b', '17')","(1, '1636290627820835371')"
1844,"('0x329a7abf78f3c0dd693c47f787676b9b85b31dad', '17')","(1, '1100000000000000000')"
942,"('0x1a9d278b73ae75c6ff67c82b5a427d47e382ac40', '17')","(1, '10000000000000000')"
980,"('0x1b69525716f8d42dd320c9db69a5f35c46a8769b', '17')","(1, '1000000000000000000')"
605,"('0x1286cbddc7b2cd1a2f32fe920a4fe775643642a8', '17')","(1, '1000000000000000000')"
893,"('0x197faedea4a4a79332a9f9b4f9430c0f49e5edd5', '17')","(1, '10000000000000000')"
1688,"('0x2d4f27d56c17df538de16e601bdc44d365d0aab3', '17')","(1, '1500000000000000000')"
1820,"('0x3216144140da978122d8876450c3257bea45f3c6', '17')","(1, '1000000000000000000')"
591,"('0x11d79ce73bce4c3a6928bb79720d0d70f6d1436f', '17')","(1, '1100000000000000000')"
1186,"('0x2146fa841f0c1076c064e14c05ffff6e7ba41865', '17')","(1, '0')"
904,"('0x19abf35c71adf2a81933e81cd7662b6a1033b508', '17')","(1, '0')"
577,"('0x1196d9633512585b6858e44672df3e2d9c401e8d', '17')","(1, '1000000000000000000')"
1679,"('0x2d44cc4992684256b637f3c63731f1b7cdfa1c19', '17')","(1, '1100000000000000000')"
1172,"('0x20fc6ae9b99603cb01f2d50f8c5904fdd0ce1b44', '17')","(1, '1000000000000000000')"
1175,"('0x2111a3c85e5599017e6a4838b28bbcc92ea10991', '17')","(1, '2000000000000000000')"
935,"('0x1a768447afbb2eccd3f77ea959e7924b421ae650', '17')","(1, '1100000000000000000')"
1183,"('0x211c478d9cc233a89659be182d3d66d65f82bbdc', '17')","(1, '1100000000000000000')"
1145,"('0x1f9f2cea24f8abf8c6f1a159989f39a0624a7cd9', '17')","(1, '5300000000000000000')"
907,"('0x19bdd638aba0f57f1950ad2f7919463d4f673d37', '17')","(1, '1500000000000000000')"
2000,"('0x3641c6c0f75310fa17155e3c3f026fd7561af9c1', '17')","(1, '300000000000000000')"
971,"('0x1b3efcd48aa4c56a78b082d64e4c1992b56c8146', '17')","(1, '1000000000000000000')"
910,"('0x19e1e9e6eef7df468659fa0db1a1868c9b91565d', '17')","(1, '1100000000000000000')"
926,"('0x1a5da809b313ee593b3bba6b063f747e2288acb6', '17')","(1, '1100000000000000000')"
1179,"('0x2117eb88300a5afa11ee55e3c4f2ff0157718bd1', '17')","(1, '2000000000000000000')"
569,"('0x1147c4786ea502eb90dd034398964f06ea806f47', '17')","(1, '0')"
984,"('0x1b813438215a225b292ac2548e564f41e1906957', '17')","(1, '1000000000000000000')"
1833,"('0x3266424c9bee709ef24965b0ddfdc504cb382a2a', '17')","(1, '1000000000000000000')"
619,"('0x12cd3dca194161fe3535755075499f115982ee63', '17')","(1, '2000000000000000000')"
2008,"('0x367fd2379fa8f8d607b1498fd0b1f555a0b86889', '17')","(1, '1100000000000000000')"
1979,"('0x3599543560bd22497037dba8095be7cc727b498f', '17')","(1, '1000000000000000000')"
1150,"('0x1fe6a806e0a9858359e16c58e4f84c790171596b', '17')","(1, '21072939269289992094')"
955,"('0x1ac81fdcd10b27d2af73ef0f097159cdf0f0aa8a', '17')","(1, '1000000000000000000')"
560,"('0x10e5fdfc4f07b9747a99aa2aa0e154011c84a9c2', '17')","(1, '0')"
865,"('0x187d204d9181f7fd564cff18c7ed938ded3ccba9', '17')","(1, '1100000000000000000')"
2026,"('0x3724bb822a9952336d823631d45fa82beaf8ef7d', '17')","(1, '1000000000000000000')"
1192,"('0x2168577af945529fc223e3a2f6d55cc68d8f294a', '17')","(1, '2371971247360556349')"
1202,"('0x21c82dfb6258813adbd371692003a47601b87957', '17')","(1, '1000000000000000000')"
617,"('0x12b890e30a4a9a9ac3a61df0e180f47735350a57', '17')","(1, '1733300000000000000')"
763,"('0x1600ff0bb36fefbd533c50ed9712703b00fff3d5', '18')","(1, '1000000000000000000')"
1059,"('0x1d8138a906ed6fec70e31a7f1ad4e298cc4dfcfb', '18')","(1, '1100000000000000000')"
1498,"('0x2932f6f3e0b803764a5db5c75eed3fa5ab0de2cf', '18')","(1, '1000000000000000000')"
1379,"('0x2662c3eae22d15e4e740339f3577bb0c3e1820cb', '18')","(1, '1100000000000000000')"
1813,"('0x32066c4ae40983d9d18b211fde0fee01ceaff6b5', '18')","(1, '10150000000000000000')"
2218,"('0x3b9d5114c279ade3dd99b5a14218c645f6ad433a', '18')","(1, '1131501702908585946')"
1895,"('0x338b66afdd5b66371f661c260c338766114df272', '18')","(1, '1000000000000000000')"
748,"('0x15bcffed6c0d50da1639fd48c6831ff75573651b', '18')","(1, '1636290627820835371')"
2183,"('0x3aef95f310b1b6023ebd1d3b77fcbc4e285387db', '18')","(1, '1100000000000000000')"
1505,"('0x294388d7f62065784666f797ca6919a4b8cef4ab', '18')","(1, '1592894776466837521')"
1036,"('0x1ce646addbfee5e79bc798caeec27535ee2dd253', '18')","(1, '1100000000000000000')"
1772,"('0x303f2a108d3a49be4ba820216a6071578fd03dc4', '18')","(1, '1100000000000000000')"
2282,"('0x3d8acf8be3ab5c504eb1c6eb8b43bb3b4d7b1081', '18')","(1, '1200000000000000000')"
753,"('0x15dc00582e988ad3253102f78880aaa3e29448a5', '18')","(1, '1100000000000000000')"
936,"('0x1a768447afbb2eccd3f77ea959e7924b421ae650', '18')","(1, '1100000000000000000')"
2193,"('0x3b1d110a16b45b97c32d9ccdefb6a8ebe157c414', '18')","(1, '2100000000000000000')"
1897,"('0x33a74ed005785a83295d3ebe7e9fee647c3b4246', '18')","(1, '2689964110143276898')"
772,"('0x16aa0b44cee3e2dcbcc9ef3a4da19f0e4cdf700a', '18')","(1, '1000000000000000000')"
956,"('0x1ac81fdcd10b27d2af73ef0f097159cdf0f0aa8a', '18')","(1, '1000000000000000000')"
943,"('0x1a9d278b73ae75c6ff67c82b5a427d47e382ac40', '18')","(1, '10000000000000000')"
1042,"('0x1d1638e8d3af1ab3ca73cc67d35689566598c6bc', '18')","(1, '1100000000000000000')"
155,"('0x046a65107b7f4ca5ba7742b928303c0f0917d843', '18')","(1, '1000000000000000000')"
178,"('0x04fda72d3a0dbbfa6793a604cedb5e5631750df2', '18')","(1, '1100000000000000000')"
760,"('0x15de8a2c9957b7e316f411a3e0fefc59788ec1d5', '18')","(1, '1000000000000000000')"
1492,"('0x29216293172536fc8efb871449b91378b3b24100', '18')","(1, '1000000000000000000')"
2215,"('0x3b9140b5c1e5217d3361882c23b64950ee7a758b', '18')","(1, '5010000000000000000')"
850,"('0x18103eefbb3d567efee4522c3721a5a129ee893c', '18')","(1, '5000000000000000000')"
1417,"('0x275ac4348fe1662b6abe6390a95f14da82725917', '18')","(1, '1000000000000000000')"
1834,"('0x3266424c9bee709ef24965b0ddfdc504cb382a2a', '18')","(1, '1000000000000000000')"
985,"('0x1b813438215a225b292ac2548e564f41e1906957', '18')","(1, '1000000000000000000')"
1441,"('0x27b96c5808e1f6ce132d69b029dff69ff5b71973', '18')","(1, '1000000000000000000')"
1786,"('0x3083d29102f5447a00cde3c3b28b39650cd131ef', '18')","(1, '10000000000000000')"
66,"('0x018365374732403a5286de3ddc875f2fdaf00dfc', '18')","(1, '1000000000000000000')"
1003,"('0x1bac87b9b9c9c7463cee1d0e6b40782bc7366933', '18')","(1, '1200000000000000000')"
99,"('0x03154b9e76b3e6eb27357ccfd638f9ac9085e8b3', '18')","(1, '10000000000000000')"
2249,"('0x3cd5715e4d5ac10696d04f5e8ac358a0402381b9', '18')","(1, '1100000000000000000')"
1845,"('0x329a7abf78f3c0dd693c47f787676b9b85b31dad', '18')","(1, '1100000000000000000')"
1864,"('0x32bffa97bb062f845089791c708059836aec8c0f', '18')","(1, '5040000000000000000')"
1532,"('0x29b13c21a05c0aa8bcbaedba11ddffa8c816ec02', '18')","(1, '1100000000000000000')"
847,"('0x17f2f651d2f4171642dcc13e9ad9c9afee9f8131', '18')","(1, '1000000000000000000')"
2239,"('0x3cbda54c6dc2858c44dd35dbdbe83f9f4fd7475a', '18')","(1, '5020000000000000000')"
994,"('0x1ba1ff69f03d38af7ef40e3afdc53ad073eb4642', '18')","(1, '10026930622105120648')"
866,"('0x187d204d9181f7fd564cff18c7ed938ded3ccba9', '18')","(1, '1100000000000000000')"
88,"('0x02d3f72607af14017dfa25006d8daa2522a43866', '18')","(1, '245182110000000000')"
1462,"('0x286d66c4fa610a498f5fc182516afa4b9aebc5ca', '18')","(1, '1000000000000000000')"
1457,"('0x285ab8b73531a59bcb01b7f2028a66aa377e697b', '18')","(1, '6746003073007802085')"
81,"('0x0279e4db6596933aab0d7d3a11c74b01fd44e344', '18')","(1, '1080000000000000000')"
96,"('0x02d580308124823202be80aed748e6eeb6853728', '18')","(1, '5060000000000000000')"
1893,"('0x33881764ded2569366352e148434b66748c6c00c', '18')","(1, '1000000000000000000')"
826,"('0x177821cbe97b3eb0a20de1fd534bc7160cbcd76e', '18')","(1, '10000000000000000000')"
1436,"('0x27b0fc6c4a5a0cf213a570097279a5bde61214d2', '18')","(1, '2000000000000000000')"
1411,"('0x274fc04a6a4c6504f692b94bdb089c7ab2106dfd', '18')","(1, '5320000000000000000')"
911,"('0x19e1e9e6eef7df468659fa0db1a1868c9b91565d', '18')","(1, '1100000000000000000')"
148,"('0x0451b615e759a96da37f3baf3f64a891114262cf', '18')","(1, '10000000000000000')"
1884,"('0x335d2d954cec61cb4673780300d890340a29dd99', '18')","(1, '1000000000000000000')"
142,"('0x043496ac4a5ec7d01ea168be981951278ab75c67', '18')","(1, '10000000000000000')"
792,"('0x17061b08892224811aeefa2152118eaa337614ac', '18')","(1, '1343545957065882306')"
1021,"('0x1c647f52c6a07427b50264652c5db12eda3fd6ca', '18')","(1, '1100000000000000000')"
38,"('0x00eb5266cd1709bdc486da3ce12f049db047347d', '18')","(1, '300000000000000000')"
110,"('0x0383d0f907b27709a42f778c1f8f163cce1caaba', '18')","(1, '5000000000000000000')"
1422,"('0x27695076ef87e7749ee7ca387f47549ee55dade3', '18')","(1, '1000000000000000000')"
799,"('0x170af212bcd8c5341bbbf287ea557b0ac9611cbc', '18')","(1, '1100000000000000000')"
894,"('0x197faedea4a4a79332a9f9b4f9430c0f49e5edd5', '18')","(1, '10000000000000000')"
123,"('0x03c855665161246a40a02869c7879f8d99683bf5', '18')","(1, '1100000000000000000')"
1542,"('0x29d26dbb9915a8a6687db8933d6276c930e3d126', '18')","(1, '2200000000000000000')"
1477,"('0x2900a1701bc7398a4203cc4f331138b75ce86c5d', '18')","(1, '1000000000000000000')"
981,"('0x1b69525716f8d42dd320c9db69a5f35c46a8769b', '18')","(1, '1000000000000000000')"
817,"('0x177312520b19bc40bebdc101b34dcf0c9a063548', '18')","(1, '1000000000000000000')"
1520,"('0x29634f4af493baaacd3d33f953531a287749c4bc', '18')","(1, '1000000000000000000')"
131,"('0x03d968b9684d212f89eea442b09a4015775b0939', '18')","(1, '1000000000000000000')"
2027,"('0x3724bb822a9952336d823631d45fa82beaf8ef7d', '18')","(1, '1000000000000000000')"
1927,"('0x3471dff9cc2db9ab5a2c21e3a702cc138aa36eef', '18')","(1, '1100000000000000000')"
1576,"('0x2abe17573eecffa13cc2ae7d6911028e07339ad9', '18')","(1, '1200000000000000000')"
1151,"('0x1fe6a806e0a9858359e16c58e4f84c790171596b', '18')","(1, '21072939269289992094')"
620,"('0x12cd3dca194161fe3535755075499f115982ee63', '18')","(1, '2000000000000000000')"
1263,"('0x23523c7ede0e71b55ee7433da1734c710d2d292f', '18')","(1, '0')"
1647,"('0x2c7e6ffc2964f1d737cc77bd64449e6d07c4461e', '18')","(1, '1100000000000000000')"
1146,"('0x1f9f2cea24f8abf8c6f1a159989f39a0624a7cd9', '18')","(1, '5300000000000000000')"
1641,"('0x2c610b939608b9722e34e776b47370dc39946326', '18')","(1, '2011132603261555076')"
626,"('0x12f3417adcd04acc0ec6abdb8c116d70a5cf5704', '18')","(1, '0')"
2083,"('0x3936ae29e90ca1cff4edf29bcd16cca09d7c08df', '18')","(1, '1100000000000000000')"
1141,"('0x1f912cf70d9633cb488836aff039e09b87de6cc6', '18')","(1, '9500000000000000000')"
631,"('0x13075e264b96173be15846381d7c6b37a72c712a', '18')","(1, '1100000000000000000')"
1973,"('0x35727914e4d8fdcf1c0d25f56902a93fbf3fd412', '18')","(1, '0')"
418,"('0x0aee7893ca0387cfab680e402f325e995712fff4', '18')","(1, '7655104458595281284')"
2094,"('0x395cba1ff45dd4262cb4c265f66833e25d436da9', '18')","(1, '1000000000000000000')"
1137,"('0x1f86ef84c91b8f98bd9466aa83f9a213d72723fb', '18')","(1, '1000000000000000000')"
394,"('0x0a0329fc0bb611bf3996b9cbc8e8466b315257a6', '18')","(1, '300000000000000000')"
391,"('0x09f35a3004fc2820556d17f57ad7d1a948d37486', '18')","(1, '1000000000000000000')"
641,"('0x13517bd349beba393bd3224cf9351bcf2e1cd7e9', '18')","(1, '1100000000000000000')"
1970,"('0x3566bfa6ee5ab3533efe4fc320515ed6b7ff56e0', '18')","(1, '5040000000000000000')"
1287,"('0x23c4111d6f85de542dd8ad911c7c3cc66e98faa7', '18')","(1, '2000000000000000000')"
1128,"('0x1f63690d46ac591366508eb66ff585f6d0bfc42e', '18')","(1, '10160000000000000000')"
1962,"('0x3560e6ae93b34399c75a853704ac83e8102ca27b', '18')","(1, '1100000000000000000')"
377,"('0x09833dca7ab636ec7058809876b88046738e2940', '18')","(1, '0')"
1295,"('0x23ee739530231e7aff44a386dcbab639a6c04c92', '18')","(1, '1000000000000000000')"
1716,"('0x2e65768a29b5d5aa0f4608feabedffe4d5ece1c5', '18')","(1, '10000000000000000')"
1633,"('0x2c288f6c247b24b8db77a6919db9ce6f1a060f68', '18')","(1, '1100000000000000000')"
658,"('0x13ac0d7bb293163922ca296a0c3fb1b236c815f0', '18')","(1, '10000000000000000')"
1980,"('0x3599543560bd22497037dba8095be7cc727b498f', '18')","(1, '1000000000000000000')"
606,"('0x1286cbddc7b2cd1a2f32fe920a4fe775643642a8', '18')","(1, '1000000000000000000')"
1203,"('0x21c82dfb6258813adbd371692003a47601b87957', '18')","(1, '1000000000000000000')"
2030,"('0x3725aa9fb2451184e10148d6cb500e3ab4120fd2', '18')","(1, '24073700811303063195')"
513,"('0x0f16719fdf6cd3dceb892c14a67be0fdd55742fe', '18')","(1, '1000000000000000000')"
555,"('0x10865b0acb89cce3850d217f22cd98946cf3605c', '18')","(1, '100000000000000000')"
2040,"('0x3764c0dbfc05917d9509f965b31f9b5ad1fca77b', '18')","(1, '1000000000000000000')"
2009,"('0x367fd2379fa8f8d607b1498fd0b1f555a0b86889', '18')","(1, '1100000000000000000')"
494,"('0x0e2c6ef85d0e8ec4b760e59b79d7180a58a18c0f', '18')","(1, '1100000000000000000')"
1666,"('0x2cced186c0b172443884b0dae52695e847ee010d', '18')","(1, '2537965491622774106')"
1680,"('0x2d44cc4992684256b637f3c63731f1b7cdfa1c19', '18')","(1, '1100000000000000000')"
1184,"('0x211c478d9cc233a89659be182d3d66d65f82bbdc', '18')","(1, '1100000000000000000')"
570,"('0x1147c4786ea502eb90dd034398964f06ea806f47', '18')","(1, '0')"
1253,"('0x232c0ff7dbabc99fdc31816fbbbc8aaf78db9173', '18')","(1, '10000000000000000')"
1231,"('0x22b5b949c5e9d690a2b8d7bc7bb46721b2d496a3', '18')","(1, '1100000000000000000')"
