,proposalID.id,voters.id,support,single_vote
372,11,0x094dc639f0c47b6eca92936e142ecea207b963e4,1,2001547010769846604
1916,11,0x34186a490ebcd04d5533ab4c65cbe288ee54c64b,1,7899800500000000000
1762,11,0x2fd6f9a75f09369019e82bc8301fd2a789dc9723,1,9227420440583939433
369,11,0x0935b870a027861bee3cc0b2ef24f5d194aed16a,1,1540000000000000000
739,11,0x158db001d03c74424bead45df53b443501b134fa,1,1100000000000000000
1920,11,0x3420c19bcd121e6febcc20fd502b14a71c2f857b,1,1097123570000000000
1922,11,0x3449a7799e1f6b93aaf5a631846a37c54aac1b9c,1,0
404,11,0x0a9457c19d8589f14f81f3e09450c97b1e3ed675,1,2000000000000000000
1757,11,0x2fae5777d3f82bfb935bcbc49db3b815302f6891,1,2000000000000000000
442,11,0x0b492b241ece8e17de0471903c254ceb4c5f893f,1,1100000000000000000
2072,11,0x38c5e4d777bee930d7a89477f1742cd675365e2a,1,0
1655,11,0x2cc58dd8ed25c1449f0bfaa7e8fc68e2dfb02162,1,1105499996735125122
1092,11,0x1e09cf6515977c27d147fb301c14f0c497acd189,1,10000000000000000
435,11,0x0b41b1a7e107e2b126ce02d54f163531164e7894,1,100000000000000000
1930,11,0x3471dff9cc2db9ab5a2c21e3a702cc138aa36eef,1,1100000000000000000
433,11,0x0b3240851e92ffc80e837f53aa7560cbe1290f57,1,2000000000000000000
431,11,0x0b16f444c02aa40886f0b8d4dd522e9cc2db9444,1,1000000000000000000
430,11,0x0b0498e4fb7817358fee5b20501db0ce7e40ba36,1,10000000000000000
709,11,0x149f119543239d0b102bc60e80d0965232229234,1,500000000000000000
427,11,0x0b004e3d468228f36f3e756d96c9894240e13349,1,1100000000000000000
2075,11,0x3902fb08cc26b7186056587e0d8210c32409b239,1,1000099000000000000
1088,11,0x1dfe2514cf65ebc27dfa99e1298104edf14be499,1,1000000000000000000
1745,11,0x2f60aaba93ffca6ef47cc8e6a2e2a1d1fd68d628,1,1000099000000000000
1254,11,0x232c0ff7dbabc99fdc31816fbbbc8aaf78db9173,1,10000000000000000
1082,11,0x1dd716f4fc2033522d1fa3974ae5ee390ca37917,1,1160000000000000000
420,11,0x0aee7893ca0387cfab680e402f325e995712fff4,1,7655104458595281284
1753,11,0x2fa11ef008c4b585ccf0a76861794ac7ae5a3a67,1,151229092706416131278
403,11,0x0a9366045dd8eb9de790d86dc22067e3aae8bf62,1,1160000000000000000
1764,11,0x2ffb3b4323959288063e5288d99980a4c7d4f25f,1,1000000000000000000
2086,11,0x3936ae29e90ca1cff4edf29bcd16cca09d7c08df,1,1100000000000000000
1270,11,0x23670214ad87bc6dded7bec2c9a4467a904d1474,1,1160000000000000000
407,11,0x0aa3dceb1e65b8f7d3a58bed68054b1c81585002,1,2039490590000000000
1275,11,0x237d29b88ac4dffb3a3d6cc3d7fc407bcd8459c9,1,2000000000000000000
721,11,0x14d684f02d3bc7ecfe6c3e9aa6a826e06a5e01c9,1,1000000000000000000
410,11,0x0ac71a1ed2afa45cc4b29fe734a9e28c980f61e6,1,1100000000000000000
1261,11,0x234d127c9a47a0732863ebd4e6589aea9fa3a45f,1,1160000000000000000
1259,11,0x23440e7f345d4c38c508f436b357ae1279a81d2b,1,1160000000000000000
1258,11,0x233a3afb6deea713e7c764b56b68f80434337cf7,1,1000000000000000000
716,11,0x14adbd90732eb4fa7201ba114fb3100d8a9d093e,1,1100000000000000000
1076,11,0x1dcb6aca2949a1ba6bc576c46c6f1da1b3ea6dd0,1,110000000000000000
1640,11,0x2c49b69919ccc558406b08e9718f940c9e6b81b5,1,999999000000000000
1299,11,0x23fcd2644d74df98130caa12bf980af7c0dd2b85,1,330000000000000000
1810,11,0x31d52a9dffc62ff63178893c94d9de6d46b1aec9,1,1020000000000000000
363,11,0x08cd41bb82695686173624bd0f630c807f415590,1,999999000000000000
322,11,0x07824987cfa2d54130b43ea86311b3111b87c93b,1,1000099000000000000
321,11,0x07722608a61d9014462d3cb0bf00420fe8a5adff,1,1000000000000000000
2140,11,0x3a1d29de6bf4afeb42dba018a3c8729fa2068c5f,1,9700000000000000000
319,11,0x07685cd14775e594ff99e772389ec8cb28c0f28c,1,200000000000000000
318,11,0x075a103132e785a12793499c2c0156f500f4a3c0,1,101110000000000000
2142,11,0x3a26577d7682064dff6f3f82764b20c08c427025,1,1000000000000000000
2144,11,0x3a3afa79c14af08268228f349bf9d6fa2c2c74fb,1,1100000000000000000
1609,11,0x2b8146071d1048b90ead67bde2abbd330600b9db,1,0
1608,11,0x2b6d11dcb98303d9b921dd47e0542b6549e3cb85,1,1000000000000000000
1902,11,0x33b43b3197ddee13832985a0f16a8a75ef43af63,0,100097200000000000
2147,11,0x3a409eff50a47aeef294e3f0bb3874490dd99abc,1,2000000000000000000
767,11,0x1634b8fb17773d2b7fc85e89ece335def7a5f23a,0,101108700000000000
309,11,0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,1,3000000000000000000000000
2149,11,0x3a45b04738c21994bcfd0d24d7c3673328147f04,1,1160000000000000000
323,11,0x07bb33e6c34f706f594547085ad81fb071dbc2c6,1,50000000000000000
609,11,0x1286cbddc7b2cd1a2f32fe920a4fe775643642a8,1,1000000000000000000
1043,11,0x1d1638e8d3af1ab3ca73cc67d35689566598c6bc,1,1100000000000000000
302,11,0x06fb028ba0cb89f9b9049a066e784fd3b8662030,1,10160000000000000000
776,11,0x16aa252fc8a60187e7f52a2f0f2292914f65caa3,1,12324473884325462719
1033,11,0x1ccbabd66307cb4d86439086caded1999fc41319,1,1000000000000000000
1331,11,0x2496e68e04872b7d40233b555ead44cc2b0d82c7,1,500000000000000000000
1600,11,0x2b1ad6184a6b0fac06bd225ed37c2abc04415ff4,1,15000027458303739872122811
1337,11,0x24b3e9984eb93c207be67be0b632a24f07a0703f,1,10200000000000000270
1338,11,0x24ce9949d53c3147dc30626ca17da0233b7f0ad4,1,1000000000000000000
293,11,0x06f2c30bd5e8d8e7bb6077d8e5ee8ade563e7946,1,2000000000000000000
1031,11,0x1ccb144b700ec726d37db38c617e154de6d9c0d0,1,10045539665156516682
291,11,0x06e2224d72dbc2764e3e9d217b03addae8d22006,1,1000000000000000000
1773,11,0x3042eff0debf88da6276dd3d6eaa4db827ad1d89,1,1100000000000000000
289,11,0x06d56c55f67202209477a5f13bc78ff95d32702e,1,1160000000000000000
288,11,0x06d025ea6754da7af4ddcf51cc860b8f6293e88f,1,1000000000000000000
1899,11,0x33a74ed005785a83295d3ebe7e9fee647c3b4246,1,2689964110143276898
2113,11,0x397ac9aa39e3b76e3a10de427a79131524e6339e,1,1000000000000000000
324,11,0x07dd14836edc97e56657ba641f73c7c72d77fccc,1,1000009000000000000
1045,11,0x1d2f34cd3f7adf2c8ba7c3ebb7f070837d441030,1,1000000000000000000
2117,11,0x39a8c823bc6c3f841652b964f9733fb373e0e025,1,1000099000000000000
1744,11,0x2f2b6054b0ddaa1f98915aeece7710d0ad106d2f,1,1100000000000000000
744,11,0x15b3494751e8dbf2798c3c91698925076e70e2d0,1,1009965530000000000
358,11,0x08a8af887e0ce6fa2cc8d04e07cee5f535deec0f,1,1100000000000000000
2123,11,0x39f1366d7b098e5898196be0b627c99eef5a491e,1,1100000000000000000
1910,11,0x33f8ad6f150109b71e5013cdf9264ac3a12fdf54,1,1000009000000000000
1301,11,0x23fce5eceefe03821fba14c27878c0673461616e,1,1160000000000000000
1618,11,0x2bd4403900488cb88f79274480469d1030191775,1,1000000000000000000
352,11,0x089dca5f159e492b70660f8d95e9698a09d38a0b,1,1000000000000000000
746,11,0x15b5d186ce03817f32266e3026fcca45a003aa68,1,1000000000000000000
1062,11,0x1d8138a906ed6fec70e31a7f1ad4e298cc4dfcfb,1,1100000000000000000
1617,11,0x2bbedc3f5096ac732abf974ad54e41ac61c1f5b2,1,1000000000000000000
1308,11,0x24157f65d8f9a045ed6c2ef21745788525f5a7a0,1,10000000000000000
347,11,0x08412f929705695c90fabbe94cb451dab1ff0918,1,47090000000000000000
1323,11,0x24621aa4dde07f04c57146d83468969010b7489e,1,1503000000000000000
1909,11,0x33dd3068aad472829b0c651d7bc92daff105de9f,1,1000099000000000000
2129,11,0x39f45cfbfb7340d095318d4ede9583d83158e9dc,1,1100000000000000000
1054,11,0x1d61e9da982b0381c78966e4f745c36bf17f4266,1,1160000000000000000
1769,11,0x303745f94c08ec5738c9fe447594e20364dca04f,1,1030000000000000000
1616,11,0x2bb6f794fa75dba6cc43e04c2e8818569bbcb830,1,10000000000000000
756,11,0x15dc00582e988ad3253102f78880aaa3e29448a5,1,1100000000000000000
337,11,0x080a75c96bf646cd9f78aaf8c9869a510e9c68bb,1,1000000000000000000
1615,11,0x2bb6d1b63567bebf526adeceaf0882571b81bd02,1,1000000000000000000
1614,11,0x2baf8f61f15bb1c23403c9b48c365ad6f488ed16,1,0
1611,11,0x2b9b90ef512c6b8fc72ec37097e68d5197ace640,1,1000009000000000000
1318,11,0x242f20589e3aa594d5014a58501f376861984f65,1,11000000000000000000
1050,11,0x1d4d2a31bf1eb40dd5222250f0fafcdecc460250,1,1000000000000000000
1049,11,0x1d34683335d2c0ce9420fed0b89dab97254425b5,1,1000099000000000000
1047,11,0x1d33180a03869a7f6126022d31f71fa640ebd020,1,1100000000000000000
1321,11,0x244ca346b274de703567ecb7a3d927125389092d,1,100000000000000000
1056,11,0x1d7cc75476009dac32b6f5dffce5f282f6a06c07,1,1000000000000000000
701,11,0x146719bac42bb8b5ee453c9fac4e3cf26349e85b,1,100000000000000000
450,11,0x0bfd9072a17a34b63f51d53a865aa6e94dbf80ac,1,1000009000000000000
1242,11,0x22c761396c173151b130134b3981eafeaa8c5d52,1,1000000000000
634,11,0x13075e264b96173be15846381d7c6b37a72c712a,1,1100000000000000000
563,11,0x11032f66e972cf06a8c0f29e467a219f40fd3bb7,1,100000000000000000
562,11,0x10fbadbb8125aedc700c5a768f1d3683e4be7ffb,1,1160000000000000000
561,11,0x10faa4db982b861ad4be47b2b94c5b4c6f1969d8,1,10000000000000000
1677,11,0x2d2d768fd67b3ce4673049d0c39e2ddf2af4c2bf,1,1000000000000000000
1194,11,0x2168577af945529fc223e3a2f6d55cc68d8f294a,1,2371971247360556349
558,11,0x10865b0acb89cce3850d217f22cd98946cf3605c,1,100000000000000000
2012,11,0x367fd2379fa8f8d607b1498fd0b1f555a0b86889,1,1100000000000000000
637,11,0x130cef54df606018bfbd642b77c9d8fe70af09cd,1,1000000000000000000
1195,11,0x218a1ef42ae86043f4d5c215f36a337ae0270b19,1,1105499928121774198
638,11,0x132e0875c5c03fe899b58981cfbcb9468bbd0dbd,1,2000000000000000000
1710,11,0x2e250daefe4f3a32bfe06c0fb6400a9498a3e7c1,1,1160000000000000000
1197,11,0x218b7ef5cea63933857fe40a5eef30d0d7005e60,1,100000000000000000
1134,11,0x1f66c2da9c0b75fad451fb15ca8fcedd9a81fc31,1,1000000000000000000
566,11,0x1111111648cca5d28dc85e0b0b04b735491fd9ad,1,100000000000000000
548,11,0x102bde58fb272bb934de08abec4865b87f5862ad,1,1000000000000000000
1132,11,0x1f63690d46ac591366508eb66ff585f6d0bfc42e,1,10160000000000000000
1198,11,0x21a87de0383477e128ff7446f4117f72db5db97a,0,102198690000000000
2018,11,0x36f80088325b16c416d7237022f43f65d2acc906,1,1100000000000000000
2019,11,0x36fb76f8ce161770ca708afb6a81aa0428c9ea99,0,107980990000000000
2020,11,0x36fd38a212124a936c593f9c66163bd2f8445845,1,1100000000000000000
1711,11,0x2e2e48e5268b44dbe8bc61776be9748b0bcdad15,1,1000009000000000000
539,11,0x0ff9b6ab6ec58ceb6d5ae8a1690dd5a0959ad002,1,100000000000000000
646,11,0x135e60d23b3cd2c62b7cb582cc5bbe1c1fbd7238,1,2000000000000000000
1675,11,0x2d01964aea138c35433a29aaf96669796f884fbc,1,110000000000000000
647,11,0x136ea24d79406759487051e6f4cd403d412045ca,1,1100000000000000000
535,11,0x0fbed08f678ad127600a740f4758cb82d7c761b8,1,300000000000000000
534,11,0x0fb7e004a9a0fb1caf87fcbc0ad93b704ac70347,1,1000099000000000000
2024,11,0x371ea1e8fcb52083a2a6ee8bb44bb5540939fb82,1,100000000000000000
532,11,0x0f8aca6bb8d86bba87892efab1e19491c97387b7,1,100000000000000000
2015,11,0x36d74b81006732a0b24218a562b6b6c774c91113,1,1004999937273095767
1136,11,0x1f79d23914e1a65fdfb74c0a4f0c61d7bee3a187,1,1401249061735184501
568,11,0x1111115195b95dd899e06952e6a26bfc901d8974,1,545405530000000000
1685,11,0x2d44cc4992684256b637f3c63731f1b7cdfa1c19,1,1100000000000000000
1157,11,0x2017df91b7eb69308a2a4c08d123d9cc69b28d83,1,110000000000000000
1155,11,0x200998f1c6bb56b100752c9334dd445c7d0740c3,1,129529382551645759330
1978,11,0x358abb5b95f814c833746a2d0e98bbc227cb6e3c,1,1000099000000000000
1160,11,0x2027085291a27394888acc53785b4179f060e145,1,2200000000000000000
603,11,0x127d60193f08626e168099fc2277e31f5a89b1a7,1,5094665727946322882
602,11,0x126660780ed3ce973e2335115e204052a29600cd,1,1038000000000000000
601,11,0x124d05e1cf1316141463224e3b9a9592044ee325,1,4630190415716033426
1986,11,0x35e3a5f9a59a441f5b87416ed68eb99753e59171,1,0
1693,11,0x2d564fb4dfc50f300fcadb6b2cdf14bd2de1bed8,1,1000000000000000000
598,11,0x11d9f43c216d2cbe066de087ed5b2147d9ffba01,1,1100000000000000000
595,11,0x11d79ce73bce4c3a6928bb79720d0d70f6d1436f,1,1100000000000000000
1988,11,0x35e6fc00e3f190a8dfe15faa219368a01028ec14,1,100000000000000000
1702,11,0x2d9e673d1cc5b2618025f43659788fdfcf8d9931,1,0
1165,11,0x20879c965b29a728ef87a2eb391e8bd8f6cd0dc0,1,2000000000000000000
1149,11,0x1fc0218c88abce669273d29953f0efac0aa241e5,1,1160000000000000000
1976,11,0x357766f47fe7e5f705986a536b8592d5758e3a8e,1,3000000000000000000
1991,11,0x360b1c3360c3055fbabf8e154b97a21f082ec43b,1,1000099000000000000
1709,11,0x2e1e3d82712b86a07a85f0cf51326eda3afc1f8f,1,50000000000000000
1139,11,0x1f8a7898d5237ff11ea52d85cc3b633e6be9a939,1,2000000000000000000
2006,11,0x366e58737164430af4aed2856840be9bb148bdc7,1,1942959887271445765
1180,11,0x2117eb88300a5afa11ee55e3c4f2ff0157718bd1,1,2000000000000000000
1706,11,0x2dcc5cbf6a0a6d3665d00180e9ca089931a4c511,1,2100000000000000000
1177,11,0x21164a81912aea844a5adfe643b84d7010736c23,1,200000000000000000
531,11,0x0f8361ef329b43fa48ac66a7cd8f619c517274f1,1,10808324397430080000
1705,11,0x2dab92779000452263badc181ac6d80146b03213,1,1000000000000000000
1169,11,0x20a9c26a80cd2cea91d3a4f16e5efccc45d3ff5b,1,1160000000000000000
1994,11,0x3613c92ebf2d3d60dc1ba8979fb2c5299dda49ec,1,50000000000000000
583,11,0x11a707db15bae7eb6662356d9930b779e17f846c,1,1000000000000000000
623,11,0x12cd3dca194161fe3535755075499f115982ee63,1,2000000000000000000
1147,11,0x1f9f2cea24f8abf8c6f1a159989f39a0624a7cd9,1,5300000000000000000
1992,11,0x3611886d2f5e9e297a4679ad475814a2f166e3d0,1,1000099000000000000
628,11,0x12fe20de6b441f18ba9a3c9a7a78c9bd16723e8d,1,2070626275038251680
1714,11,0x2e5300eabf71950b00ddd6a59690cfd8852ad3b9,1,100000000000000000
529,11,0x0f7e46d4a4397d06d43567c9f161ec2bba57cf8e,1,10090000000000000000
1201,11,0x21c0a2c88df089de73f09b0ad33a2cd76b9b69ee,1,1000000000000000000
1947,11,0x34d2e4d08cddc3ef5b747082818e775d68ecb0f0,1,1000000000000000000
2052,11,0x37c34023a052000bd9a8cba562325ddf5e9c1ae3,1,1000009000000000000
1946,11,0x34c53ef47c41da3a393b40125bfa9387763b7b71,1,0
478,11,0x0d864db5d480b559d85c99fe0e316f3502fea62c,1,1100000000000000000
2054,11,0x37c9cf3b0e9eeb5d78d2b5ef168af181871a441e,1,1100000000000000000
476,11,0x0d79a798ecec2e56349a029b217ca652bad2be3c,1,1200000000000000000
1809,11,0x31b7536d86237976d4053aee58861d49d2a8cba2,1,0
474,11,0x0d6e5baa9169dcc08080575e978365cb75e05702,1,10000000000000000
686,11,0x14133dd0285c5804646482d4743c048e2a5ae2ec,1,1000000000000000000
1663,11,0x2cccaecc8cde703351c71bfff5f1de246e49d963,1,5190000000000000000
1234,11,0x22b5b949c5e9d690a2b8d7bc7bb46721b2d496a3,1,1100000000000000000
470,11,0x0d37b245fd7b9a7887e388ebb03c28258beb39b1,1,1073000000000000000
469,11,0x0d17210ad8c58b9fb47066629f3325ee73648ca0,1,1000000000000000000
1097,11,0x1e4942b1a4fab51ec950e5cccc957497b37d1103,1,572000000000000000093
1943,11,0x34c131566ed45352ba74873ad890e734e17ec020,1,14240000000000000000
464,11,0x0d1456a83ce96e010db1fcba4e71bbc6c3a18452,1,110000000000000000
1237,11,0x22bfd731b25d54ab7f978eacb54f1a5fe80903eb,1,20000000000000000
2067,11,0x38ac00297427e6ae7efc0850d667ab9b4c78cba5,1,1000000000000000000
781,11,0x16ca503edbbccfbbe2520613343770ab863ecf92,1,2000000000000000000
699,11,0x144abc35f51f72f76a77ef3c04d9d61715bccd53,1,1002144979300000000
2062,11,0x3891e54bb321a2889c6fbfd8efaf5d536627550c,1,330000000000000000
1935,11,0x347d88b90e39485b3468df96864cb2cb7ad8cf80,1,1000000000000000000
1743,11,0x2f25181e624f85df8094157c5ac2d2db8a7107b1,1,1120000000000000000
482,11,0x0da1d27ab726669ed32ff3963cd9167ffaa04742,1,3100000000000000000
2061,11,0x386465da26f3a6cc68c4c5e95fe37422e1df5afd,1,0
694,11,0x1434d3a0ecb85973be0261fa7e3a6911d065eaae,1,999999000000000000
458,11,0x0c7cdee7f65f2be9d3d241a8caf43fd2773e263b,1,621283106617434707
2058,11,0x382a3c082c06543f4f59a88edd9a64eb41410996,1,1000000000000000000
693,11,0x14269e3a2860b83fe72a8978c1890743463d5d59,1,1000000000000000000
1939,11,0x34ac1dee36dfc080c863f6b9955cca0d056770c2,1,50000000000000000
2057,11,0x381a034325dcf0687888815461f26f5f8c559e13,1,1214880770000000000
695,11,0x14468ea31273dc32042459d748f662c1caad29f6,1,10000000000000000
2069,11,0x38be517c55242f040f5a2fbf843727fa199e6035,1,1100000000000000000
484,11,0x0dbb0cff7c9515fc56d352ee37aeeefdf43b25fe,1,1100000000000000000
1105,11,0x1eb0fe0144dd7a74a8d871a1b2e2d841bfce5d0e,1,1000099000000000000
1204,11,0x21d99bbbc49846fc9864931a0c3fdc296999aeea,1,10000000000000000
1965,11,0x3560e6ae93b34399c75a853704ac83e8102ca27b,1,1100000000000000000
1206,11,0x21eae6e365aeb7cd907473ec12176d0976914e68,1,1100000000000000000
1208,11,0x220452c66d0ccd7a46c064da784c444939509821,1,580000000000000000
656,11,0x139996f03378e1a6b5decf2c58b20926e75b7ac4,1,5200000000000000000
1717,11,0x2e65768a29b5d5aa0f4608feabedffe4d5ece1c5,1,10000000000000000
519,11,0x0f7974fc4a15ad9e0c177748264beea72af7749a,1,1010000000000000000
2033,11,0x37335c7911924909e2c542282be3474b7f6a70db,1,2000000000000000000
662,11,0x13b28fd1df2ec7dc8efabe7f15e2e7a8527c6e8f,1,10000000000000000
1672,11,0x2cfc3058f6a80b178716a26dad6769d44d9942c7,1,1000000000000000000
1722,11,0x2e7b05c3de55ab1533c7d951727965355a7d0685,1,1846926330000000000
1671,11,0x2cd926471980a9769ade4f3ccfe2ca274e51ff7c,1,1100000000000000000
2036,11,0x373be74324aff93be17fce300173aaebb999e7ba,1,1030000000000000000
509,11,0x0eaadc510c54a5dc2c21140e0d280ce4f94f988e,1,100000000000000000
1723,11,0x2e8a53f11ea9ee05fdf45261113a0acc68ee9f55,0,500157830000000000
1959,11,0x3551042c0b6176f0961f7345ee4177a16708ecf4,1,1100000000000000000
2038,11,0x376110452c2fdaef842dbd1f64234a2045d2e40c,1,2003145054769263100
1729,11,0x2ee8dcb7407db5b18bc1c5acd0c7b1dd021a61e2,1,350000000000000000
1225,11,0x227b42629afb82dd5f6c137dabc4cce8421b5341,1,1000000000000000000
1224,11,0x225933f8594e980d9d4b75ff744a46be10d48f3c,1,1100000000000000000
1668,11,0x2cced186c0b172443884b0dae52695e847ee010d,1,2537965491622774106
2045,11,0x3773fef9b7df2f4bd8e108dbed91313928cd5400,1,10000000000000000
1955,11,0x351e826c4d9f0d65bda605c0bec56ba33a388b8d,1,1000000000000000000
1740,11,0x2f1f1339481746683c47e8713949e6744e7ef8cc,1,2200000000000000000
497,11,0x0e2c6ef85d0e8ec4b760e59b79d7180a58a18c0f,1,1100000000000000000
2043,11,0x376f951626cf1d4411e58b7d2ed47fb34b6d7e49,1,200000000000000000
501,11,0x0e33c24c3b211754ddde04df270ac12c2e984e6d,1,100867794060000000000
1109,11,0x1ed71ca675436a301a10a3adc53e00a7bd2145a1,1,110000000000000000
1112,11,0x1eda14da76e7e56dc001d9d1a47cae888fd14e5b,1,2000000000000000000
1724,11,0x2e8c79215f275240f89fbf6166dc9481d97db2cf,1,1160000000000000000
1216,11,0x223cf852a2320b7d451bbf5ff8e97cc3aa6fec9b,1,500000000000000000
1957,11,0x353896377b3456595b2c1fc63a0b107551be9e41,1,1000000000000000000
286,11,0x06ce5fee10fe4cb86976ed7637fe224ac94d3b52,1,1100000000000000000
2150,11,0x3a473049904541ee145407b2494b3b5dfbfff82e,1,20000000000000000000
611,11,0x128aeeb792ed30531f895a8eb58b267db0360945,1,0
863,11,0x1867eb98335c1cfd7d9849c3ae7dee46a7ca8a43,1,1100000000000000000
1825,11,0x32208a85165cf5d53b45d51d18d708d858d3ad86,1,1160000000000000000
150,11,0x0451b615e759a96da37f3baf3f64a891114262cf,1,10000000000000000
990,11,0x1ba17b274935ba2bee1a9c6999b122274a4ab520,1,1000000000000000000
41,11,0x00ee80c322d6e956d2629a73223605bbda946f2d,1,4924370817858769087
1415,11,0x274fc04a6a4c6504f692b94bdb089c7ab2106dfd,1,5320000000000000000
965,11,0x1b00e674a6e592fbade0fc4f309194e8db2b139a,1,325000000000000000
145,11,0x0441ec544c5a2577fd37b18adc551a83a627a2eb,1,1000000000000000000
869,11,0x187d204d9181f7fd564cff18c7ed938ded3ccba9,1,1100000000000000000
1828,11,0x324aea1319a0fb3964dcdc610d143aab17b2727b,1,1000099000000000000
143,11,0x043496ac4a5ec7d01ea168be981951278ab75c67,1,10000000000000000
44,11,0x0103badad1f9c2dfb45cf4a6933a0ab7512b118a,1,1100000000000000000
1549,11,0x29f387ade2a5ae3c93defd52f2a5fa535cab666e,1,2500000000000000000000000
1829,11,0x325b3edfe868631c77cca84fd3570a52e324837e,1,1030000000000000000
875,11,0x189fed63b3e29c54fa59e7bf09e08bf43603f19a,1,10775750000000000000
1794,11,0x30b908515e34b195a249071176b38653fa7b98d1,1,1100000000000000000
2228,11,0x3c0def24bf7acd8443f07933b5fd1029c79c6892,1,1000000000000000000
2267,11,0x3d33895ffb3bbb098ed67042f987503235a36a32,1,15220995145825523916
135,11,0x03dd5a390f1cdd203f41bfc681a98e741f3e5ac3,1,1100000000000000000
2229,11,0x3c1cc5e464e397c4fb8da08b0f6cd581a3729a84,1,100000000000000000
1546,11,0x29db953a27d602889ab11032bb1505801c987c49,1,10000000000000000
132,11,0x03da98f5e26cdcae4b8cdd504480a9f801ded4f7,1,1100000000000000000
1425,11,0x27695076ef87e7749ee7ca387f47549ee55dade3,1,1000000000000000000
879,11,0x18d8820a12ce3dd37c94ce710f1917ffdd027790,1,20000000000000000000
2264,11,0x3d0411fe3bb8569c49730c368ca39153de125dcb,1,1000000000000000000
152,11,0x045903f283d33a618c801ab5a079cd8cb0dfdc06,1,1000000000000000000
1823,11,0x32181e579a42cf04679484f0ed2ca42604f48cf3,1,1000000000000000000
1558,11,0x2a2c64a7f3357231acc1ca5cb9b59d67215a8ad3,1,1000000000000000000
861,11,0x185f0bb3e2773fd6a63343301218e267a80f0424,1,1105484639468505717
851,11,0x18103eefbb3d567efee4522c3721a5a129ee893c,1,5000000000000000000
176,11,0x04e96cdcfbcce8c972c5f976117784933e0cc6af,1,1155355180000000000
1821,11,0x3216144140da978122d8876450c3257bea45f3c6,1,1000000000000000000
70,11,0x01be944d783d840fcb557f2f1be085a021fc09fc,1,1000000000000000000
1852,11,0x329a8ddfed3de5172b984053d4d7f64f2e2189dc,1,2000000000000000000
